governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الذويبات الجنوبية,2087,139,333,15.96,92,6
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الذويبات الشمالية,1645,40,93,5.65,28,4
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الرضاع,2176,131,334,15.35,129,8
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الرضاع الشرقية,2173,173,438,20.16,165,7
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,أولاد عيوني,1277,74,198,15.51,51,7
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الحنية,1883,245,684,36.33,365,16
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الخشم الشرقية,3645,142,371,10.18,176,7
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الخشم الغربية,2917,439,1207,41.38,454,9
سوسة,مساكن,النور,3111,405,1019,32.75,332,8
سوسة,مساكن,بني ربيعة,2398,512,1508,62.89,800,10
سوسة,مساكن,بني كلثوم,2572,476,1329,51.67,509,7
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,أولاد حفوز,3721,335,799,21.47,272,14
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,السكبة,1268,138,411,32.41,176,10
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الشواشية,899,119,286,31.81,73,5
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,المباركية,1118,115,285,25.49,64,6
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,بودينار,1708,283,835,48.89,287,8
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,ريحانة,2530,454,1323,52.29,442,9
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,سيدي اللافي,1200,190,518,43.17,187,8
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,سيدي خليف,1533,212,560,36.53,192,10
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,فرش غريب,2367,50,130,5.49,90,8
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,كسودة,2306,132,316,13.7,102,7
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,أولاد ابراهيم,1569,94,299,19.06,215,8
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,الرابطة,3764,365,990,26.3,393,8
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,الساهلة,1348,210,558,41.39,168,9
سوسة,مساكن,التوارة الشمالية,6014,910,2291,38.09,1011,16
سوسة,مساكن,الجبليين,6653,872,2144,32.23,796,8
سوسة,مساكن,الجديديين,5554,915,2400,43.21,1294,9
سوسة,مساكن,الحبيب ثامر,4175,480,1092,26.16,414,6
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,قبرار,2224,105,280,12.59,73,7
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,قصر الحمام الشرقية,2668,424,1167,43.74,507,10
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,قصر الحمام الغربية,2599,315,906,34.86,361,11
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,قولاب,2838,322,912,32.14,351,10
سوسة,مساكن,المردين,2929,566,1653,56.44,714,13
سوسة,مساكن,المسعدين,9083,1440,3787,41.69,1412,9
سوسة,مساكن,المناعمة,1572,175,414,26.34,134,7
سوسة,مساكن,النجاجرة,8689,1266,3143,36.17,1206,12
سوسة,حمام سوسة - اكودة,شط مريم,5705,899,2299,40.3,1067,9
سوسة,سوسة الرياض,الزهور,14330,1568,3815,26.62,1579,7
سوسة,سوسة الرياض,حمام معروف الرياض,16151,1210,2774,17.18,1146,5
سوسة,سوسة الرياض,حي الرياض,25906,2231,5074,19.59,2238,6
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,السلامة,2198,60,159,7.23,85,6
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,القصر,2713,219,567,20.9,179,7
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,المحمدية,358,8,20,5.59,3,4
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,المزارة,3379,343,856,25.33,314,9
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,الرقاب,11400,1670,4488,39.37,1684,18
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,السعيدة الجنوبية,2585,43,99,3.83,58,5
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,السعيدة الشرقية,2997,179,521,17.38,199,10
سيدي بوزيد,الرقاب - السعيدة - أولاد حفوز,السعيدة الشمالية,6009,532,1519,25.28,701,14
سيدي بوزيد,جلمة - سبالة أولاد عسكر,زغمار,1847,295,893,48.35,357,9
سيدي بوزيد,جلمة - سبالة أولاد عسكر,سلتة,2753,446,1303,47.33,455,8
سيدي بوزيد,جلمة - سبالة أولاد عسكر,غدير الزيتون,4041,573,1542,38.16,486,9
سيدي بوزيد,جلمة - سبالة أولاد عسكر,لزيرق,1741,291,774,44.46,226,7
سيدي بوزيد,جلمة - سبالة أولاد عسكر,السد,3774,239,590,15.63,170,6
سيدي بوزيد,جلمة - سبالة أولاد عسكر,العامرة,4329,209,541,12.5,164,8
سيدي بوزيد,جلمة - سبالة أولاد عسكر,العضلة,2230,371,1018,45.65,420,9
سيدي بوزيد,جلمة - سبالة أولاد عسكر,العيون,1640,215,551,33.6,177,9
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,ورغة,2085,239,701,33.62,280,9
سيدي بوزيد,جلمة - سبالة أولاد عسكر,الابيض,1966,273,790,40.18,322,10
سيدي بوزيد,جلمة - سبالة أولاد عسكر,الحميمة,3380,587,1757,51.98,709,11
سيدي بوزيد,جلمة - سبالة أولاد عسكر,السبالة,5166,699,1790,34.65,580,8
سيدي بوزيد,جلمة - سبالة أولاد عسكر,مغيلة,2648,470,1377,52.0,504,9
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,أولاد الفالح,380,18,45,11.84,7,4
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,الأحواز,2865,350,919,32.08,328,9
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,الأسودة,6582,893,2511,38.15,1034,11
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,المنصورة الشرقية,1813,98,265,14.62,94,8
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,المنصورة الغربية,1615,58,151,9.35,64,5
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,الواعرة,1822,142,405,22.23,223,11
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,بئر الحفي,11884,1612,4067,34.22,1496,14
سيدي بوزيد,جلمة - سبالة أولاد عسكر,باطن الغزال الجنوبية,702,123,359,51.14,138,11
سيدي بوزيد,جلمة - سبالة أولاد عسكر,باطن الغزال الشمالية,1630,321,1025,62.88,470,11
سيدي بوزيد,جلمة - سبالة أولاد عسكر,جلمة الشرقية,3165,388,1018,32.16,379,9
سيدي بوزيد,جلمة - سبالة أولاد عسكر,جلمة الغربية,8348,1239,3275,39.23,1190,11
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,الحنية ابازيد,2358,193,561,23.79,226,8
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,الرميلية,2610,242,695,26.63,275,10
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,الزفزاف,3178,398,1089,34.27,356,13
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,العامرة,1656,116,294,17.75,4,7
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,بئر بوصبيع,2059,65,168,8.16,71,6
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,بئر عمامة,2267,149,405,17.87,136,7
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,رحال,4170,189,542,13.0,330,9
سيدي بوزيد,بئر الحفي - سيدي علي بن عون,سيدي علي بن عون,9324,1222,3131,33.58,1168,11
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,عين رباو,1831,190,506,27.64,247,8
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,غريويس,1409,83,197,13.98,51,6
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,فائض,3943,540,1620,41.09,867,21
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,قارة حديد,2735,409,1167,42.67,434,9
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,العقلة,3002,198,487,16.22,220,6
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,القصيرة,1754,323,999,56.96,549,15
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,المكارم,2886,218,584,20.24,270,9
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,المكارم الشرقية,2280,138,347,15.22,135,8
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,بئر بدر,2401,203,589,24.53,195,7
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,بنور,3148,417,1100,34.94,431,8
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,سقدال,2228,270,791,35.5,317,10
سيدي بوزيد,سيدي بوزيد الشرقية - سوق الجديد,سوق الجديد,3330,463,1228,36.88,412,10
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,سيدي سالم,3502,373,992,28.33,300,10
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,البسباس,1532,284,925,60.38,515,8
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الجباس,591,74,199,33.67,76,8
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الخبنة,1426,224,678,47.55,351,10
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,أم العظام 1,1675,219,611,36.48,201,8
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,أم العظام 2,2604,422,1158,44.47,428,9
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,الزيتونة,2927,73,176,6.01,59,5
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,الصداقية,2112,319,873,41.34,290,7
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الخرشف,2319,238,661,28.5,307,7
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الخروبة,1702,188,497,29.2,251,7
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الخوي,1668,286,956,57.31,524,12
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الدوارة,1133,87,210,18.53,60,6
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الزوارع,651,17,42,6.45,21,5
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,السد,2174,378,1134,52.16,676,11
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,العمران,1996,101,268,13.43,123,6
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,العمرية,1100,80,239,21.73,122,7
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الغريس الشرقية,1306,215,593,45.41,265,8
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الغريس الغربية,1875,153,391,20.85,137,6
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,الفوني,1741,332,899,51.64,413,9
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,المبروكة,735,85,247,33.61,105,8
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,مش,1190,29,61,5.13,23,3
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,منزل بوزيان,4651,813,2177,46.81,661,9
صفاقس,الحنشة,الجواودة,2353,423,1135,48.24,517,7
صفاقس,الحنشة,الحجارة,2432,514,1358,55.84,533,9
صفاقس,الصخيرة - الغريبة - المحرس,الحشيشينة الشمالية,1425,238,651,45.68,328,10
صفاقس,الصخيرة - الغريبة - المحرس,الحمادة,2805,514,1582,56.4,710,11
صفاقس,الصخيرة - الغريبة - المحرس,الخضراء,3131,513,1494,47.72,757,8
صفاقس,الصخيرة - الغريبة - المحرس,السمارة,2044,280,744,36.4,290,9
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,النصر,1398,273,751,53.72,265,7
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,النوامر,5509,824,2311,41.95,1025,10
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,بوهدمة,1921,331,966,50.29,469,12
سيدي بوزيد,منزل بوزيان - المكناسي - المزونة,قلال,4495,503,1438,31.99,599,10
صفاقس,الحنشة,دخان,1852,301,844,45.57,454,7
صفاقس,الحنشة,سيدي حسن بالحاج,4001,783,2198,54.94,878,8
صفاقس,الحنشة,مركز مصباح,3529,420,1190,33.72,568,7
صفاقس,الصخيرة - الغريبة - المحرس,الحشيشينة الجنوبية,2611,494,1437,55.04,634,10
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,الطويلة,7500,624,1671,22.28,596,9
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,الفريو,2959,190,461,15.58,194,5
سيدي بوزيد,سيدي بوزيد الغربية - الهيشرية,النصر,1037,139,360,34.72,111,7
