pcode,name,governorate_name,region_name,n_neighbours,island_bridged,region_cluster,region_saied_mean,region_zammel_mean,region_maghzaoui_mean,saied_lisa_class,saied_lisa_i,saied_lisa_p,saied_lisa_sig,saied_gi_z,saied_gi_p,saied_gi_sig,zammel_lisa_class,zammel_lisa_i,zammel_lisa_p,zammel_lisa_sig,zammel_gi_z,zammel_gi_p,zammel_gi_sig,maghzaoui_lisa_class,maghzaoui_lisa_i,maghzaoui_lisa_p,maghzaoui_lisa_sig,maghzaoui_gi_z,maghzaoui_gi_p,maghzaoui_gi_sig
TN115453,Bab Saadoun,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.400310,0.165700,0,-1.238588,0.165700,0,ns,0.433793,0.144100,0,1.276342,0.144100,0,ns,0.056099,0.535400,0,0.512024,0.535400,0
TN115454,Borj Zouara,Tunis,North East,9,0,0,95.2446,3.5100,1.2454,ns,0.249349,0.002000,0,-3.679298,0.002000,0,ns,0.053676,0.002100,0,3.899525,0.002100,0,ns,0.243826,0.146100,0,1.192074,0.146100,0
TN115455,Bab El Assel,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,1.294890,0.017000,0,-2.789187,0.017000,0,ns,1.704896,0.011700,0,3.197028,0.011700,0,ns,0.001293,0.890700,0,0.119087,0.890700,0
TN115456,El Halfaouine,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.977271,0.049700,0,-1.919193,0.049700,0,ns,1.245069,0.030200,0,2.283362,0.030200,0,ns,-0.027967,0.803400,0,-0.198223,0.803400,0
TN115458,Bab Sidi Abdessalem,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,1.418090,0.026300,0,-2.459156,0.026300,0,ns,2.294382,0.019700,0,2.728730,0.019700,0,ns,-0.205435,0.638700,0,0.372212,0.638700,0
TN115459,Zaouiet El Bekria,Tunis,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.589960,0.024100,0,-2.452435,0.024100,0,ns,0.834637,0.017300,0,2.745328,0.017300,0,ns,-0.024657,0.703400,0,0.319489,0.703400,0
TN115460,Hammam El Rmimi,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,-0.336955,0.093300,0,-1.496438,0.093300,0,ns,-0.486107,0.067600,0,1.620482,0.067600,0,ns,0.050613,0.619300,0,0.385285,0.619300,0
TN115461,Sidi Djebali,Tunis,North East,7,0,0,95.2446,3.5100,1.2454,ns,0.503503,0.014300,0,-2.796864,0.014300,0,ns,0.536573,0.015300,0,2.797933,0.015300,0,ns,0.073739,0.074800,0,1.439381,0.074800,0
TN115551,El Omrane,Tunis,North East,12,0,3,85.6263,11.8057,2.5680,ns,2.024549,0.005500,0,-3.190448,0.005500,0,ns,2.289798,0.005400,0,3.355714,0.005400,0,ns,0.178768,0.164300,0,1.109157,0.164300,0
TN115552,Djebel El Ahmar,Tunis,North East,2,0,3,85.6263,11.8057,2.5680,ns,0.115044,0.737300,0,0.343984,0.737300,0,ns,0.129241,0.732700,0,-0.348359,0.732700,0,ns,0.008136,0.842600,0,-0.164648,0.842600,0
TN115553,Cite Des Oliviers,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,HL,-0.577335,0.000600,1,-4.853197,0.000600,1,LH,-0.514039,0.000600,1,4.958410,0.000600,1,ns,-0.232267,0.022500,0,2.149386,0.022500,0
TN115554,Ras Tabia,Tunis,North East,9,0,3,85.6263,11.8057,2.5680,LL,3.760842,0.000400,1,-5.008093,0.000400,1,HH,3.627178,0.000600,1,5.007954,0.000600,1,ns,1.179278,0.012000,0,2.551891,0.012000,0
TN115555,Bir Atig,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,-0.249079,0.002200,0,-4.406925,0.002200,0,ns,-0.291912,0.003200,0,4.486923,0.003200,0,ns,-0.003601,0.027600,0,1.898448,0.027600,0
TN115556,Oued El Sebai,Tunis,North East,3,0,3,85.6263,11.8057,2.5680,ns,-0.089288,0.370200,0,-0.840159,0.370200,0,ns,-0.121774,0.297200,0,0.934130,0.297200,0,ns,0.003058,0.867100,0,0.129305,0.867100,0
TN115651,Cite Ibn Khaldoun I,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,0.676995,0.003900,0,-3.922624,0.003900,0,ns,0.856026,0.004400,0,3.986617,0.004400,0,ns,-0.087339,0.035000,0,1.748860,0.035000,0
TN115652,El Romana,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,0.496219,0.020000,0,-2.552963,0.020000,0,ns,0.561906,0.020000,0,2.546373,0.020000,0,ns,0.019665,0.101900,0,1.336310,0.101900,0
TN115653,Cite Ibn Khaldoun II,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,0.368748,0.009500,0,-3.158300,0.009500,0,ns,0.486885,0.009400,0,3.283413,0.009400,0,ns,-0.050028,0.114500,0,1.190936,0.114500,0
TN115654,Cite Ibn Khaldoun VI,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.130845,0.070200,0,-1.690444,0.070200,0,ns,0.201953,0.045700,0,1.917625,0.045700,0,ns,-0.006584,0.877400,0,0.125823,0.877400,0
TN115655,Cite El Intilaka,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,0.040399,0.435000,0,-0.749937,0.434900,0,ns,0.084726,0.268900,0,1.039605,0.268900,0,ns,0.033880,0.498200,0,-0.545175,0.498200,0
TN115656,El Omrane Superieur,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,1.272635,0.007800,0,-3.177476,0.007800,0,ns,1.390692,0.006000,0,3.565510,0.006000,0,ns,0.084147,0.666000,0,0.343975,0.666000,0
TN115657,El Nassim,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,0.397932,0.228500,0,-1.121034,0.228500,0,ns,0.587643,0.169100,0,1.239087,0.169100,0,ns,-0.034095,0.820600,0,0.187675,0.820600,0
TN115658,Ahmed Tlili,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,0.279859,0.063800,0,-1.749905,0.063800,0,ns,0.376153,0.048300,0,1.894702,0.048300,0,ns,-0.016004,0.615900,0,0.418465,0.615900,0
TN115659,Es-Sadique,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,0.540734,0.031700,0,-2.135948,0.031700,0,ns,0.613735,0.026600,0,2.292118,0.026600,0,ns,0.047041,0.464600,0,0.615300,0.464600,0
TN115751,Ettahrir (1),Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,1.120232,0.052600,0,-1.823114,0.052600,0,ns,1.397255,0.042500,0,1.993534,0.042500,0,ns,0.018272,0.688400,0,0.332641,0.688400,0
TN115752,Ettahrir (2),Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,1.267316,0.038200,0,-2.060365,0.038200,0,ns,1.328370,0.026000,0,2.388088,0.026000,0,ns,0.012139,0.986500,0,0.011728,0.986500,0
TN115753,Ettahrir (3),Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.783580,0.027200,0,-2.314369,0.027200,0,ns,1.063463,0.024600,0,2.405035,0.024600,0,ns,-0.153217,0.246100,0,0.892839,0.246100,0
TN115754,Ettahrir Superieur,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.489757,0.209300,0,-1.174578,0.209300,0,ns,0.588413,0.163000,0,1.280469,0.163000,0,ns,0.018856,0.751500,0,0.250604,0.751500,0
TN115755,El Hadika,Tunis,North East,9,0,3,85.6263,11.8057,2.5680,ns,1.250447,0.006100,0,-3.246157,0.006100,0,ns,1.214803,0.006000,0,3.371923,0.006000,0,ns,0.343591,0.127900,0,1.213998,0.127900,0
TN115852,El Menzah,Tunis,North East,4,0,4,65.2695,30.0045,4.7260,LL,26.576611,0.000100,1,-8.504568,0.000100,1,HH,26.826507,0.000100,1,8.203744,0.000100,1,ns,5.803466,0.002700,0,5.136726,0.002700,0
TN115853,El Fath,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,LL,3.853184,0.000300,1,-6.172804,0.000300,1,HH,5.197093,0.000200,1,6.315141,0.000200,1,ns,-0.930831,0.013300,0,2.674525,0.013300,0
TN115854,El Manar,Tunis,North East,9,0,4,65.2695,30.0045,4.7260,LL,23.142529,0.000100,1,-12.015718,0.000100,1,HH,24.985295,0.000100,1,12.706168,0.000100,1,ns,3.270863,0.003500,0,4.067754,0.003500,0
TN115855,El Manar (1),Tunis,North East,8,0,4,65.2695,30.0045,4.7260,ns,6.311000,0.003000,0,-3.786807,0.003000,0,ns,6.754708,0.002900,0,4.010926,0.002900,0,ns,0.949124,0.122800,0,1.208118,0.122800,0
TN115951,Cite El Khadra,Tunis,North East,3,0,3,85.6263,11.8057,2.5680,ns,5.193938,0.005500,0,-4.001383,0.005500,0,ns,4.619635,0.009800,0,3.522063,0.009800,0,ns,2.211838,0.005900,0,3.614423,0.005900,0
TN115952,Cite Jardin,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,5.206866,0.001900,0,-4.338197,0.001900,0,ns,5.278053,0.003900,0,4.056687,0.003900,0,ns,0.858015,0.008100,0,3.062972,0.008100,0
TN115953,Ech-Charguia,Tunis,North East,8,0,3,85.6263,11.8057,2.5680,HL,-0.421629,0.000100,1,-7.335544,0.000100,1,LH,-0.835216,0.000100,1,7.329963,0.000100,1,ns,0.574397,0.004200,0,3.889929,0.004200,0
TN115954,Khereiddine Pacha,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,LL,2.165086,0.000100,1,-6.470019,0.000100,1,HH,3.249716,0.000200,1,6.692145,0.000200,1,ns,-0.719320,0.016300,0,2.524264,0.016300,0
TN115956,Farhat Hached,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,LL,3.278323,0.000300,1,-6.173215,0.000300,1,HH,3.921307,0.000200,1,6.665652,0.000200,1,ns,0.116816,0.042700,0,1.612973,0.042700,0
TN115957,El Bouhaira,Tunis,North East,8,0,3,85.6263,11.8057,2.5680,ns,9.461291,0.004400,0,-3.350731,0.004400,0,ns,10.308689,0.005100,0,3.455057,0.005100,0,ns,1.222850,0.079800,0,1.352201,0.079800,0
TN115958,Hay Es Salem,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,LL,9.907650,0.000100,1,-8.094663,0.000100,1,HH,6.524887,0.000100,1,8.445162,0.000100,1,ns,6.080582,0.006800,0,3.017172,0.006800,0
TN116051,Le Bardo,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,4.910208,0.003700,0,-4.033332,0.003700,0,ns,4.566262,0.005100,0,3.932096,0.005100,0,ns,1.887299,0.017300,0,2.347320,0.017300,0
TN116052,Le Bardo Nord,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,2.969388,0.001600,0,-4.084843,0.001600,0,ns,2.964907,0.002700,0,3.979593,0.002700,0,ns,0.747622,0.017900,0,2.415087,0.017900,0
TN116053,Le Bardo Sud,Tunis,North East,10,0,3,85.6263,11.8057,2.5680,LL,2.237006,0.001200,1,-4.156455,0.001200,1,ns,2.421924,0.001300,0,4.375156,0.001300,0,ns,0.309874,0.087800,0,1.416465,0.087800,0
TN116054,El Hadika,Tunis,North East,4,0,3,85.6263,11.8057,2.5680,ns,0.893931,0.033500,0,-2.187019,0.033500,0,ns,1.140848,0.026900,0,2.389554,0.026900,0,ns,-0.007872,0.558400,0,0.467017,0.558400,0
TN116055,Bou-Choucha,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,LL,4.086180,0.000400,1,-4.656078,0.000400,1,HH,4.088920,0.000700,1,4.733538,0.000700,1,ns,1.028670,0.023800,0,2.144389,0.023800,0
TN116056,Bonne Residence,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,1.805736,0.018100,0,-2.748745,0.018100,0,ns,2.147694,0.019600,0,2.709616,0.019600,0,ns,-0.141256,0.055800,0,1.555996,0.055800,0
TN116057,Khaznadar,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,3.577799,0.010800,0,-3.023841,0.010800,0,ns,3.549791,0.011400,0,3.052329,0.011400,0,ns,0.949293,0.071200,0,1.483515,0.071300,0
TN116058,El Fath,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,1.680795,0.010100,0,-3.029288,0.010100,0,ns,1.794860,0.010300,0,3.139096,0.010300,0,ns,0.266612,0.137900,0,1.167727,0.137900,0
TN116059,Ksar-Said,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,1.514630,0.004600,0,-3.773610,0.004600,0,ns,1.483872,0.005200,0,3.798569,0.005200,0,ns,0.436037,0.033700,0,1.881344,0.033700,0
TN116060,Ksar-Said II,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,0.590608,0.033900,0,-2.184708,0.033900,0,ns,0.787550,0.024900,0,2.447881,0.024900,0,ns,-0.009426,0.728700,0,0.270282,0.728700,0
TN116061,El Bassatine,Tunis,North East,5,0,3,85.6263,11.8057,2.5680,ns,2.559708,0.004100,0,-3.779434,0.004100,0,ns,2.279813,0.006000,0,3.712165,0.006000,0,ns,1.161650,0.025600,0,2.170563,0.025600,0
TN116062,Es-Saada,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.261990,0.143900,0,-1.349743,0.143900,0,ns,0.320692,0.105400,0,1.468341,0.105400,0,ns,0.005555,0.700500,0,0.309301,0.700500,0
TN116063,Ksar-El Bortal,Tunis,North East,7,0,3,85.6263,11.8057,2.5680,ns,0.729674,0.004500,0,-3.733112,0.004500,0,ns,0.866448,0.005400,0,3.800236,0.005400,0,ns,-0.007274,0.046300,0,1.654104,0.046300,0
TN116064,Ibn Sina,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.715462,0.030200,0,-2.282524,0.030200,0,ns,0.882621,0.026900,0,2.362095,0.026900,0,ns,-0.019589,0.283300,0,0.877143,0.283300,0
TN116151,Cite Helel,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.076124,0.477100,0,0.679387,0.477100,0,ns,0.019824,0.621700,0,-0.469733,0.621700,0,ns,0.284898,0.179700,0,-1.075606,0.179700,0
TN116152,Ali Belhouane,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.020982,0.028300,0,-2.315650,0.028300,0,ns,0.108461,0.028500,0,2.320762,0.028500,0,ns,-0.219392,0.129700,0,1.141846,0.129800,0
TN116153,En-Najah,Tunis,North East,7,0,0,95.2446,3.5100,1.2454,ns,-0.031573,0.365800,0,-0.864624,0.365800,0,ns,0.006355,0.231100,0,1.103826,0.231100,0,ns,0.053338,0.671300,0,-0.346016,0.671300,0
TN116154,Cite Des Martyrs,Tunis,North East,3,0,0,95.2446,3.5100,1.2454,ns,0.103179,0.773700,0,0.281317,0.773700,0,ns,0.065682,0.823300,0,-0.217662,0.823300,0,ns,0.136957,0.649600,0,-0.326362,0.649600,0
TN116155,Bir Anniba,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.220049,0.091600,0,-1.547371,0.091600,0,ns,-0.162350,0.053900,0,1.795400,0.053900,0,ns,0.001249,0.997900,0,-0.002968,0.997900,0
TN116156,Mellassine,Tunis,North East,3,0,0,95.2446,3.5100,1.2454,ns,-0.158371,0.506900,0,-0.633449,0.506900,0,ns,-0.120197,0.481000,0,0.669918,0.481000,0,ns,-0.072367,0.796200,0,0.211966,0.796200,0
TN116251,Ezzouhour,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.356929,0.088800,0,-1.585294,0.088800,0,ns,0.429125,0.059200,0,1.777980,0.059200,0,ns,0.011147,0.819400,0,0.180707,0.819400,0
TN116252,Ezzouhour IV,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.435580,0.056200,0,-1.803036,0.056200,0,ns,0.618053,0.043000,0,1.954048,0.043000,0,ns,-0.052172,0.593700,0,0.410018,0.593700,0
TN116253,Es-Saada,Tunis,North East,8,0,3,85.6263,11.8057,2.5680,ns,0.285898,0.460300,0,-0.720091,0.460300,0,ns,0.373900,0.291900,0,0.985558,0.291900,0,ns,-0.126464,0.547500,0,-0.486016,0.547500,0
TN116254,Es-Soumrane,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.034615,0.053600,0,-1.833090,0.053600,0,ns,0.119270,0.042000,0,1.949817,0.042000,0,ns,-0.071486,0.487000,0,0.561437,0.487000,0
TN116255,Cite Tayarane,Tunis,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.016788,0.525400,0,-0.607372,0.525400,0,ns,0.021013,0.421400,0,0.752198,0.421400,0,ns,-0.001762,0.847900,0,-0.148501,0.847900,0
TN116256,Bach-Hamba,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.011185,0.700500,0,-0.359421,0.700500,0,ns,0.039419,0.543800,0,0.563478,0.543800,0,ns,0.050578,0.557200,0,-0.472557,0.557200,0
TN116351,El-Hrairia,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.015480,0.820000,0,-0.230324,0.820000,0,ns,0.044877,0.642400,0,0.448151,0.642400,0,ns,0.040710,0.452500,0,-0.593925,0.452500,0
TN116352,Ezzouhour V,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.071750,0.241500,0,-1.099794,0.241500,0,ns,0.100405,0.193400,0,1.207381,0.193400,0,ns,-0.006067,0.779700,0,0.223175,0.779700,0
TN116353,El Akba,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.530065,0.036400,0,-2.101369,0.036400,0,ns,0.602898,0.043600,0,1.984259,0.043600,0,ns,-0.053901,0.066900,0,1.450570,0.066900,0
TN116354,El Akba Superieur,Tunis,North East,6,0,3,85.6263,11.8057,2.5680,ns,0.275551,0.662600,0,-0.412580,0.662600,0,ns,0.376921,0.534100,0,0.586870,0.534100,0,ns,-0.157240,0.671300,0,-0.336387,0.671300,0
TN116355,Ghedir El Golla,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,-0.100503,0.262300,0,-1.039093,0.262300,0,ns,-0.075771,0.195900,0,1.186996,0.195900,0,ns,-0.010640,0.936500,0,0.061710,0.936500,0
TN116356,El Antit,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.003857,0.780200,0,-0.280241,0.780200,0,ns,0.012259,0.777100,0,0.282799,0.777100,0,ns,-0.011587,0.861800,0,0.138120,0.861900,0
TN116357,El Foula,Tunis,North East,5,0,0,95.2446,3.5100,1.2454,ns,0.061555,0.716800,0,-0.352820,0.716800,0,ns,0.078360,0.648900,0,0.434410,0.648900,0,ns,-0.005768,0.911300,0,-0.085834,0.911300,0
TN116358,Tarak Ibn Ziad,Tunis,North East,7,0,0,95.2446,3.5100,1.2454,ns,-0.000078,0.646200,0,-0.448259,0.646200,0,ns,-0.002699,0.541800,0,0.588142,0.541800,0,ns,-0.003015,0.783400,0,-0.209979,0.783400,0
TN116359,Ezzahrouni,Tunis,North East,7,0,0,95.2446,3.5100,1.2454,ns,-0.008065,0.751700,0,-0.312161,0.751700,0,ns,0.009724,0.642300,0,0.450086,0.642300,0,ns,0.048017,0.714500,0,-0.285682,0.714500,0
TN116451,Borj-Chakir,Tunis,North East,10,0,0,95.2446,3.5100,1.2454,ns,-0.067405,0.676200,0,-0.406559,0.676200,0,ns,-0.098883,0.464300,0,0.704049,0.464300,0,ns,0.136832,0.354800,0,-0.747271,0.354800,0
TN116452,Sidi Hassine,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.056408,0.801900,0,0.255402,0.801900,0,ns,0.002672,0.991200,0,-0.011250,0.991200,0,ns,0.195886,0.241300,0,-0.938063,0.241200,0
TN116453,El Jaiara,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.031835,0.426700,0,0.747169,0.426700,0,ns,-0.021045,0.549100,0,-0.574133,0.549100,0,ns,0.258897,0.213900,0,-0.938436,0.213900,0
TN116454,Attar,Tunis,North East,4,0,0,95.2446,3.5100,1.2454,ns,0.110658,0.544200,0,0.594814,0.544200,0,ns,0.066508,0.635200,0,-0.465695,0.635200,0,ns,0.166962,0.346400,0,-0.716762,0.346400,0
TN116455,20 Mars,Tunis,North East,6,0,0,95.2446,3.5100,1.2454,ns,0.016827,0.309000,0,0.958922,0.309000,0,ns,-0.027276,0.391100,0,-0.804215,0.391100,0,ns,0.170933,0.199500,0,-1.008815,0.199500,0
