pcode,name,governorate_name,region_name,n_neighbours,island_bridged,region_cluster,region_saied_mean,region_zammel_mean,region_maghzaoui_mean,saied_lisa_class,saied_lisa_i,saied_lisa_p,saied_lisa_sig,saied_gi_z,saied_gi_p,saied_gi_sig,zammel_lisa_class,zammel_lisa_i,zammel_lisa_p,zammel_lisa_sig,zammel_gi_z,zammel_gi_p,zammel_gi_sig,maghzaoui_lisa_class,maghzaoui_lisa_i,maghzaoui_lisa_p,maghzaoui_lisa_sig,maghzaoui_gi_z,maghzaoui_gi_p,maghzaoui_gi_sig
TN326154,Cite Erriadh,Monastir,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,-0.015048,0.920000,0,-0.099279,0.920000,0,ns,-0.026845,0.802600,0,0.237228,0.802600,0,ns,0.071074,0.620700,0,-0.396593,0.620800,0
TN326251,Ksibet El Mediouni,Monastir,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.033776,0.888900,0,-0.137140,0.888900,0,ns,0.097773,0.732700,0,0.325502,0.732700,0,ns,-0.015246,0.499600,0,-0.527027,0.499600,0
TN326252,Touza,Monastir,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.222907,0.411900,0,0.781983,0.411900,0,ns,0.174239,0.494100,0,-0.641168,0.494100,0,ns,0.158969,0.285200,0,-0.859180,0.285200,0
TN326253,Benen Sud,Monastir,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,-0.002442,0.937500,0,-0.072509,0.937500,0,ns,0.002472,0.878500,0,0.148313,0.878500,0,ns,0.029919,0.796800,0,-0.202733,0.796900,0
TN326254,Benen Nord,Monastir,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,-0.035822,0.834500,0,-0.194406,0.834500,0,ns,-0.049290,0.754100,0,0.292530,0.754100,0,ns,0.024991,0.792200,0,-0.204360,0.792300,0
TN326255,Bodher,Monastir,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,0.006434,0.756700,0,0.297925,0.756700,0,ns,0.001863,0.964400,0,-0.042527,0.964400,0,ns,-0.078675,0.220700,0,-0.953883,0.220700,0
TN326351,Sayada Est,Monastir,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.008652,0.922600,0,-0.096469,0.922600,0,ns,0.018850,0.821800,0,0.218932,0.821800,0,ns,-0.029338,0.653000,0,-0.384957,0.653000,0
TN326352,Sayada Ouest,Monastir,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,-0.017206,0.936200,0,0.078881,0.936200,0,ns,0.010600,0.966900,0,0.041091,0.966900,0,ns,-0.033260,0.593900,0,-0.427664,0.594000,0
TN326353,Lamta,Monastir,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,-0.066584,0.663600,0,-0.419208,0.663600,0,ns,-0.076417,0.570200,0,0.542306,0.570200,0,ns,0.023850,0.826000,0,-0.172772,0.826000,0
TN326354,Bou-Hjar,Monastir,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.014768,0.909200,0,-0.111758,0.909200,0,ns,0.047270,0.762900,0,0.300264,0.762900,0,ns,0.017306,0.476600,0,-0.583915,0.476600,0
TN335151,Mahdia,Mahdia,Centre East,2,0,0,95.2446,3.5100,1.2454,ns,0.356957,0.481400,0,-0.669188,0.481400,0,ns,0.268761,0.616700,0,0.503812,0.616700,0,ns,0.238189,0.208300,0,0.896198,0.208300,0
TN335152,Zouila,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.345493,0.366500,0,-0.846749,0.366500,0,ns,0.263094,0.440900,0,0.719568,0.440900,0,ns,0.287955,0.270800,0,0.854905,0.270800,0
TN335153,Zouila Sud,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.012615,0.073100,0,-1.672799,0.073100,0,ns,-0.071143,0.081100,0,1.605067,0.081100,0,ns,0.185721,0.163800,0,1.067782,0.163800,0
TN335154,Rejiche,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.081238,0.783900,0,-0.260649,0.783900,0,ns,0.083844,0.768300,0,0.280333,0.768300,0,ns,0.011972,0.933100,0,0.069691,0.933100,0
TN335155,Rejiche Sud,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.191380,0.749800,0,-0.316480,0.749800,0,ns,0.130643,0.835600,0,0.208866,0.835600,0,ns,0.124437,0.514300,0,0.520827,0.514400,0
TN335156,Chiba,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.171692,0.630300,0,0.466541,0.630300,0,ns,0.119762,0.686200,0,-0.390006,0.686200,0,ns,0.184256,0.546600,0,-0.484841,0.546600,0
TN335157,Es-Saad,Mahdia,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,0.173196,0.370600,0,0.859900,0.370600,0,ns,0.092874,0.477600,0,-0.686406,0.477600,0,ns,0.314122,0.207600,0,-1.018749,0.207600,0
TN335158,Jaouaouda,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.593285,0.072900,0,1.650347,0.072900,0,ns,0.509032,0.123900,0,-1.364027,0.123900,0,ns,0.245150,0.038800,0,-1.716357,0.038800,0
TN335159,Ez-Zahra,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,-0.002509,0.701500,0,-0.370214,0.701500,0,ns,0.000019,0.739700,0,0.318319,0.739700,0,ns,-0.009250,0.656200,0,0.350598,0.656200,0
TN335160,Zegana,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.015129,0.934400,0,-0.077125,0.934400,0,ns,0.015185,0.919600,0,0.096867,0.919600,0,ns,-0.008644,0.974500,0,-0.025303,0.974500,0
TN335161,Hiboun,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.081855,0.733300,0,-0.339606,0.733300,0,ns,0.075627,0.692400,0,0.395456,0.692400,0,ns,-0.007387,0.992700,0,-0.007070,0.992700,0
TN335162,Er-Remal,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,0.269624,0.351800,0,-0.854466,0.351800,0,ns,0.215998,0.421600,0,0.736675,0.421600,0,ns,0.187172,0.272900,0,0.788042,0.272900,0
TN335163,El Hekaima Est,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.716707,0.038100,0,2.089343,0.038100,0,ns,0.575470,0.055800,0,-1.828278,0.055800,0,ns,0.502732,0.030300,0,-1.913240,0.030300,0
TN335164,Hekaima Ouest,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.775451,0.045200,0,1.958920,0.045200,0,ns,0.617505,0.051000,0,-1.880835,0.051000,0,ns,0.519180,0.111800,0,-1.236365,0.111800,0
TN335251,Bou Merdes,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,-0.006507,0.192600,0,1.207741,0.192600,0,ns,-0.045874,0.237800,0,-1.090668,0.237800,0,ns,0.112434,0.204400,0,-1.004127,0.204400,0
TN335252,El Houes,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,-0.012275,0.131400,0,1.380875,0.131400,0,ns,-0.024015,0.165700,0,-1.246246,0.165700,0,ns,0.032569,0.135800,0,-1.126460,0.135800,0
TN335253,Kerker,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.107333,0.344600,0,0.877797,0.344600,0,ns,0.086788,0.385100,0,-0.795129,0.385100,0,ns,0.073899,0.360700,0,-0.714507,0.360700,0
TN335254,Zerata,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.234778,0.433800,0,0.749739,0.433800,0,ns,0.171238,0.480000,0,-0.672481,0.480000,0,ns,0.218456,0.424000,0,-0.619184,0.424000,0
TN335255,Er-Rouadhi,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.382158,0.161500,0,1.278805,0.161500,0,ns,0.343867,0.223300,0,-1.104165,0.223300,0,ns,0.138782,0.118500,0,-1.212325,0.118500,0
TN335256,Ech-Chouariaa,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.579879,0.123100,0,1.427604,0.123100,0,ns,0.518881,0.144100,0,-1.341757,0.144100,0,ns,0.267749,0.194200,0,-0.989178,0.194200,0
TN335257,Bouhlale El Ali Sud,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.216331,0.073200,0,1.671509,0.073200,0,ns,0.147796,0.076800,0,-1.624394,0.076800,0,ns,0.188611,0.200500,0,-0.954025,0.200500,0
TN335258,Bouhlale El Ali Nord,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.253541,0.386200,0,0.810637,0.386200,0,ns,0.239168,0.430200,0,-0.745528,0.430200,0,ns,0.080793,0.405500,0,-0.604683,0.405500,0
TN335259,Menzel Hamza,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.618255,0.045400,0,1.941374,0.045400,0,ns,0.507506,0.056200,0,-1.767795,0.056200,0,ns,0.403540,0.059800,0,-1.545957,0.059800,0
TN335351,Ouled Chamekh Sud,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.350207,0.193100,0,1.197738,0.193100,0,ns,0.315063,0.157900,0,-1.280682,0.157900,0,ns,0.106014,0.638600,0,-0.355576,0.638600,0
TN335352,Ouled Chamekh Nord,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.464392,0.074200,0,1.666355,0.074200,0,ns,0.415208,0.104300,0,-1.487711,0.104300,0,ns,0.197883,0.072900,0,-1.415470,0.072900,0
TN335353,Ouled Amor,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.202450,0.309400,0,0.943129,0.309500,0,ns,0.276412,0.331500,0,-0.902774,0.331500,0,ns,-0.111437,0.436500,0,-0.605888,0.436500,0
TN335354,Chehimet Nord,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,0.160353,0.420000,0,0.749964,0.420000,0,ns,0.167099,0.317200,0,-0.899545,0.317200,0,ns,-0.018405,0.901100,0,0.100650,0.901100,0
TN335355,El Ajilet,Mahdia,Centre East,8,0,0,95.2446,3.5100,1.2454,ns,0.260209,0.058000,0,1.838144,0.058000,0,ns,0.257617,0.061500,0,-1.789199,0.061500,0,ns,0.069329,0.162400,0,-1.109755,0.162400,0
TN335356,Es-Somra,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.445929,0.122700,0,1.398190,0.122700,0,ns,0.380315,0.125600,0,-1.369338,0.125600,0,ns,0.234443,0.299500,0,-0.790622,0.299500,0
TN335357,Bou Slim,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.331627,0.030800,0,2.206868,0.030800,0,ns,0.354974,0.040700,0,-2.009663,0.040700,0,ns,-0.016631,0.039900,0,-1.678554,0.039900,0
TN335358,Meharza Nord,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.607433,0.149300,0,1.280724,0.149300,0,ns,0.570318,0.145600,0,-1.261518,0.145600,0,ns,0.222099,0.341300,0,-0.709462,0.341300,0
TN335451,Chorbane,Mahdia,Centre East,7,0,1,90.3080,7.2373,2.4547,ns,0.007227,0.878900,0,0.150054,0.878900,0,ns,0.013428,0.823100,0,-0.215593,0.823100,0,ns,0.002795,0.869900,0,0.133325,0.869900,0
TN335452,El Maati,Mahdia,Centre East,5,0,1,90.3080,7.2373,2.4547,ns,0.040242,0.756700,0,0.294026,0.756700,0,ns,0.039506,0.779900,0,-0.267508,0.779900,0,ns,0.007536,0.772200,0,-0.237508,0.772200,0
TN335453,Ech-Chahda Sud,Mahdia,Centre East,6,0,1,90.3080,7.2373,2.4547,ns,0.021980,0.829100,0,0.206728,0.829100,0,ns,0.023981,0.844000,0,-0.191200,0.844000,0,ns,-0.000830,0.846300,0,-0.159922,0.846300,0
TN335454,Ech-Chahda Est,Mahdia,Centre East,6,0,1,90.3080,7.2373,2.4547,ns,-0.135477,0.457700,0,0.703550,0.457700,0,ns,-0.133772,0.426100,0,-0.748817,0.426100,0,ns,-0.029433,0.788900,0,-0.211642,0.788800,0
TN335455,El Gouacem Ouest,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.089776,0.604300,0,0.504964,0.604300,0,ns,0.103885,0.571800,0,-0.538010,0.571800,0,ns,0.006134,0.865500,0,-0.144101,0.865600,0
TN335456,El Gouacem Est,Mahdia,Centre East,7,0,1,90.3080,7.2373,2.4547,ns,0.070456,0.182600,0,1.245697,0.182600,0,ns,0.122705,0.192800,0,-1.202826,0.192800,0,ns,-0.088847,0.336800,0,-0.760525,0.336800,0
TN335457,Ech-Charaf,Mahdia,Centre East,6,0,1,90.3080,7.2373,2.4547,ns,0.037506,0.571200,0,0.552148,0.571200,0,ns,0.036598,0.564100,0,-0.556909,0.564100,0,ns,0.010933,0.738400,0,-0.265059,0.738400,0
TN335458,El Gradha Ouest,Mahdia,Centre East,6,0,1,90.3080,7.2373,2.4547,ns,-0.000802,0.334800,0,0.907927,0.334800,0,ns,-0.012527,0.300100,0,-0.968906,0.300100,0,ns,0.010551,0.731400,0,-0.264929,0.731400,0
TN335459,El Gradha Est,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.295332,0.349700,0,0.878055,0.349700,0,ns,0.313023,0.351700,0,-0.867808,0.351700,0,ns,0.043816,0.560600,0,-0.505498,0.560600,0
TN335460,Ouled El Hannachi,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.096387,0.638600,0,0.459811,0.638600,0,ns,0.091198,0.581000,0,-0.532022,0.581000,0,ns,-0.002041,0.998500,0,0.002065,0.998500,0
TN335551,Hebira,Mahdia,Centre East,5,0,1,90.3080,7.2373,2.4547,ns,0.055502,0.568600,0,0.539046,0.568600,0,ns,0.021254,0.570800,0,-0.533190,0.570800,0,ns,0.075315,0.706300,0,-0.304297,0.706300,0
TN335552,Menzel Hached,Mahdia,Centre East,5,0,1,90.3080,7.2373,2.4547,ns,-0.010885,0.502300,0,0.640696,0.502300,0,ns,-0.075557,0.459000,0,-0.697373,0.459000,0,ns,0.037686,0.874700,0,-0.130324,0.874700,0
TN335553,Regaigua,Mahdia,Centre East,4,0,1,90.3080,7.2373,2.4547,ns,0.067851,0.765700,0,0.276186,0.765700,0,ns,0.028797,0.921600,0,-0.092081,0.921600,0,ns,-0.069953,0.332500,0,-0.694557,0.332500,0
TN335554,Ech-Chahda Ouest,Mahdia,Centre East,8,0,1,90.3080,7.2373,2.4547,ns,0.047034,0.189300,0,1.245531,0.189300,0,ns,0.016474,0.198200,0,-1.195406,0.198200,0,ns,0.076410,0.312500,0,-0.792766,0.312500,0
TN335555,El Maherza Sud,Mahdia,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,0.454119,0.166600,0,1.318488,0.166600,0,ns,0.397472,0.207300,0,-1.198445,0.207300,0,ns,0.226380,0.184300,0,-1.077673,0.184300,0
TN335651,Essouassi,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,-0.073790,0.131800,0,1.422088,0.131800,0,ns,-0.119931,0.165300,0,-1.282539,0.165300,0,ns,0.125636,0.133200,0,-1.168347,0.133200,0
TN335652,Es-Saida,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.223250,0.515000,0,0.628226,0.515000,0,ns,0.197920,0.516600,0,-0.629948,0.516600,0,ns,0.098527,0.689300,0,-0.309909,0.689300,0
TN335653,Sidi Naceur,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.286719,0.201900,0,1.186990,0.201900,0,ns,0.215751,0.267300,0,-1.026291,0.267300,0,ns,0.249131,0.146100,0,-1.092659,0.146100,0
TN335654,Sidi Zid,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.108596,0.591000,0,0.519047,0.591000,0,ns,0.073295,0.623600,0,-0.471421,0.623600,0,ns,0.114882,0.597900,0,-0.424859,0.597900,0
TN335655,Bou Helal,Mahdia,Centre East,8,0,0,95.2446,3.5100,1.2454,ns,0.339405,0.248600,0,1.083614,0.248600,0,ns,0.304213,0.259900,0,-1.053676,0.259900,0,ns,0.153642,0.412900,0,-0.656572,0.412900,0
TN335656,Cherichira,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.183269,0.206500,0,1.155885,0.206500,0,ns,0.182813,0.278100,0,-0.999655,0.278100,0,ns,0.000877,0.150100,0,-1.072026,0.150100,0
TN335657,El Kesasba,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.177428,0.113900,0,1.430969,0.113900,0,ns,0.233863,0.150200,0,-1.289000,0.150200,0,ns,-0.142689,0.121900,0,-1.181912,0.121900,0
TN335658,Ez-Zairat,Mahdia,Centre East,5,0,1,90.3080,7.2373,2.4547,ns,-0.059711,0.753100,0,0.314503,0.753100,0,ns,-0.024822,0.786700,0,-0.265859,0.786700,0,ns,-0.126878,0.692500,0,-0.323942,0.692500,0
TN335659,Ouled Moulahem Nord,Mahdia,Centre East,5,0,1,90.3080,7.2373,2.4547,ns,-0.031397,0.433600,0,0.753688,0.433600,0,ns,-0.033332,0.433200,0,-0.741488,0.433200,0,ns,-0.004482,0.591600,0,-0.414672,0.591600,0
TN335660,Ouled Moulahem Ouest,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.093630,0.681700,0,0.392073,0.681700,0,ns,0.107027,0.600900,0,-0.497387,0.600900,0,ns,-0.035554,0.857900,0,0.149628,0.857900,0
TN335661,Ech-Chahimet Sud,Mahdia,Centre East,8,0,0,95.2446,3.5100,1.2454,ns,0.159173,0.303800,0,0.998557,0.303800,0,ns,0.164735,0.340400,0,-0.912881,0.340400,0,ns,0.008265,0.328700,0,-0.781481,0.328700,0
TN335751,Es-Zaouia,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,-0.336978,0.216300,0,1.151255,0.216300,0,ns,-0.352281,0.320500,0,-0.927279,0.320500,0,ns,0.165713,0.098600,0,-1.288206,0.098600,0
TN335752,El Mourabitine,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,-0.168473,0.503200,0,0.642547,0.503200,0,ns,-0.126136,0.685200,0,-0.393646,0.685200,0,ns,0.050286,0.131200,0,-1.097307,0.131200,0
TN335753,Riadh Bou Helal,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.118490,0.250400,0,1.062618,0.250400,0,ns,0.049786,0.316000,0,-0.926235,0.316000,0,ns,0.236271,0.199300,0,-0.985421,0.199300,0
TN335754,El Aitha,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.083983,0.331600,0,0.923109,0.331600,0,ns,0.042411,0.443900,0,-0.727780,0.443900,0,ns,0.165683,0.155300,0,-1.050445,0.155300,0
TN335755,El Mechalet,Mahdia,Centre East,8,0,0,95.2446,3.5100,1.2454,ns,0.162011,0.593800,0,0.515946,0.593800,0,ns,0.088980,0.745600,0,-0.307881,0.745600,0,ns,0.223214,0.242000,0,-0.931606,0.242000,0
TN335756,Zeghabna,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.091398,0.776300,0,0.280690,0.776300,0,ns,0.019847,0.943800,0,-0.070862,0.943800,0,ns,0.255799,0.304500,0,-0.778690,0.304500,0
TN335757,Touahria,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.122803,0.578700,0,0.533729,0.578700,0,ns,0.056464,0.746500,0,-0.314437,0.746500,0,ns,0.271299,0.194900,0,-0.968977,0.194900,0
TN335758,El Ababsa,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.553431,0.062500,0,1.794374,0.062500,0,ns,0.459309,0.081600,0,-1.628784,0.081600,0,ns,0.347335,0.075700,0,-1.418257,0.075700,0
TN335759,Talalsa,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.173077,0.292200,0,0.974114,0.292200,0,ns,0.108493,0.435900,0,-0.722734,0.435900,0,ns,0.231979,0.089300,0,-1.253176,0.089300,0
TN335760,El Achaba,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.276042,0.244900,0,1.102475,0.244900,0,ns,0.187471,0.388300,0,-0.824850,0.388300,0,ns,0.291867,0.070400,0,-1.339122,0.070400,0
TN335851,Chebba Nord,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.006214,0.545100,0,0.571446,0.545100,0,ns,-0.008695,0.511200,0,-0.624442,0.511200,0,ns,0.010307,0.891800,0,-0.115152,0.891900,0
TN335852,Chebba Sud,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,-0.150943,0.431200,0,0.744134,0.431200,0,ns,-0.127095,0.438300,0,-0.727575,0.438300,0,ns,-0.083982,0.573300,0,-0.432145,0.573300,0
TN335853,Es-Saafet,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.173733,0.366600,0,0.844261,0.366600,0,ns,0.220404,0.337700,0,-0.877259,0.337700,0,ns,-0.013314,0.695500,0,-0.328125,0.695500,0
TN335951,Melloulech,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.157641,0.338900,0,0.890905,0.338900,0,ns,0.169305,0.364000,0,-0.837638,0.364000,0,ns,0.005627,0.423700,0,-0.618754,0.423700,0
TN335952,El Aitha,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.131524,0.608800,0,0.495789,0.608800,0,ns,0.124103,0.620500,0,-0.482090,0.620500,0,ns,0.046986,0.714800,0,-0.297451,0.714800,0
TN335953,El Mansoura,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.290063,0.161600,0,1.308240,0.161600,0,ns,0.238842,0.195800,0,-1.196505,0.195800,0,ns,0.187188,0.193200,0,-1.018415,0.193200,0
TN335954,Ben Hssine,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.170750,0.375400,0,0.836696,0.375400,0,ns,0.169539,0.354000,0,-0.855335,0.354000,0,ns,0.043565,0.654700,0,-0.353299,0.654700,0
TN335955,Sidi Abdellaziz,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,0.305467,0.594600,0,0.524501,0.594600,0,ns,0.257972,0.627300,0,-0.481820,0.627300,0,ns,0.179522,0.588900,0,-0.413417,0.588900,0
TN336051,Sidi Alouane Ouest,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,-0.142947,0.270800,0,1.013740,0.270800,0,ns,-0.183422,0.383300,0,-0.807121,0.383300,0,ns,0.251488,0.119300,0,-1.261638,0.119300,0
TN336052,Sidi Alouane Est,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,-0.031875,0.901400,0,-0.124062,0.901400,0,ns,-0.057955,0.726200,0,0.348763,0.726200,0,ns,0.328625,0.391500,0,-0.681715,0.391500,0
TN336053,Zorda,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.194336,0.145400,0,1.371119,0.145400,0,ns,0.219924,0.166800,0,-1.286736,0.166800,0,ns,-0.022814,0.212700,0,-0.983952,0.212700,0
TN336054,Sakiet El Khadem,Mahdia,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,0.496015,0.049700,0,1.919974,0.049700,0,ns,0.449302,0.080100,0,-1.663847,0.080100,0,ns,0.167375,0.035500,0,-1.792495,0.035500,0
TN336055,El Bassatine,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.265627,0.526400,0,0.621112,0.526400,0,ns,0.155707,0.654100,0,-0.430297,0.654100,0,ns,0.390186,0.215300,0,-0.949063,0.215300,0
TN336056,Oued Beja Nord,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.361523,0.203800,0,1.176061,0.203800,0,ns,0.314181,0.206800,0,-1.152123,0.206800,0,ns,0.179146,0.385300,0,-0.678383,0.385300,0
TN336057,Oued Beja Sud,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.106716,0.137000,0,1.378001,0.137000,0,ns,0.062365,0.181600,0,-1.223571,0.181600,0,ns,0.147653,0.124400,0,-1.212534,0.124400,0
TN336058,Zalba Est,Mahdia,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,0.257279,0.087900,0,1.642515,0.087900,0,ns,0.201721,0.082500,0,-1.643278,0.082500,0,ns,0.155536,0.313000,0,-0.805270,0.313000,0
TN336059,Zalba Ouest,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.513108,0.154100,0,1.267031,0.154100,0,ns,0.458520,0.182900,0,-1.175192,0.182900,0,ns,0.236728,0.206800,0,-0.922795,0.206800,0
TN336060,En-Nozha,Mahdia,Centre East,5,0,0,95.2446,3.5100,1.2454,ns,0.372830,0.177700,0,1.249281,0.177700,0,ns,0.370889,0.214200,0,-1.143379,0.214200,0,ns,0.062629,0.197000,0,-1.014837,0.197000,0
TN336061,Oued Guellat,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.525739,0.042500,0,1.981271,0.042500,0,ns,0.470430,0.055500,0,-1.784084,0.055500,0,ns,0.230146,0.047000,0,-1.602042,0.047000,0
TN336062,Es-Saada,Mahdia,Centre East,7,0,0,95.2446,3.5100,1.2454,ns,0.374903,0.099400,0,1.545593,0.099400,0,ns,0.283222,0.140300,0,-1.366487,0.140300,0,ns,0.321023,0.085800,0,-1.314702,0.085800,0
TN336151,El Ksar,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,-0.072056,0.288500,0,-0.985813,0.288500,0,ns,-0.117884,0.228900,0,1.102388,0.228900,0,ns,0.009038,0.880100,0,0.119698,0.880100,0
TN336152,Ksour Essaf Riadh,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,0.019369,0.921200,0,-0.097754,0.921200,0,ns,0.028496,0.890000,0,0.139064,0.890000,0,ns,-0.008471,0.912200,0,-0.088420,0.912200,0
TN336153,El Ktanine,Mahdia,Centre East,9,0,0,95.2446,3.5100,1.2454,ns,-0.089092,0.375600,0,0.864019,0.375600,0,ns,-0.085168,0.540500,0,-0.600479,0.540500,0,ns,0.093497,0.114000,0,-1.263988,0.114000,0
TN336154,Ksour Essaf Ettakaddoum,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.046734,0.581500,0,0.525768,0.581500,0,ns,0.011074,0.754300,0,-0.300067,0.754300,0,ns,0.209511,0.200800,0,-0.982661,0.200800,0
TN336155,Salakta,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.003912,0.755800,0,-0.308338,0.755800,0,ns,0.011876,0.677400,0,0.404042,0.677400,0,ns,0.007842,0.841900,0,-0.166469,0.841900,0
TN336157,Ouled Salah,Mahdia,Centre East,4,0,0,95.2446,3.5100,1.2454,ns,0.345715,0.109100,0,1.416577,0.109100,0,ns,0.142456,0.191200,0,-1.158439,0.191200,0,ns,0.790996,0.048600,0,-1.631902,0.048600,0
TN336158,Sidi Assaker Ouest,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.530564,0.188500,0,1.217312,0.188500,0,ns,0.371954,0.310700,0,-0.941361,0.310700,0,ns,0.533608,0.061700,0,-1.508325,0.061700,0
TN336159,Recharcha,Mahdia,Centre East,6,0,0,95.2446,3.5100,1.2454,ns,0.263491,0.209600,0,1.184240,0.209600,0,ns,0.329704,0.210800,0,-1.161675,0.210800,0,ns,-0.061996,0.372700,0,-0.670960,0.372700,0
TN336160,El Hessinet,Mahdia,Centre East,3,0,0,95.2446,3.5100,1.2454,ns,0.288845,0.351900,0,0.856071,0.351900,0,ns,0.307439,0.291900,0,-0.939069,0.291900,0,ns,0.032767,0.836000,0,-0.164696,0.836000,0
