scope,governorate_isie,delegation_isie,governorate_name,delegation_name,id_delegation,region_name,match_method,n_bureaux,essebsi,marzouki,valid_votes,essebsi_share_pct,margin_pp
tunisie,Sidi Bouzid,SidiAliBenOun,Sidi Bouzid,Sidi Ali Ben Aoun,4356,Centre Ouest,fuzzy:0.96,26,2731,1589,4320,63.22,26.44
tunisie,Sidi Bouzid,MenzelBouzaiene,Sidi Bouzid,Menzel Bouzaienne,4357,Centre Ouest,fuzzy:0.97,39,3296,2083,5379,61.28,22.55
tunisie,Sidi Bouzid,Maknassy,Sidi Bouzid,Meknassy,4358,Centre Ouest,fuzzy:0.88,30,3000,2442,5442,55.13,10.25
tunisie,Sidi Bouzid,SoukJedid,Sidi Bouzid,Souk Jedid,4359,Centre Ouest,exact,27,2747,1425,4172,65.84,31.69
tunisie,Sidi Bouzid,Mezzouna,Sidi Bouzid,Mezzouna,4360,Centre Ouest,exact,32,3403,2165,5568,61.12,22.23
tunisie,Sidi Bouzid,Regueb,Sidi Bouzid,Regueb,4361,Centre Ouest,exact,73,6711,5908,12619,53.18,6.36
tunisie,Sidi Bouzid,OuledHaffouz,Sidi Bouzid,Ouled Haffouz,4362,Centre Ouest,exact,33,3647,1225,4872,74.86,49.71
tunisie,Gabes,GabesVille,Gabès,Gabes Medina,5151,Sud Est,elimination,48,4679,13004,17683,26.46,-47.08
tunisie,Gabes,GabesOuest,Gabès,Gabes Ouest,5152,Sud Est,exact,31,1844,8403,10247,18.0,-64.01
tunisie,Gabes,GabesSud,Gabès,Gabes Sud,5153,Sud Est,exact,68,4945,18813,23758,20.81,-58.37
tunisie,Gabes,Ghannouch,Gabès,Ghanouch,5154,Sud Est,fuzzy:0.94,23,982,6450,7432,13.21,-73.57
tunisie,Gabes,ElMetouia,Gabès,El Metouia,5155,Sud Est,exact,29,3617,6758,10375,34.86,-30.27
tunisie,Gabes,MenzelHabib,Gabès,Menzel El Habib,5156,Sud Est,fuzzy:0.92,20,614,3320,3934,15.61,-68.78
tunisie,Gabes,ElHamma,Gabès,El Hamma,5157,Sud Est,exact,71,2334,22281,24615,9.48,-81.04
tunisie,Gabes,Matmata,Gabès,Matmata,5158,Sud Est,exact,9,252,917,1169,21.56,-56.89
tunisie,Gabes,NouvelleMatmata,Gabès,Nouvelle Matmata,5159,Sud Est,exact,19,727,3300,4027,18.05,-63.89
tunisie,Gabes,Mareth,Gabès,Mareth,5160,Sud Est,exact,70,3999,11715,15714,25.45,-49.1
tunisie,Medenine,MedenineNord,Medenine,Medenine Nord,5251,Sud Est,exact,47,1665,12490,14155,11.76,-76.47
tunisie,Medenine,MedenineSud,Medenine,Medenine Sud,5252,Sud Est,exact,62,1928,16156,18084,10.66,-78.68
tunisie,Medenine,BniKhdech,Medenine,Beni Khedech,5253,Sud Est,fuzzy:0.90,42,1097,6969,8066,13.6,-72.8
tunisie,Medenine,BenGuerden,Medenine,Ben Guerdane,5254,Sud Est,fuzzy:0.86,69,2843,14726,17569,16.18,-67.64
tunisie,Medenine,Zarzis,Medenine,Zarzis,5255,Sud Est,exact,75,6027,14233,20260,29.75,-40.5
tunisie,Medenine,DjerbaHoumtSouk,Medenine,Djerba Houmet Souk,5256,Sud Est,fuzzy:0.97,61,5277,15220,20497,25.75,-48.51
tunisie,Medenine,DjerbaMidoun,Medenine,Djerba Midoun,5257,Sud Est,exact,50,2865,11274,14139,20.26,-59.47
tunisie,Medenine,DjerbaAjim,Medenine,Djerba Ajim,5258,Sud Est,exact,19,766,4668,5434,14.1,-71.81
tunisie,Medenine,SidiMakhlouf,Medenine,Sidi Makhloulf,5259,Sud Est,fuzzy:0.96,32,1195,5700,6895,17.33,-65.34
tunisie,Tataouine,TataouineNord,Tataouine,Tataouine Nord,5351,Sud Est,exact,61,1228,11960,13188,9.31,-81.38
tunisie,Tataouine,TataouineSud,Tataouine,Tataouine Sud,5352,Sud Est,exact,39,1064,9100,10164,10.47,-79.06
tunisie,Tataouine,Smar,Tataouine,Smâr,5353,Sud Est,exact,17,375,2869,3244,11.56,-76.88
tunisie,Tataouine,BirLahmar,Tataouine,Bir Lahmar,5354,Sud Est,exact,11,297,1830,2127,13.96,-72.07
tunisie,Tataouine,Ghomrassen,Tataouine,Ghomrassen,5355,Sud Est,exact,19,428,3666,4094,10.45,-79.09
tunisie,Tataouine,Dhehiba,Tataouine,Dhehiba,5356,Sud Est,exact,5,221,843,1064,20.77,-58.46
tunisie,Tataouine,Remada,Tataouine,Remada,5357,Sud Est,exact,13,393,1772,2165,18.15,-63.7
tunisie,Gafsa,GafsaNord,Gafsa,Gafsa Nord,6151,Sud Ouest,exact,16,1336,1267,2603,51.33,2.65
tunisie,Gafsa,SidiAich,Gafsa,Sidi Aïch,6152,Sud Ouest,exact,13,915,1706,2621,34.91,-30.18
tunisie,Gafsa,Elksar,Gafsa,El Ksar,6153,Sud Ouest,exact,36,4070,5860,9930,40.99,-18.03
tunisie,Gafsa,GafsaSud,Gafsa,Gafsa Sud,6154,Sud Ouest,exact,91,12477,15388,27865,44.78,-10.45
tunisie,Gafsa,Moulares,Gafsa,Oum El Araies,6155,Sud Ouest,elimination,43,2944,6972,9916,29.69,-40.62
tunisie,Gafsa,Redeyef,Gafsa,Redeyef,6156,Sud Ouest,exact,29,1446,5392,6838,21.15,-57.71
tunisie,Gafsa,Metlaoui,Gafsa,Metlaoui,6157,Sud Ouest,exact,42,3100,9966,13066,23.73,-52.55
tunisie,Gafsa,ElMdhilla,Gafsa,Mdhila,6158,Sud Ouest,fuzzy:0.80,19,1341,3794,5135,26.11,-47.77
tunisie,Gafsa,ElGuettar,Gafsa,El Guetar,6159,Sud Ouest,fuzzy:0.94,26,2158,3240,5398,39.98,-20.04
tunisie,Gafsa,Belkhir,Gafsa,Belkhir,6160,Sud Ouest,exact,22,823,2458,3281,25.08,-49.83
tunisie,Gafsa,Sned,Gafsa,Sned,6161,Sud Ouest,exact,43,3143,4504,7647,41.1,-17.8
tunisie,Tozeur,Tozeur,Tozeur,Tozeur,6251,Sud Ouest,exact,49,5226,9835,15061,34.7,-30.6
tunisie,Tozeur,Degueche,Tozeur,Degach,6252,Sud Ouest,elimination,32,2216,6910,9126,24.28,-51.44
tunisie,Tozeur,Tameghza,Tozeur,Tameghza,6253,Sud Ouest,exact,10,535,1584,2119,25.25,-49.5
tunisie,Tozeur,Nafta,Tozeur,Nefta,6254,Sud Ouest,fuzzy:0.80,26,2099,5386,7485,28.04,-43.91
tunisie,Tozeur,Hezoua,Tozeur,Hazoua,6255,Sud Ouest,fuzzy:0.83,6,425,1295,1720,24.71,-50.58
tunisie,Kebili,KebiliSud,Kébili,Kebili Sud,6351,Sud Ouest,exact,37,1715,11013,12728,13.47,-73.05
tunisie,Kebili,KebiliNord,Kébili,Kebeli Nord,6352,Sud Ouest,fuzzy:0.90,32,2023,7496,9519,21.25,-57.5
tunisie,Kebili,SoukElAhad,Kébili,Souk El Ahed,6353,Sud Ouest,fuzzy:0.90,37,2018,8792,10810,18.67,-62.66
tunisie,Kebili,DouzNord,Kébili,Douz Nord,6354,Sud Ouest,exact,31,626,11567,12193,5.13,-89.73
tunisie,Kebili,DouzSud,Kébili,Douz Sud,6355,Sud Ouest,exact,22,1081,6295,7376,14.66,-70.69
tunisie,Kebili,ElFaouar,Kébili,Faouar,6356,Sud Ouest,fuzzy:0.86,23,945,5811,6756,13.99,-72.02
