constituency,rank,rank_check,list_name,list_name_source,list_name_ocr,list_name_text_layer,votes,share_pct,share_recomputed,share_decimals,share_check,constituency_valid_votes_lists,share_over,source_pages
منوبة,48,agree,قائمة القلم,ocr,قائمة القلم,قائمة القلم,203,0.18,0.18,2,agree,112912,115501,44 45
منوبة,49,agree,قائمة حزب المؤتمر الشعبى,ocr,قائمة حزب المؤتمر الشعبى,قائمة حزب المؤتمرالشعبي,199,0.17,0.17,2,agree,112912,115501,44 45
منوبة,50,agree,|[ قائمة حركة الديمقراطيين لاشتراكيين 2,ocr,|[ قائمة حركة الديمقراطيين لاشتراكيين 2,قائمة حركة الديمقراطيين الاشتراكيين,194,0.17,0.17,2,agree,112912,115501,44 45
منوبة,51,agree,قائمة حزب النور للديمقراطية والتنمية,ocr,|[ قائمة حزب النور للديمقراطية والتنمية 2,قائمة حزب النور للديمقراطية والتنمية,187,0.16,0.16,2,agree,112912,115501,44 45
منوبة,52,agree,قائمة التآلف,ocr,قائمة التآلف,قائمة التآلف,175,0.15,0.15,2,agree,112912,115501,44 45
منوبة,53,agree,قائمة الحركة الديمقراطية للإصلاح والبناء,ocr,قائمة الحركة الديمقراطية للإصلاح والبناء ‏,قائمة الحركة الديمقراطية لإلصالح والبناء,175,0.15,0.15,2,agree,112912,115501,44 45
منوبة,54,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,167,0.14,0.14,2,agree,112912,115501,44 45
منوبة,55,agree,قائمة حزب المحافظين التونسيين,ocr,قائمة حزب المحافظين التونسيين,قائمة حزب المحافظين التونسيين,161,0.14,0.14,2,agree,112912,115501,44 45
منوبة,56,agree,قائمة المعطلين عن العمل,ocr,قائمة المعطلين عن العمل,قائمة المعطلين عن العمل,154,0.13,0.13,2,agree,112912,115501,44 45
منوبة,57,agree,قائمة السلام والازدهار,ocr,قائمة السلام والازدهار,قائمة السالم ز والا دهار,151,0.13,0.13,2,agree,112912,115501,44 45
منوبة,58,agree,قائمة تونس العزيزة,ocr,قائمة تونس العزيزة,قائمة تونس العزيزة,146,0.13,0.13,2,agree,112912,115501,44 45
منوبة,59,agree,قائمة وطني,ocr,قائمة وطني,قائمة وطنـــي,132,0.11,0.11,2,agree,112912,115501,44 45
بنزرت,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,56968,36.06,36.06,2,agree,154388,157984,46 47
بنزرت,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,43437,27.49,27.49,2,agree,154388,157984,46 47
بنزرت,3,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطيى,قائمة حزب التحالف الديمقراطي,8767,5.55,5.55,2,agree,154388,157984,46 47
بنزرت,4,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,8055,5.1,5.1,2,agree,154388,157984,46 47
بنزرت,5,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,3975,2.52,2.52,2,agree,154388,157984,46 47
بنزرت,6,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطي,قائمة حزب التيارالديمقراطي,3958,2.51,2.51,2,agree,154388,157984,46 47
بنزرت,7,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,3614,2.29,2.29,2,agree,154388,157984,46 47
بنزرت,8,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمبوري,قائمة الحزب ر الجمهو ي,2558,1.62,1.62,2,agree,154388,157984,46 47
بنزرت,9,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,2352,1.49,1.49,2,agree,154388,157984,46 47
بنزرت,10,agree,قائمة إصلاح وبناء ببتزرت,ocr,قائمة إصلاح وبناء ببتزرت,قائمة إصالح وبناء ببنزرت,2024,1.28,1.28,2,agree,154388,157984,46 47
بنزرت,11,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,1373,0.87,0.87,2,agree,154388,157984,46 47
بنزرت,12,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,1220,0.77,0.77,2,agree,154388,157984,46 47
بنزرت,13,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,1010,0.64,0.64,2,agree,154388,157984,46 47
بنزرت,14,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,1005,0.64,0.64,2,agree,154388,157984,46 47
بنزرت,15,agree,قائمة ناقفوا لبلادنا,ocr,قائمة ناقفوا لبلادنا,قائمة ناقفوا لبلادنا,969,0.61,0.61,2,agree,154388,157984,46 47
بنزرت,16,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,741,0.47,0.47,2,agree,154388,157984,46 47
بنزرت,17,agree,قائمة أمن شامل لإنقاذ تونس,ocr,قائمة أمن شامل لإنقاذ تونس,قائمة أمن شامل إلنقاذ تونس,736,0.47,0.47,2,agree,154388,157984,46 47
بنزرت,18,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطي التونسي,قائمة اتحاد الشباب الديمقراطي التونسي,727,0.46,0.46,2,agree,154388,157984,46 47
بنزرت,19,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,668,0.42,0.42,2,agree,154388,157984,46 47
بنزرت,20,agree,قائمة التحدى,ocr,قائمة التحدى,قائمة التحدي,633,0.4,0.4,2,agree,154388,157984,46 47
بنزرت,21,agree,قائمة حزب الإصلاح والتنمية,ocr,قائمة حزب الإصلاح والتنمية,قائمة حزب الإصالح والتنمية,631,0.4,0.4,2,agree,154388,157984,46 47
بنزرت,22,agree,قائمة نداء قرطاج,ocr,قائمة نداء قرطاج,قائمة نداء قرطاج,524,0.33,0.33,2,agree,154388,157984,46 47
بنزرت,23,agree,القائمة البورقيبية,ocr,القائمة البورقيبية,القائمة ر البو قيبية,511,0.32,0.32,2,agree,154388,157984,46 47
بنزرت,24,agree,القائمة المستقلة الانطلاق,ocr,القائمة المستقلة الانطلاق,القائمة المستقلة الانطلاق,479,0.3,0.3,2,agree,154388,157984,46 47
بنزرت,25,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,461,0.29,0.29,2,agree,154388,157984,46 47
بنزرت,26,agree,قائمة حركة بديل,ocr,قائمة حركة بديل,قائمة حركة بديل,439,0.28,0.28,2,agree,154388,157984,46 47
بنزرت,27,agree,قائمة تيارصوت الشعب الحر,ocr,قائمة تيارصوت الشعب الحر,قائمة تيارصوت الشعب الحر,439,0.28,0.28,2,agree,154388,157984,46 47
بنزرت,28,agree,قائمة سماء تونس,ocr,قائمة سماء تونس,قائمة سماء تونس,434,0.27,0.27,2,agree,154388,157984,46 47
بنزرت,29,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,394,0.25,0.25,2,agree,154388,157984,46 47
بنزرت,30,agree,قائمة حزب الأمة التونسي,ocr,قائمة حزب الأمة التونسي,قائمة حزب الأمة التونسي,391,0.25,0.25,2,agree,154388,157984,46 47
بنزرت,31,agree,قائمة المممشين,ocr,قائمة المممشين,قائمة المهمشين,358,0.23,0.23,2,agree,154388,157984,46 47
بنزرت,32,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,355,0.22,0.22,2,agree,154388,157984,46 47
بنزرت,33,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,354,0.22,0.22,2,agree,154388,157984,46 47
بنزرت,34,agree,قائمة الإرادة الشعبية,ocr,قائمة الإرادة الشعبية,قائمة الإادةر الشعبية,352,0.22,0.22,2,agree,154388,157984,46 47
بنزرت,35,agree,قائمة الرق,ocr,قائمة الرق,قائمة الرقي,344,0.22,0.22,2,agree,154388,157984,46 47
بنزرت,36,agree,قائمة حزب الخضر,ocr,قائمة حزب الخضر,قائمة حزب الخضر,341,0.22,0.22,2,agree,154388,157984,46 47
بنزرت,37,agree,قائمة السنبلة,ocr,قائمة السنبلة,قائمة السنبلة,314,0.2,0.2,2,agree,154388,157984,46 47
بنزرت,38,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,297,0.19,0.19,2,agree,154388,157984,46 47
بنزرت,39,agree,قائمة حزب حركة الديمقراطيين الاجتماعيين,decision,قائمة حركة الديمقراطيين الاجتماعيين,قائمة حركة الديمقراطيين الاجتماعيين,297,0.19,0.19,2,agree,154388,157984,46 47
بنزرت,40,agree,قائمة ةالعر,ocr,قائمة ةالعر,قائمة العزة,297,0.19,0.19,2,agree,154388,157984,46 47
بنزرت,41,agree,قائمة الحزب الشعبي التقدمى,ocr,قائمة الحزب الشعى التقدمى,قائمة الحزب الشعبي التقدمي,292,0.18,0.18,2,agree,154388,157984,46 47
بنزرت,42,agree,قائمة علم عمل ىوتحد,ocr,قائمة علم عمل ىوتحد,قائمة علم عمل وتحدي,281,0.18,0.18,2,agree,154388,157984,46 47
بنزرت,43,agree,قائمة حركة الشباب الوطني التونسي,ocr,قائمة حركة الشباب الوطنى التونسى,قائمة حركة الشباب الوطني التونسي,280,0.18,0.18,2,agree,154388,157984,46 47
بنزرت,44,agree,قائمة مشروع المستقبل,ocr,قائمة مشروع المستقبل,قائمة و مشر ع المستقبل,276,0.17,0.17,2,agree,154388,157984,46 47
بنزرت,45,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,275,0.17,0.17,2,agree,154388,157984,46 47
بنزرت,46,agree,قائمة حركة البناء المغاربي,ocr,قائمة حركة البناء المغاربي,قائمة حركة البناء ر المغا بي,182,0.12,0.12,2,agree,154388,157984,46 47
زغوان,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,18216,34.21,34.21,2,agree,51766,53252,48 49
زغوان,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,11720,22.01,22.01,2,agree,51766,53252,48 49
زغوان,3,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,3564,6.69,6.69,2,agree,51766,53252,48 49
زغوان,4,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,1609,3.02,3.02,2,agree,51766,53252,48 49
زغوان,5,agree,قائمة الجبهة الشعبية,decision,قائمة الجيية الشعبية,قائمة الجبهة الشعبية,1391,2.61,2.61,2,agree,51766,53252,48 49
زغوان,6,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,1200,2.25,2.25,2,agree,51766,53252,48 49
زغوان,7,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمبوري,قائمة الحزب ر الجمهو ي,915,1.72,1.72,2,agree,51766,53252,48 49
زغوان,8,agree,قائمة تونسنا,ocr,قائمة تونسنا,قائمة تونسنا,899,1.69,1.69,2,agree,51766,53252,48 49
زغوان,9,agree,قائمة حزب تونس للجميع,ocr,قائمة حزب تونس للجميع,قائمة حزب تونس للجميع,889,1.67,1.67,2,agree,51766,53252,48 49
زغوان,10,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,771,1.45,1.45,2,agree,51766,53252,48 49
زغوان,11,agree,قائمة الحزب الاشتراى,ocr,قائمة الحزب الاشتراكي,قائمة الحزب الاشتراكي,701,1.32,1.32,2,agree,51766,53252,48 49
زغوان,12,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,685,1.29,1.29,2,agree,51766,53252,48 49
زغوان,13,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,535,1.0,1.0,2,agree,51766,53252,48 49
زغوان,14,agree,قائمة العلم نور,ocr,قائمة العلم نور,قائمة العلم نور,481,0.9,0.9,2,agree,51766,53252,48 49
زغوان,15,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,473,0.89,0.89,2,agree,51766,53252,48 49
زغوان,16,agree,قائمة شباب تونس,ocr,قائمة شباب تونس,قائمة شباب تونس,468,0.88,0.88,2,agree,51766,53252,48 49
زغوان,17,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطى التونسى,قائمة اتحاد الشباب الديمقراطي التونسي,442,0.83,0.83,2,agree,51766,53252,48 49
زغوان,18,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراضص,قائمة حزب التيارالديمقراطي,426,0.8,0.8,2,agree,51766,53252,48 49
زغوان,19,agree,قائمة شباب زغوان لحزب المستقبل,ocr,قائمة شباب زغوان لحزب المستقبل,قائمة شباب زغوان لحزب المستقبل,425,0.8,0.8,2,agree,51766,53252,48 49
زغوان,20,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطي,قائمة حزب التحالف الديمقراطي,423,0.79,0.79,2,agree,51766,53252,48 49
زغوان,21,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,386,0.72,0.72,2,agree,51766,53252,48 49
زغوان,22,agree,قائمة التحالف الحر,ocr,قائمة التحالف الحر,قائمة التحالف الحر,370,0.69,0.69,2,agree,51766,53252,48 49
زغوان,23,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,352,0.66,0.66,2,agree,51766,53252,48 49
زغوان,24,agree,القاتمة المستقلة لولاية زغوان,ocr,القاتمة المستقلة لولاية زغوان,القائمة المستقلة لوالية زغوان,321,0.6,0.6,2,agree,51766,53252,48 49
زغوان,25,agree,قائمة أولاد زغوان,ocr,قائمة أولاد زغوان,قائمة أوالد زغوان,314,0.59,0.59,2,agree,51766,53252,48 49
زغوان,26,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,311,0.58,0.58,2,agree,51766,53252,48 49
زغوان,27,agree,قائمة النور,ocr,قائمة النسور,قائمة النسور,298,0.56,0.56,2,agree,51766,53252,48 49
زغوان,28,agree,قائمة أولاد الشعب,ocr,قائمة أولاد الشعب,قائمة أوالد الشعب,293,0.55,0.55,2,agree,51766,53252,48 49
زغوان,29,agree,قائمة حزب صوت الفلاحين,decision,قائمة حزب صوت الفلاحين,قائمة حزب صوت الفلاحين,286,0.54,0.54,2,agree,51766,53252,48 49
زغوان,30,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,285,0.54,0.54,2,agree,51766,53252,48 49
زغوان,31,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,277,0.52,0.52,2,agree,51766,53252,48 49
زغوان,32,agree,قائمة نداء قرطاج,ocr,قائمة نداء قرطاج,قائمة نداء قرطاج,212,0.4,0.4,2,agree,51766,53252,48 49
زغوان,33,agree,قائمة الأمل,ocr,قائمة الأمل,قائمة الأمل,198,0.37,0.37,2,agree,51766,53252,48 49
زغوان,34,agree,قائمة النسري,ocr,قائمة النسري,قائمة النسري,172,0.32,0.32,2,agree,51766,53252,48 49
زغوان,35,agree,قائمة النصر,ocr,قائمة النصر,قائمة النصر,167,0.31,0.31,2,agree,51766,53252,48 49
زغوان,36,agree,قائمة تحيا تونس,ocr,قائمة تحيا تونس,قائمة تحيا تونس,164,0.31,0.31,2,agree,51766,53252,48 49
زغوان,37,agree,قائمة الجبهة الوطنية للإنقاذ,decision,قائمة الجبهة الوطنية للإنقاذ,قائمة الجبهة الوطنية لإلنقاذ,164,0.31,0.31,2,agree,51766,53252,48 49
زغوان,38,agree,قائمة العدل أساس الملك (حركة التونبي),ocr,قائمة العدل أساس الملك (حركة التونبي),قائمة العدل أساس (امللك حركة (التونسي,160,0.3,0.3,2,agree,51766,53252,48 49
زغوان,39,agree,قائمة التحدي لمستقبل أفضل,ocr,قائمة التحدي لمستقبل أفضل,قائمة التحدي ملستقبل أفضل,154,0.29,0.29,2,agree,51766,53252,48 49
زغوان,40,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,150,0.28,0.28,2,agree,51766,53252,48 49
زغوان,41,agree,قائمة الصفاء,ocr,قائمة الصفاء,قائمة الصفاء,150,0.28,0.28,2,agree,51766,53252,48 49
زغوان,42,agree,قائمة الربيع العربي لتحقيق السيادة الاقتصادية,ocr,قائمة الربيع العربي لتحقيق السيادة الإقتصادية,قائمة الربيع العربي لتحقيق السيادة الإقتصادية,131,0.25,0.25,2,agree,51766,53252,48 49
زغوان,43,agree,قائمة اتحاد القوى الشبابية,ocr,قائمة اتحاد القوى الشبابية,قائمة اتحاد القوى الشبابية,120,0.23,0.23,2,agree,51766,53252,48 49
زغوان,44,agree,قائمة حركة الثقافة والتنوع,ocr,قائمة حركة الثقافة والتنوع,قائمة حركة الثقافة والتنوع,98,0.18,0.18,2,agree,51766,53252,48 49
باجة,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,30457,37.07,37.07,2,agree,79446,82166,50 51
باجة,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,16874,20.54,20.54,2,agree,79446,82166,50 51
باجة,3,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,7598,9.25,9.25,2,agree,79446,82166,50 51
باجة,4,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,4411,5.37,5.37,2,agree,79446,82166,50 51
باجة,5,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,2582,3.14,3.14,2,agree,79446,82166,50 51
باجة,6,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,1502,1.83,1.83,2,agree,79446,82166,50 51
باجة,7,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهبوري,قائمة الحزب ر الجمهو ي,1446,1.76,1.76,2,agree,79446,82166,50 51
باجة,8,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1193,1.45,1.45,2,agree,79446,82166,50 51
باجة,9,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطض,قائمة حزب التيارالديمقراطي,1023,1.25,1.25,2,agree,79446,82166,50 51
باجة,10,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,874,1.06,1.06,2,agree,79446,82166,50 51
باجة,11,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,836,1.02,1.02,2,agree,79446,82166,50 51
باجة,12,agree,قائمة الفلاح,ocr,قائمة الفلاح,قائمة الفالح,758,0.92,0.92,2,agree,79446,82166,50 51
باجة,13,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,687,0.84,0.84,2,agree,79446,82166,50 51
باجة,14,agree,قائمة حزب تونس للجميع,ocr,قائمة حزب تونس للجميع,قائمة حزب تونس للجميع,546,0.66,0.66,2,agree,79446,82166,50 51
باجة,15,agree,قائمة حزب العدالة والتنمية,ocr,قائمة حزب العدالة والتنمية,قائمة حزب العدالة والتنمية,527,0.64,0.64,2,agree,79446,82166,50 51
باجة,16,agree,قائمة الجبهة الوطنية للإنقاذ,decision,قائمة الجبهة الوطنية للإنقاذ,قائمة الجبهة الوطنية لإلنقاذ,486,0.59,0.59,2,agree,79446,82166,50 51
باجة,17,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراض,قائمة حزب التحالف الديمقراطي,467,0.57,0.57,2,agree,79446,82166,50 51
باجة,18,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,466,0.57,0.57,2,agree,79446,82166,50 51
باجة,19,agree,قائمة الإرادة,ocr,قائمة الإرادة,قائمة الإادةر,405,0.49,0.49,2,agree,79446,82166,50 51
باجة,20,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,403,0.49,0.49,2,agree,79446,82166,50 51
باجة,21,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,393,0.48,0.48,2,agree,79446,82166,50 51
باجة,22,agree,قائمة حزب الجبهة الوطنية التونسية,ocr,قائمةحزب الجبية الوطنية التونسية,قائمةحزب الجبهة الوطنية التونسية,391,0.48,0.48,2,agree,79446,82166,50 51
باجة,23,agree,قائمة حزب الإصلاح والتنمية,ocr,قائمة حزب الإصلاح والتنمية,قائمة حزب الإصالح والتنمية,384,0.47,0.47,2,agree,79446,82166,50 51
باجة,24,agree,قائمة أحرار باجة,ocr,قائمة أحرار باجة,قائمة أحرارباجة,379,0.46,0.46,2,agree,79446,82166,50 51
باجة,25,agree,قائمة تونس العزيزة,ocr,قائمة تونس العزيزة,قائمة تونس العزيزة,356,0.43,0.43,2,agree,79446,82166,50 51
باجة,26,agree,قائمة حركة التونسي,ocr,قائمة حركة التونسي,قائمة حركة التونسي,352,0.43,0.43,2,agree,79446,82166,50 51
باجة,27,agree,قائمة الطريق المستقيم,ocr,قائمة الطريق المستقيم,قائمة الطريق المستقيم,299,0.36,0.36,2,agree,79446,82166,50 51
باجة,28,agree,قائمة حزب المحافظين التونسيين الجدد,ocr,قائمة حزب المحافظين التونسيين الجدد,قائمة حزب المحافظين التونسيين الجدد,298,0.36,0.36,2,agree,79446,82166,50 51
باجة,29,agree,قائمة التحدى,ocr,قائمة التحدي,قائمة التحدي,274,0.33,0.33,2,agree,79446,82166,50 51
باجة,30,agree,قائمة المستقبل,ocr,قائمة المستقبل,قائمة المستقبل,265,0.32,0.32,2,agree,79446,82166,50 51
باجة,31,agree,قائمة حزب النور للديمقراطية والتنمية,ocr,قائمة حزب النور للديمقراطية والتنمية,قائمة حزب النور للديمقراطية والتنمية,246,0.3,0.3,2,agree,79446,82166,50 51
باجة,32,agree,قائمة الحزب الإسلامي التونبى,ocr,قائمة الحزب الاسلامي التونسي,قائمة الحزب الإسلامي التونسي,243,0.3,0.3,2,agree,79446,82166,50 51
باجة,33,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,230,0.28,0.28,2,agree,79446,82166,50 51
باجة,34,agree,قائمة حزب اللقاء الدستورى,ocr,قائمة حزب اللقاء الدستوري,قائمة حزب اللقاء ر الدستو ي,217,0.26,0.26,2,agree,79446,82166,50 51
باجة,35,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,203,0.25,0.25,2,agree,79446,82166,50 51
باجة,36,agree,قائمة حزب المجد,ocr,قائمة حزب المجد,قائمة حزب المجد,192,0.23,0.23,2,agree,79446,82166,50 51
باجة,37,agree,قائمة إرادة الحياة,ocr,قائمة إرادة الحياة,قائمة رإ ادة الحياة,188,0.23,0.23,2,agree,79446,82166,50 51
باجة,38,agree,قائمة الطموح والإصلاح,ocr,قائمة الطموح والإصلاح,قائمة الطموح الإصالحو,186,0.23,0.23,2,agree,79446,82166,50 51
باجة,39,agree,قائمة حزب الانفتاح والوفاء,ocr,قائمة حزب الانفتاح والوفاء,قائمة حزب الانفتاح والوفاء,174,0.21,0.21,2,agree,79446,82166,50 51
باجة,40,agree,قائمة حزب الخضر للتقدم,text-layer,,قائمة حزب الخضرللتقدم,172,0.21,0.21,2,agree,79446,82166,50 51
باجة,41,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,139,0.17,0.17,2,agree,79446,82166,50 51
باجة,42,agree,قائمة المستقلون الأحرار,ocr,قائمة المستقلون الأحرار,قائمة المستقلون الأحرار,132,0.16,0.16,2,agree,79446,82166,50 51
باجة,43,agree,قائمة حزب القوة العمالية,ocr,قائمة حزب القوة العمالية,قائمة حزب القوة العمالية,112,0.14,0.14,2,agree,79446,82166,50 51
باجة,44,agree,قائمة اتحاد القوى الشبابية,ocr,قائمة اتحاد القوى الشبابية,قائمة اتحاد القوى الشبابية,80,0.1,0.1,2,agree,79446,82166,50 51
جندوبة,1,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,34484,34.36,34.36,2,agree,96656,100356,52 53
جندوبة,2,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,19829,19.76,19.76,2,agree,96656,100356,52 53
جندوبة,3,agree,قائمة الجبهة الشعبية,decision,قائمة الجبهة الشعبية,قائمة الجبهة الشعبية,6386,6.36,6.36,2,agree,96656,100356,52 53
جندوبة,4,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,4084,4.07,4.07,2,agree,96656,100356,52 53
جندوبة,5,agree,قائمة حزب صوت الفلاحين,decision,قائمة حزب صوت الفلاحين,قائمة حزب صوت الفلاحين,2273,2.26,2.26,2,agree,96656,100356,52 53
جندوبة,6,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,1803,1.8,1.8,2,agree,96656,100356,52 53
جندوبة,7,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,1552,1.55,1.55,2,agree,96656,100356,52 53
جندوبة,8,agree,قائمة صوت المرجان,ocr,قائمة صوت المرجان,قائمة صوت المرجان,1522,1.52,1.52,2,agree,96656,100356,52 53
جندوبة,9,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهبوري,قائمة الحزب ر الجمهو ي,1349,1.34,1.34,2,agree,96656,100356,52 53
جندوبة,10,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,1118,1.11,1.11,2,agree,96656,100356,52 53
جندوبة,11,agree,قائمة حزب الوحدة,ocr,قائمة حزب الوحدة,قائمة حزب الوحدة,1096,1.09,1.09,2,agree,96656,100356,52 53
جندوبة,12,agree,قائمة الخضراء أمنا,ocr,قائمة الخضراء أمنا,قائمة الخضراء أمنا,1078,1.07,1.07,2,agree,96656,100356,52 53
جندوبة,13,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمرمن أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1041,1.04,1.04,2,agree,96656,100356,52 53
جندوبة,14,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,868,0.86,0.86,2,agree,96656,100356,52 53
جندوبة,15,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراضى,قائمة حزب التحالف الديمقراطي,828,0.83,0.83,2,agree,96656,100356,52 53
