constituency,rank,rank_check,list_name,list_name_source,list_name_ocr,list_name_text_layer,votes,share_pct,share_recomputed,share_decimals,share_check,constituency_valid_votes_lists,share_over,source_pages
قبلي,11,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهبوري,قائمة الحزب ر الجمهو ي,432,0.8,0.8,1,agree,55610,57005,80
قبلي,12,agree,قائمة حزب المؤتمر الشعبى,ocr,قائمة حزب المؤتمر الشعبي,قائمة حزب المؤتمرالشعبي,404,0.7,0.7,1,agree,55610,57005,80
قبلي,13,agree,قائمة نفزاوة أولا,ocr,قائمة نفزاوة أولا,قائمة نفزاوة أوال,365,0.6,0.6,1,agree,55610,57005,80
قبلي,14,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,329,0.6,0.6,1,agree,55610,57005,80
قبلي,15,agree,قائمة ارتقاء,ocr,قائمة ارتقاء,قائمة را تقاء,290,0.5,0.5,1,agree,55610,57005,80
قبلي,16,agree,قائمة حزب الثقافة والعمل,ocr,قائمة حزب الثقافة والعمل,قائمة حزب الثقافة والعمل,285,0.5,0.5,1,agree,55610,57005,80
قبلي,17,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,265,0.5,0.5,1,agree,55610,57005,80
قبلي,18,agree,قائمة الإصلاح والمصالحة,ocr,قائمة الإصلاح والمصالحة,قائمة الإصالح واملصالحة,246,0.4,0.4,1,agree,55610,57005,80
قبلي,19,agree,قائمة حركة التونسي,ocr,قائمة حركة التونسي,قائمة حركة التونسي,222,0.4,0.4,1,agree,55610,57005,80
قبلي,20,agree,قائمة الانفتاح و الوفاء,ocr,قائمة الانفتاح والوفاء,قائمة الانفتاح والوفاء,216,0.4,0.4,1,agree,55610,57005,80
قبلي,21,agree,قائمة الكرامة,ocr,قائمة الكرامة,قائمة الكرامة,204,0.4,0.4,1,agree,55610,57005,80
قبلي,22,agree,قائمة حزب اللقاء الدستورى,ocr,قائمة حزب اللقاء الدستورى,قائمة حزب اللقاء ر الدستو ي,196,0.3,0.3,1,agree,55610,57005,80
قبلي,23,agree,ظ قائمة حزب تونس الزيتونة ظ,ocr,ظ قائمة حزب تونس الزيتونة ظ,قائمة حزب تونس الزيتونة,171,0.3,0.3,1,agree,55610,57005,80
قبلي,24,agree,قائمة العلم,ocr,قائمة العلم,قائمة العلم,157,0.3,0.3,1,agree,55610,57005,80
قبلي,25,agree,قائمة المعتدلة المستقلة,ocr,قائمة المعتدلة المستقلة,قائمة المعتدلة المستقلة,119,0.2,0.2,1,agree,55610,57005,80
قبلي,26,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,106,0.2,0.2,1,agree,55610,57005,80
قبلي,27,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,88,0.2,0.2,1,agree,55610,57005,80
قابس,1,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حـركة النهضة,58152,49.03,49.03,2,agree,116008,118606,81 82
قابس,2,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,19821,16.71,16.71,2,agree,116008,118606,81 82
قابس,3,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,6269,5.29,5.29,2,agree,116008,118606,81 82
قابس,4,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمرمن أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,5289,4.46,4.46,2,agree,116008,118606,81 82
قابس,5,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,2555,2.15,2.15,2,agree,116008,118606,81 82
قابس,6,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطي,قائمة حزب التيارالديمقراطي,2412,2.03,2.03,2,agree,116008,118606,81 82
قابس,7,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمبوري,قائمة الحزب ر الجمهو ي,2186,1.84,1.84,2,agree,116008,118606,81 82
قابس,8,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,1432,1.21,1.21,2,agree,116008,118606,81 82
قابس,9,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تيــاراملحــبة,1262,1.06,1.06,2,agree,116008,118606,81 82
قابس,10,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,1052,0.89,0.89,2,agree,116008,118606,81 82
قابس,11,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطي,قائمة حزب التحالف الديمقراطي,980,0.83,0.83,2,agree,116008,118606,81 82
قابس,12,agree,قائمة قابس فى القلب,ocr,قائمة قابس فى القلب,قائمة قابس في القلب,969,0.82,0.82,2,agree,116008,118606,81 82
قابس,13,agree,قائمة النخلة,ocr,قائمة النخلة,قائمة النخلة,913,0.77,0.77,2,agree,116008,118606,81 82
قابس,14,agree,قائمة حزب الوحدة,ocr,قائمة حزب الوحدة,قائمة حزب الوحدة,832,0.7,0.7,2,agree,116008,118606,81 82
قابس,15,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حـركـة وفــاء,707,0.6,0.6,2,agree,116008,118606,81 82
قابس,16,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,680,0.57,0.57,2,agree,116008,118606,81 82
قابس,17,agree,قائمة المستقلون الأحرار,ocr,قائمة المستقلون الأحرار,قائمة المستقلون الأحرار,658,0.55,0.55,2,agree,116008,118606,81 82
قابس,18,agree,قائمة المجد للوطن,ocr,قائمة المجد للوطن,قائمة المجــد للـــوطن,621,0.52,0.52,2,agree,116008,118606,81 82
قابس,19,agree,قائمة حزب المبادرة الوطنية الدستورية,ocr,قائمة حزب المبادرة الوطنية الدستورية,قائمة حزب ر المباد ة الوطنية ر الدستو ية,588,0.5,0.5,2,agree,116008,118606,81 82
قابس,20,agree,قائمة حزب الجبهة الوطنية التونسية,ocr,قائمة حزب الجبهة الوطنية التونسية,قائمة حزب الجبهة الوطنية التونسية,587,0.49,0.49,2,agree,116008,118606,81 82
قابس,21,agree,قائمة كلنا قابس,ocr,قائمة كلنا قابس,قائمة كلنا قابس,495,0.42,0.42,2,agree,116008,118606,81 82
قابس,22,agree,قائمة حركة التونسي,ocr,قائمة حركة التونسى,قائمة حركة التونسي,462,0.39,0.39,2,agree,116008,118606,81 82
قابس,23,agree,قائمة العدل,ocr,قائمة العدل,قائمة العدل,418,0.35,0.35,2,agree,116008,118606,81 82
قابس,24,agree,قائمة أصحاب الحق,ocr,قائمة أصحاب الحق,قائمة أصحاب الحق,385,0.32,0.32,2,agree,116008,118606,81 82
قابس,25,agree,قائمة قابس أولا,ocr,قائمة قابس أولا,قائمة قابس أوال,384,0.32,0.32,2,agree,116008,118606,81 82
قابس,26,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,377,0.32,0.32,2,agree,116008,118606,81 82
قابس,27,agree,قائمة حركة البناء المغاربي,ocr,قائمة حركة البناء المغاربي,قائمة حركة البناء ر المغا بي,375,0.32,0.32,2,agree,116008,118606,81 82
قابس,28,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,361,0.3,0.3,2,agree,116008,118606,81 82
قابس,29,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,360,0.3,0.3,2,agree,116008,118606,81 82
قابس,30,agree,قائمة اتحاد شباب تونس,ocr,قائمة اتحاد شباب تونس,قائمة اتحــاد شبــاب تونس,333,0.28,0.28,2,agree,116008,118606,81 82
قابس,31,agree,قائمة التنمية أولا,ocr,قائمة التنمية أولا,قائمة التنمية أوال,331,0.28,0.28,2,agree,116008,118606,81 82
قابس,32,agree,قائمة الضمير,ocr,قائمة الضمير,قائمة الضمير,327,0.28,0.28,2,agree,116008,118606,81 82
قابس,33,agree,قائمة تونس العزيزة,ocr,قائمة تونس العزيزة,قائمة تونس العزيزة,322,0.27,0.27,2,agree,116008,118606,81 82
قابس,34,agree,قائمة القطب البيث بقابس,ocr,قائمة القطب البيث بقابس,قائمة القطب البيئي بقابس,310,0.26,0.26,2,agree,116008,118606,81 82
قابس,35,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,303,0.26,0.26,2,agree,116008,118606,81 82
قابس,36,agree,قائمة العمل والتنمية العادلة,ocr,قائمة العمل والتنمية العادلة,قائمة العمل والتنمية العادلة,290,0.24,0.24,2,agree,116008,118606,81 82
قابس,37,agree,قائمة اتتلاف جبة قابس,ocr,قائمة اتتلاف جبة قابس,قائمة ائتالف جهة قابس,282,0.24,0.24,2,agree,116008,118606,81 82
قابس,38,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,276,0.23,0.23,2,agree,116008,118606,81 82
قابس,39,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,274,0.23,0.23,2,agree,116008,118606,81 82
قابس,40,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطى التونسى,قائمة اتحاد الشباب الديمقراطي التونسي,257,0.22,0.22,2,agree,116008,118606,81 82
قابس,41,agree,قائمة اتحاد القوى الشبابية,ocr,قائمة اتحاد القوى الشبابية,قائمة اتحاد القوى الشبابية,235,0.2,0.2,2,agree,116008,118606,81 82
قابس,42,agree,قائمة الأرض الطيبة,ocr,قائمة الأرض الطيبة,قائمة الأضر الطيـبة,208,0.18,0.18,2,agree,116008,118606,81 82
قابس,43,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,203,0.17,0.17,2,agree,116008,118606,81 82
قابس,44,agree,قائمة حزب اللقاء الدستورى,ocr,قائمة حزب اللقاء الدستوري,قائمة حـزب اللقاء ر الدستو ي,181,0.15,0.15,2,agree,116008,118606,81 82
قابس,45,agree,قائمة تيار النزاهة,ocr,قائمة تيار النزاهة,قائمة تيار النزاهة,157,0.13,0.13,2,agree,116008,118606,81 82
قابس,46,agree,قائمة حزب حركة الديمقراطيين الاجتماعيين,decision,قائمة حركة الديمقراطيين الاجتماعيين,قائمة حركة الديمقراطيين الاجتماعيين,137,0.12,0.12,2,agree,116008,118606,81 82
توزر,1,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,10164,26.68,26.68,2,agree,37232,38089,83 84
توزر,2,agree,قائمة لمجد الجريد,decision,قائمة لمجد الجريد,قائمة ملجد الجريد,5111,13.42,13.42,2,agree,37232,38089,83 84
توزر,3,agree,قائمة حزب حركة نداء تونس,decision,,قائمة حركة نداء تونس,4845,12.72,12.72,2,agree,37232,38089,83 84
توزر,4,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,1729,4.54,4.54,2,agree,37232,38089,83 84
توزر,5,agree,قائمة صوت الجريد,ocr,قائمة صوت الجريد,قائمة صوت الجريد,1619,4.25,4.25,2,agree,37232,38089,83 84
توزر,6,agree,قائمة الإرادة,ocr,قائمة الإرادة,قائمة الإادةر,1284,3.37,3.37,2,agree,37232,38089,83 84
توزر,7,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطى ‎١‏,قائمة حزب التحالف الديمقراطي,1278,3.36,3.36,2,agree,37232,38089,83 84
توزر,8,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,1183,3.11,3.11,2,agree,37232,38089,83 84
توزر,9,agree,قائمة ولاء,ocr,قائمة ولاء,قائمة والء,1052,2.76,2.76,2,agree,37232,38089,83 84
توزر,10,agree,قائمة الصمود,ocr,قائمة الصمود,قائمة الصمود,1013,2.66,2.66,2,agree,37232,38089,83 84
توزر,11,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمرمن أجل الجمهورية 2,قائمة حزب المؤتمرمن أجل ر الجمهو ية,826,2.17,2.17,2,agree,37232,38089,83 84
توزر,12,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهورى,قائمة الحزب ر الجمهو ي,602,1.58,1.58,2,agree,37232,38089,83 84
توزر,13,agree,قائمة شمس الجنوب,ocr,قائمة شمس الجنوب,قائمة شمس الجنوب,581,1.53,1.53,2,agree,37232,38089,83 84
توزر,14,agree,قائمة الجبهة الشعبية,decision,قائمة الجهة الشعبية,قائمة الجبهة الشعبية,511,1.34,1.34,2,agree,37232,38089,83 84
توزر,15,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,439,1.15,1.15,2,agree,37232,38089,83 84
توزر,16,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,400,1.05,1.05,2,agree,37232,38089,83 84
توزر,17,agree,قائمة العمل والأمل,ocr,قائمة العمل والأمل,قائمة العمل الأملو,355,0.93,0.93,2,agree,37232,38089,83 84
توزر,18,agree,قائمة تونس العزيزة,ocr,قائمة تونس العزيزة,قائمة تونس العزيزة,307,0.81,0.81,2,agree,37232,38089,83 84
توزر,19,agree,قائمة أمان,ocr,قائمة أمانة,قائمة أمانة,299,0.79,0.79,2,agree,37232,38089,83 84
توزر,20,agree,قائمة النخلة,ocr,قائمة النخلة,قائمة النخلة,295,0.77,0.77,2,agree,37232,38089,83 84
توزر,21,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطى,قائمة حزب التيارالديمقراطي,273,0.72,0.72,2,agree,37232,38089,83 84
توزر,22,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,267,0.7,0.7,2,agree,37232,38089,83 84
توزر,23,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,251,0.66,0.66,2,agree,37232,38089,83 84
توزر,24,agree,قائمة كلمة حق,ocr,قائمة كلمة حق,قائمة كلمة حق,219,0.57,0.57,2,agree,37232,38089,83 84
توزر,25,agree,قائمة الجريد,ocr,قائمة الجريد,قائمة الجريد,213,0.56,0.56,2,agree,37232,38089,83 84
توزر,26,agree,قائمة حزب آفاق تونس,decision,قائمة حزب أفاق تونس,قائمة حزب آفاق تونس,209,0.55,0.55,2,agree,37232,38089,83 84
توزر,27,agree,قائمة صحوة الجردد,ocr,قائمة صحوة الجردد,قائمة صحوة الجريد,192,0.5,0.5,2,agree,37232,38089,83 84
توزر,28,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,190,0.5,0.5,2,agree,37232,38089,83 84
توزر,29,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين ‏,قائمة حركة الديمقراطيين الاشتراكيين,167,0.44,0.44,2,agree,37232,38089,83 84
توزر,30,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,157,0.41,0.41,2,agree,37232,38089,83 84
توزر,31,agree,قائمة حزب الثقافة والعمل,ocr,قائمة حزب الثقافة والعمل,قائمة حزب الثقافة والعمل,144,0.38,0.38,2,agree,37232,38089,83 84
توزر,32,agree,قائمة أمن شامل لإنقاذ تونس,ocr,قائمة أمن شامل لإنقاذ تونس,قائمة أمن شامل إلنقاذ تونس,130,0.34,0.34,2,agree,37232,38089,83 84
توزر,33,agree,قائمة الحركة الديمقراطية للإصلاح والبناء,ocr,قائمة الحركة الديمقراطية للاصلاح والبناء,قائمة الحركة الديمقراطية للإصلاح والبناء,121,0.32,0.32,2,agree,37232,38089,83 84
توزر,34,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,109,0.29,0.29,2,agree,37232,38089,83 84
توزر,35,agree,|[ قائمة حركة الشباب الوطني التونسي ‏,ocr,|[ قائمة حركة الشباب الوطني التونسي ‏,قائمة حركة الشباب الوطني التونسي,108,0.28,0.28,2,agree,37232,38089,83 84
توزر,36,agree,قائمة حزب النور للديمقراطية والتنمية,ocr,قائمة حزب النور للديمقراطية والتنمية 2,قائمة حزب النور للديمقراطية والتنمية,104,0.27,0.27,2,agree,37232,38089,83 84
توزر,37,agree,قائمة الشعب يريد,ocr,قائمة الشعب يردد,قائمة الشعب يريد,101,0.27,0.27,2,agree,37232,38089,83 84
توزر,38,agree,قائمة العقل مفتاح التطور والنمو,ocr,قائمة العقل مفتاح التطور والنمو,قائمة العقل مفتاح التطور والنمو,93,0.24,0.24,2,agree,37232,38089,83 84
توزر,39,agree,قائمة حركة التونسي,ocr,قائمة حركة التونسي,قائمة حركة التونسي,82,0.22,0.22,2,agree,37232,38089,83 84
توزر,40,agree,قائمة جبهة الأحرار,ocr,قائمة جبهة الأحرار,قائمة جبهة الأحرار,79,0.21,0.21,2,agree,37232,38089,83 84
توزر,41,agree,قائمة العين الحمرا,ocr,قائمة العين الحمرا,قائمة العين الحمرا,73,0.19,0.19,2,agree,37232,38089,83 84
توزر,42,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطي التونيبي,قائمة اتحاد الشباب الديمقراطي التونسي,57,0.15,0.15,2,agree,37232,38089,83 84
مدنين,1,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,68795,54.12,54.12,2,agree,125007,127104,85 86
مدنين,2,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,14334,11.28,11.28,2,agree,125007,127104,85 86
مدنين,3,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجميورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,6305,4.96,4.96,2,agree,125007,127104,85 86
مدنين,4,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,4686,3.69,3.69,2,agree,125007,127104,85 86
مدنين,5,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطنى الحر,قائمة حزب الاتحاد الوطني الحر,4392,3.46,3.46,2,agree,125007,127104,85 86
مدنين,6,agree,قائمة حزب آفاق تونس,decision,قائمة حزب آفاق تونس,قائمة حزب آفاق تونس,3066,2.41,2.41,2,agree,125007,127104,85 86
مدنين,7,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطى,قائمة حزب التحالف الديمقراطي,3001,2.36,2.36,2,agree,125007,127104,85 86
مدنين,8,agree,قائمة الجبهة الشعبية,decision,قائمة الجهية الشعبية,قائمة الجبهة الشعبية,2788,2.19,2.19,2,agree,125007,127104,85 86
مدنين,9,agree,قائمة حماة الوطن,ocr,قائمة حماة الوطن,قائمة حماة الوطن,2535,1.99,1.99,2,agree,125007,127104,85 86
مدنين,10,agree,قائمة حزب المبادرة الوطنية الدستورية,ocr,قائمة حزب المبادرة الوطنية الدستورية,قائمة حزب ر المباد ة الوطنية ر الدستو ية,1736,1.37,1.37,2,agree,125007,127104,85 86
مدنين,11,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراي,قائمة حزب التيارالديمقراطي,1617,1.27,1.27,2,agree,125007,127104,85 86
مدنين,12,agree,قائمة الاتحاد من أجل تونس,ocr,قائمة الاتحاد من أجل تونس,قائمة الاتحاد من أجل تونس,1443,1.14,1.14,2,agree,125007,127104,85 86
مدنين,13,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,1224,0.96,0.96,2,agree,125007,127104,85 86
مدنين,14,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهورى,قائمة الحزب ر الجمهو ي,1193,0.94,0.94,2,agree,125007,127104,85 86
مدنين,15,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,901,0.71,0.71,2,agree,125007,127104,85 86
مدنين,16,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,852,0.67,0.67,2,agree,125007,127104,85 86
مدنين,17,agree,قائمة شباب مدنين,ocr,قائمة شباب مدنين,قائمة شباب مدنين,803,0.63,0.63,2,agree,125007,127104,85 86
مدنين,18,agree,قائمة الوحدة الوطنية المستقلة,ocr,قائمة الوحدة الوطنية المستقلة,قائمة الوحدة الوطنية المستقلة,576,0.45,0.45,2,agree,125007,127104,85 86
مدنين,19,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,503,0.4,0.4,2,agree,125007,127104,85 86
مدنين,20,agree,قائمة حزب الغد,ocr,قائمة حزب الغد,قائمة حزب الغد,430,0.34,0.34,2,agree,125007,127104,85 86
مدنين,21,agree,قائمة من أجل تحقيق سلطة الشعب,ocr,قائمة من أجل تحقيق سلطة الشعب,قائمة من أجل تحقيق سلطة الشعب,426,0.34,0.34,2,agree,125007,127104,85 86
مدنين,22,agree,قائمة حزب العدالة والتنمية,ocr,قائمة حزب العدالة والتنمية,قائمة حزب العدالة والتنمية,387,0.3,0.3,2,agree,125007,127104,85 86
مدنين,23,agree,قائمة حزب صوت شعب تونس,ocr,قائمة حزب صوت شعب تونس,قائمة حزب صوت شعب تونس,385,0.3,0.3,2,agree,125007,127104,85 86
مدنين,24,agree,قائمة حزب المجد,ocr,قائمة حزب المجد,قائمة حزب المجد,373,0.29,0.29,2,agree,125007,127104,85 86
مدنين,25,agree,قائمة تونس أقوى,ocr,قائمة تونس أقوى,قائمة تونس أقوى,309,0.24,0.24,2,agree,125007,127104,85 86
مدنين,26,agree,قائمة التآلف الوطنى,ocr,قائمة التآلف الوطنى,قائمة التآلف الوطني,273,0.21,0.21,2,agree,125007,127104,85 86
مدنين,27,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,267,0.21,0.21,2,agree,125007,127104,85 86
مدنين,28,agree,قائمة حركة الديمقراطيين الاشتراكيين,ocr,قائمة حركة الديمقراطيين الاشتراكيين,قائمة حركة الديمقراطيين الاشتراكيين,249,0.2,0.2,2,agree,125007,127104,85 86
مدنين,29,agree,قائمة حزب الأصالة,ocr,قائمة حزب الأصالة,قائمة حزب الأصالة,244,0.19,0.19,2,agree,125007,127104,85 86
مدنين,30,agree,قائمة الشعب يريد,text-layer,,قائمة الشعب يريد,204,0.16,0.16,2,agree,125007,127104,85 86
مدنين,31,agree,قائمة حزب الانفتاح والوفاء,ocr,قائمة حزب الانفتاح والوفاء,قائمة حزب الانفتاح والوفاء,203,0.16,0.16,2,agree,125007,127104,85 86
مدنين,32,agree,قائمة حركة الدستوريون الأحرار,ocr,قائمة حركة الدستوريون الأحرار,قائمة حركة ر الدستو يون الأحرار,196,0.15,0.15,2,agree,125007,127104,85 86
مدنين,33,agree,قائمة اتحاد الشباب الديمقراطى التونسى,ocr,قائمة اتحاد الشباب الديمقراطى التونسى,قائمة اتحاد الشباب الديمقراطي التونسي,192,0.15,0.15,2,agree,125007,127104,85 86
مدنين,34,agree,قائمة الربيع العربي لتحقيق السيادة الاقتصادية,ocr,|[ قائمة الربيع العربي لتحقيق السيادة الاقتصادية ‏,قائمة الربيع العربي لتحقيق السيادة الاقتصادية,119,0.09,0.09,2,agree,125007,127104,85 86
تطاوين,1,agree,قائمة حزب حركة النهضة,decision,قائمة حزب حركة الهضة,قائمة حزب حركة النهضة,22770,63.9,63.9,1,agree,34810,35617,87 88
تطاوين,2,agree,قائمة حزب حركة نداء تونس,decision,قائمة حركة نداء تونس,قائمة حركة نداء تونس,2672,7.5,7.5,1,agree,34810,35617,87 88
تطاوين,3,agree,قائمة حزب الاتحاد الوطني الحر,decision,قائمة حزب الاتحاد الوطني الحر,قائمة حزب الاتحاد الوطني الحر,1284,3.6,3.6,1,agree,34810,35617,87 88
تطاوين,4,agree,قائمة حزب المؤتمر من أجل الجمهورية,decision,قائمة حزب المؤتمر من أجل الجمهورية,قائمة حزب المؤتمرمن أجل ر الجمهو ية,1270,3.6,3.6,1,agree,34810,35617,87 88
تطاوين,5,agree,قائمة الحزب الجمهوري,decision,قائمة الحزب الجمهورى,قائمة الحزب ر الجمهو ي,1000,2.8,2.8,1,agree,34810,35617,87 88
تطاوين,6,agree,قائمة عدالة وسلام,ocr,قائمة عدالة وسلام,قائمة عدالة وسالم,649,1.8,1.8,1,agree,34810,35617,87 88
تطاوين,7,agree,قائمة أوفياء,ocr,قائمة أوفياء,قائمة أوفياء,400,1.1,1.1,1,agree,34810,35617,87 88
تطاوين,8,agree,قائمة الثبات,ocr,قائمة الثبات,قائمة الثبات,398,1.1,1.1,1,agree,34810,35617,87 88
تطاوين,9,agree,قائمة حزب المبادرة,decision,قائمة حزب المبادرة,قائمة حزب ر المباد ة,389,1.1,1.1,1,agree,34810,35617,87 88
تطاوين,10,agree,قائمة حزب التيار الديمقراطي,decision,قائمة حزب التيار الديمقراطى,قائمة حزب التيارالديمقراطي,334,0.9,0.9,1,agree,34810,35617,87 88
تطاوين,11,agree,قائمة تونس العزيزة,ocr,قائمة تونس العزيزة,قائمة تونس العزيزة,326,0.9,0.9,1,agree,34810,35617,87 88
تطاوين,12,agree,قائمة حزب التكتل,ocr,قائمة حزب التكتل,قائمة حزب التكتل,282,0.8,0.8,1,agree,34810,35617,87 88
تطاوين,13,agree,قائمة حزب حركة الشعب,decision,قائمة حركة الشعب,قائمة حركة الشعب,280,0.8,0.8,1,agree,34810,35617,87 88
تطاوين,14,agree,قائمة الحركة الدستورية,ocr,قائمة الحركة الدستورية,قائمة الحركة ر الدستو ية,262,0.7,0.7,1,agree,34810,35617,87 88
تطاوين,15,agree,قائمة تيار المحبة,decision,قائمة تيار المحبة,قائمة تياراملحبة,236,0.7,0.7,1,agree,34810,35617,87 88
تطاوين,16,agree,قائمة حركة وفاء,ocr,قائمة حركة وفاء,قائمة حركة وفاء,232,0.7,0.7,1,agree,34810,35617,87 88
تطاوين,17,agree,قائمة الحربة,ocr,قائمة الحربة,قائمة الحرية,221,0.6,0.6,1,agree,34810,35617,87 88
تطاوين,18,agree,قائمة الجبهة الشعبية,decision,قائمة الجبهة الشعبية,قائمة الجبهة الشعبية,220,0.6,0.6,1,agree,34810,35617,87 88
تطاوين,19,agree,قائمة حزب الأمان,ocr,قائمة حزب الأمان,قائمة حزب الأمان,184,0.5,0.5,1,agree,34810,35617,87 88
تطاوين,20,agree,قائمة حزب التحالف الديمقراطي,decision,قائمة حزب التحالف الديمقراطي,قائمة حزب التحالف الديمقراطي,181,0.5,0.5,1,agree,34810,35617,87 88
تطاوين,21,agree,قائمة حركة التونسي,ocr,قائمة حركة التونبي,قائمة حركة التونسي,173,0.5,0.5,1,agree,34810,35617,87 88
تطاوين,22,agree,قائمة الشعب يريد,ocr,قائمة الشعب يريد,قائمة الشعب يريد,141,0.4,0.4,1,agree,34810,35617,87 88
تطاوين,23,agree,قائمة حزب البناء الوطنى,ocr,قائمة حزب البناء الوطنى,قائمة حزب البناء الوطني,122,0.3,0.3,1,agree,34810,35617,87 88
تطاوين,24,agree,قائمة الإنصاف,ocr,قائمة الإنصاف,قائمة الإنصاف,121,0.3,0.3,1,agree,34810,35617,87 88
تطاوين,25,agree,قائمة حزب العدالة والتنمية,ocr,قائمة حزب العدالة والتنمية,قائمة حزب العدالة والتنمية,115,0.3,0.3,1,agree,34810,35617,87 88
