bureau_code,isie_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,region_name,id_delegation,adm3_pcode,imada_name_ar,imada_name,adm4_pcode,imada_match_score,imada_match_method,registered,voters,valid,blank,spoilt,votes_certified,complete,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_basis,turnout_pct
01010410102,0101,تونس,التحرير,التحرير العلوي,م إبتدائية التحرير العلوي,Tunis,El Tahrir,North East,1157,TN1157,التحرير العلوي,Ettahrir Superieur,TN115754,1.0000,scoped,1024,354,340,6,8,1,1,291,85.5882,73.2353,42,12.3529,-73.2353,7,2.0588,-83.5294,340,saied,zammel,73.2353,1,34.5703
01010410103,0101,تونس,التحرير,التحرير العلوي,م إبتدائية التحرير العلوي,Tunis,El Tahrir,North East,1157,TN1157,التحرير العلوي,Ettahrir Superieur,TN115754,1.0000,scoped,1023,296,278,5,13,1,1,241,86.6906,75.5396,31,11.1511,-75.5396,6,2.1583,-84.5324,278,saied,zammel,75.5396,1,28.9345
01010510101,0101,تونس,التحرير,الحديقة,المعهد الثانوي حي الحديقة,Tunis,El Tahrir,North East,1157,TN1157,الحديقة,El Hadika,TN115755,1.0000,scoped,741,206,197,1,8,1,1,175,88.8325,79.6954,18,9.1371,-79.6954,4,2.0305,-86.8020,197,saied,zammel,79.6954,1,27.8003
01010510102,0101,تونس,التحرير,الحديقة,المعهد الثانوي حي الحديقة,Tunis,El Tahrir,North East,1157,TN1157,الحديقة,El Hadika,TN115755,1.0000,scoped,740,174,169,1,4,1,1,141,83.4320,71.0059,21,12.4260,-71.0059,7,4.1420,-79.2899,169,saied,zammel,71.0059,1,23.5135
01020110101,0102,تونس,الحرائرية,الحرائرية,م إبتدائية 2مارس 34 الحرايرية 4 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1058,257,247,1,9,1,1,228,92.3077,85.4251,17,6.8826,-85.4251,2,0.8097,-91.4980,247,saied,zammel,85.4251,1,24.2911
01020110102,0102,تونس,الحرائرية,الحرائرية,م إبتدائية 2مارس 34 الحرايرية 4 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1058,238,230,2,6,1,1,218,94.7826,90.8696,9,3.9130,-90.8696,3,1.3043,-93.4783,230,saied,zammel,90.8696,1,22.4953
01020110103,0102,تونس,الحرائرية,الحرائرية,م إبتدائية 2مارس 34 الحرايرية 4 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1058,223,213,6,4,1,1,199,93.4272,86.8545,14,6.5728,-86.8545,0,0.0000,-93.4272,213,saied,zammel,86.8545,1,21.0775
01020110104,0102,تونس,الحرائرية,الحرائرية,م إبتدائية 2مارس 34 الحرايرية 4 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1056,158,156,1,1,1,1,144,92.3077,85.8974,10,6.4103,-85.8974,2,1.2821,-91.0256,156,saied,zammel,85.8974,1,14.9621
01020110201,0102,تونس,الحرائرية,الحرائرية,م إبتدائية الحرايرية 3 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1110,257,249,5,3,1,1,228,91.5663,85.1406,16,6.4257,-85.1406,5,2.0080,-89.5582,249,saied,zammel,85.1406,1,23.1532
01020110202,0102,تونس,الحرائرية,الحرائرية,م إبتدائية الحرايرية 3 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1110,213,200,6,7,1,1,183,91.5000,85.0000,13,6.5000,-85.0000,4,2.0000,-89.5000,200,saied,zammel,85.0000,1,19.1892
01020110203,0102,تونس,الحرائرية,الحرائرية,م إبتدائية الحرايرية 3 - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1109,176,171,1,4,1,1,159,92.9825,87.1345,10,5.8480,-87.1345,2,1.1696,-91.8129,171,saied,zammel,87.1345,1,15.8702
01020110301,0102,تونس,الحرائرية,الحرائرية,م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1234,281,269,5,7,1,1,240,89.2193,80.2974,24,8.9219,-80.2974,5,1.8587,-87.3606,269,saied,zammel,80.2974,1,22.7715
01020110302,0102,تونس,الحرائرية,الحرائرية,م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1234,265,260,1,4,1,1,238,91.5385,86.1538,14,5.3846,-86.1538,8,3.0769,-88.4615,260,saied,zammel,86.1538,1,21.4749
01020110303,0102,تونس,الحرائرية,الحرائرية,م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الحرايرية,El-Hrairia,TN116351,1.0000,scoped,1233,210,207,1,2,1,1,192,92.7536,85.9903,14,6.7633,-85.9903,1,0.4831,-92.2705,207,saied,zammel,85.9903,1,17.0316
01020210101,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1089,281,269,5,7,1,1,250,92.9368,87.3606,15,5.5762,-87.3606,4,1.4870,-91.4498,269,saied,zammel,87.3606,1,25.8035
01020210102,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1089,240,234,1,5,1,1,224,95.7265,92.3077,8,3.4188,-92.3077,2,0.8547,-94.8718,234,saied,zammel,92.3077,1,22.0386
01020210103,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1089,229,223,5,1,1,1,213,95.5157,92.3767,7,3.1390,-92.3767,3,1.3453,-94.1704,223,saied,zammel,92.3767,1,21.0285
01020210104,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1089,213,208,2,3,1,1,198,95.1923,90.8654,9,4.3269,-90.8654,1,0.4808,-94.7115,208,saied,zammel,90.8654,1,19.5592
01020210105,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1089,216,211,1,4,1,1,196,92.8910,87.2038,12,5.6872,-87.2038,3,1.4218,-91.4692,211,saied,zammel,87.2038,1,19.8347
01020210106,0102,تونس,الحرائرية,الزهروني,م إبتدائية 18جانفي الحرايرية - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1087,211,203,2,6,1,1,185,91.1330,84.2365,14,6.8966,-84.2365,4,1.9704,-89.1626,203,saied,zammel,84.2365,1,19.4112
01020210201,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,329,317,5,7,1,1,290,91.4826,84.2271,23,7.2555,-84.2271,4,1.2618,-90.2208,317,saied,zammel,84.2271,1,25.3858
01020210202,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,352,337,5,10,1,1,316,93.7685,88.4273,18,5.3412,-88.4273,3,0.8902,-92.8783,337,saied,zammel,88.4273,1,27.1605
01020210203,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,296,275,2,19,1,1,261,94.9091,90.1818,13,4.7273,-90.1818,1,0.3636,-94.5455,275,saied,zammel,90.1818,1,22.8395
01020210204,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,282,274,3,5,1,1,263,95.9854,92.3358,10,3.6496,-92.3358,1,0.3650,-95.6204,274,saied,zammel,92.3358,1,21.7593
01020210205,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,301,287,5,9,1,1,272,94.7735,90.5923,12,4.1812,-90.5923,3,1.0453,-93.7282,287,saied,zammel,90.5923,1,23.2253
01020210206,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1296,277,265,5,7,1,1,246,92.8302,86.7925,16,6.0377,-86.7925,3,1.1321,-91.6981,265,saied,zammel,86.7925,1,21.3735
01020210207,0102,تونس,الحرائرية,الزهروني,م إبتدائية الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1295,265,253,3,9,1,1,231,91.3043,83.3992,20,7.9051,-83.3992,2,0.7905,-90.5138,253,saied,zammel,83.3992,1,20.4633
01020210301,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1245,218,207,4,7,1,1,188,90.8213,82.6087,17,8.2126,-82.6087,2,0.9662,-89.8551,207,saied,zammel,82.6087,1,17.5100
01020210302,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1245,215,209,2,4,1,1,196,93.7799,87.5598,13,6.2201,-87.5598,0,0.0000,-93.7799,209,saied,zammel,87.5598,1,17.2691
01020210303,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1245,173,172,0,1,1,1,160,93.0233,87.2093,10,5.8140,-87.2093,2,1.1628,-91.8605,172,saied,zammel,87.2093,1,13.8956
01020210304,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1245,172,167,4,1,1,1,156,93.4132,87.4251,10,5.9880,-87.4251,1,0.5988,-92.8144,167,saied,zammel,87.4251,1,13.8153
01020210305,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1245,195,193,1,1,1,1,184,95.3368,92.2280,6,3.1088,-92.2280,3,1.5544,-93.7824,193,saied,zammel,92.2280,1,15.6627
01020210306,0102,تونس,الحرائرية,الزهروني,م إبتدائية حي السلامة - الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,1243,180,176,2,2,1,1,161,91.4773,85.7955,10,5.6818,-85.7955,5,2.8409,-88.6364,176,saied,zammel,85.7955,1,14.4811
01020210401,0102,تونس,الحرائرية,الزهروني,معهد الزهروني,Tunis,Hrairia,North East,1163,TN1163,الزهروني,Ezzahrouni,TN116359,1.0000,scoped,269,74,67,4,3,1,1,62,92.5373,85.0746,5,7.4627,-85.0746,0,0.0000,-92.5373,67,saied,zammel,85.0746,1,27.5093
01020310101,0102,تونس,الحرائرية,الزهور الخامس,م ابتدائية حي الزهور   5على 1,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1120,466,448,5,13,1,1,424,94.6429,90.6250,18,4.0179,-90.6250,6,1.3393,-93.3036,448,saied,zammel,90.6250,1,41.6071
01020310102,0102,تونس,الحرائرية,الزهور الخامس,م ابتدائية حي الزهور   5على 1,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1119,407,393,5,9,1,1,363,92.3664,86.7684,22,5.5980,-86.7684,8,2.0356,-90.3308,393,saied,zammel,86.7684,1,36.3718
01020310201,0102,تونس,الحرائرية,الزهور الخامس,م ابتدائية حي الزهور 5 على 2,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1079,427,408,5,14,1,1,378,92.6471,86.7647,24,5.8824,-86.7647,6,1.4706,-91.1765,408,saied,zammel,86.7647,1,39.5737
01020310301,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1167,490,477,6,7,1,1,423,88.6792,80.0839,41,8.5954,-80.0839,13,2.7254,-85.9539,477,saied,zammel,80.0839,1,41.9880
01020310302,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1167,435,408,14,13,1,1,366,89.7059,81.6176,33,8.0882,-81.6176,9,2.2059,-87.5000,408,saied,zammel,81.6176,1,37.2751
01020310303,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1167,444,420,15,9,1,1,391,93.0952,87.6190,23,5.4762,-87.6190,6,1.4286,-91.6667,420,saied,zammel,87.6190,1,38.0463
01020310401,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية حي الزهور 5 الممتدّ 2 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,774,288,277,8,3,1,1,248,89.5307,80.5054,25,9.0253,-80.5054,4,1.4440,-88.0866,277,saied,zammel,80.5054,1,37.2093
01020310402,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية حي الزهور 5 الممتدّ 2 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,774,262,256,5,1,1,1,235,91.7969,84.3750,19,7.4219,-84.3750,2,0.7812,-91.0156,256,saied,zammel,84.3750,1,33.8501
01020310501,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1249,510,496,4,10,1,1,455,91.7339,86.0887,28,5.6452,-86.0887,13,2.6210,-89.1129,496,saied,zammel,86.0887,1,40.8327
01020310502,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1248,452,431,4,17,1,1,405,93.9675,89.3271,20,4.6404,-89.3271,6,1.3921,-92.5754,431,saied,zammel,89.3271,1,36.2179
01020310601,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 2 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1266,601,564,4,33,1,1,528,93.6170,87.9433,32,5.6738,-87.9433,4,0.7092,-92.9078,564,saied,zammel,87.9433,1,47.4724
01020310602,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 2 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1266,461,411,11,39,1,1,375,91.2409,83.4550,32,7.7859,-83.4550,4,0.9732,-90.2676,411,saied,zammel,83.4550,1,36.4139
01020310603,0102,تونس,الحرائرية,الزهور الخامس,م إبتدائية عقبة ابن نافع 2 - الزهور الخامس,Tunis,Hrairia,North East,1163,TN1163,الزهور الخامس,Ezzouhour V,TN116352,1.0000,scoped,1264,490,465,4,21,1,1,436,93.7634,89.0323,22,4.7312,-89.0323,7,1.5054,-92.2581,465,saied,zammel,89.0323,1,38.7658
01020410101,0102,تونس,الحرائرية,العقبة,المدرسة الإبتدائية بحي الواحة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,810,508,497,4,7,1,1,415,83.5010,69.8189,68,13.6821,-69.8189,14,2.8169,-80.6841,497,saied,zammel,69.8189,1,62.7160
01020410201,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1273,461,441,10,10,1,1,404,91.6100,84.5805,31,7.0295,-84.5805,6,1.3605,-90.2494,441,saied,zammel,84.5805,1,36.2137
01020410202,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1273,427,408,3,16,1,1,365,89.4608,80.8824,35,8.5784,-80.8824,8,1.9608,-87.5000,408,saied,zammel,80.8824,1,33.5428
01020410203,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1273,380,362,8,10,1,1,329,90.8840,83.7017,26,7.1823,-83.7017,7,1.9337,-88.9503,362,saied,zammel,83.7017,1,29.8507
01020410204,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1273,345,333,2,10,1,1,294,88.2883,79.5796,29,8.7087,-79.5796,10,3.0030,-85.2853,333,saied,zammel,79.5796,1,27.1013
01020410205,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1273,406,373,3,30,1,1,339,90.8847,82.3056,32,8.5791,-82.3056,2,0.5362,-90.3485,373,saied,zammel,82.3056,1,31.8932
01020410206,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 1 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1272,347,328,2,17,1,1,286,87.1951,75.6098,38,11.5854,-75.6098,4,1.2195,-85.9756,328,saied,zammel,75.6098,1,27.2799
01020410301,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 2 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1085,238,230,4,4,1,1,213,92.6087,85.6522,16,6.9565,-85.6522,1,0.4348,-92.1739,230,saied,zammel,85.6522,1,21.9355
01020410302,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 2 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1085,223,216,3,4,1,1,200,92.5926,85.6481,15,6.9444,-85.6481,1,0.4630,-92.1296,216,saied,zammel,85.6481,1,20.5530
01020410303,0102,تونس,الحرائرية,العقبة,م إبتدائية المشتل 2 - العقبة,Tunis,Hrairia,North East,1163,TN1163,العقبة,El Akba,TN116353,1.0000,scoped,1004,189,182,4,3,1,1,173,95.0549,90.1099,9,4.9451,-90.1099,0,0.0000,-95.0549,182,saied,zammel,90.1099,1,18.8247
01020510101,0102,تونس,الحرائرية,العقبة العليا,م إبتدائية حي الصحة الحرايرية - العقبة العليا,Tunis,Hrairia,North East,1163,TN1163,العقبة العليا,El Akba Superieur,TN116354,1.0000,scoped,1090,413,397,6,10,1,1,330,83.1234,68.5139,58,14.6096,-68.5139,9,2.2670,-80.8564,397,saied,zammel,68.5139,1,37.8899
01020510102,0102,تونس,الحرائرية,العقبة العليا,م إبتدائية حي الصحة الحرايرية - العقبة العليا,Tunis,Hrairia,North East,1163,TN1163,العقبة العليا,El Akba Superieur,TN116354,1.0000,scoped,1090,333,316,5,12,1,1,257,81.3291,66.1392,48,15.1899,-66.1392,11,3.4810,-77.8481,316,saied,zammel,66.1392,1,30.5505
01020510103,0102,تونس,الحرائرية,العقبة العليا,م إبتدائية حي الصحة الحرايرية - العقبة العليا,Tunis,Hrairia,North East,1163,TN1163,العقبة العليا,El Akba Superieur,TN116354,1.0000,scoped,1090,342,327,4,11,1,1,275,84.0979,72.1713,39,11.9266,-72.1713,13,3.9755,-80.1223,327,saied,zammel,72.1713,1,31.3761
01020510104,0102,تونس,الحرائرية,العقبة العليا,م إبتدائية حي الصحة الحرايرية - العقبة العليا,Tunis,Hrairia,North East,1163,TN1163,العقبة العليا,El Akba Superieur,TN116354,1.0000,scoped,1090,300,288,4,8,1,1,247,85.7639,75.6944,29,10.0694,-75.6944,12,4.1667,-81.5972,288,saied,zammel,75.6944,1,27.5229
01020610101,0102,تونس,الحرائرية,العنتيت,م إبتدائية حي العنتيت -  الحرائرية,Tunis,Hrairia,North East,1163,TN1163,العنتيت,El Antit,TN116356,1.0000,scoped,1010,479,460,4,15,1,1,424,92.1739,86.0870,28,6.0870,-86.0870,8,1.7391,-90.4348,460,saied,zammel,86.0870,1,47.4257
01020610102,0102,تونس,الحرائرية,العنتيت,م إبتدائية حي العنتيت -  الحرائرية,Tunis,Hrairia,North East,1163,TN1163,العنتيت,El Antit,TN116356,1.0000,scoped,1010,410,389,4,17,1,1,364,93.5733,88.4319,20,5.1414,-88.4319,5,1.2853,-92.2879,389,saied,zammel,88.4319,1,40.5941
01020610103,0102,تونس,الحرائرية,العنتيت,م إبتدائية حي العنتيت -  الحرائرية,Tunis,Hrairia,North East,1163,TN1163,العنتيت,El Antit,TN116356,1.0000,scoped,1008,427,413,9,5,1,1,385,93.2203,87.6513,23,5.5690,-87.6513,5,1.2107,-92.0097,413,saied,zammel,87.6513,1,42.3611
01020710101,0102,تونس,الحرائرية,الفلة,م إبتدائية حي الفلة - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الفلة,El Foula,TN116357,1.0000,scoped,1102,487,462,9,16,1,1,418,90.4762,82.4675,37,8.0087,-82.4675,7,1.5152,-88.9610,462,saied,zammel,82.4675,1,44.1924
01020710102,0102,تونس,الحرائرية,الفلة,م إبتدائية حي الفلة - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الفلة,El Foula,TN116357,1.0000,scoped,1100,410,400,2,8,1,1,371,92.7500,87.2500,22,5.5000,-87.2500,7,1.7500,-91.0000,400,saied,zammel,87.2500,1,37.2727
01020710103,0102,تونس,الحرائرية,الفلة,م إبتدائية حي الفلة - الحرائرية,Tunis,Hrairia,North East,1163,TN1163,الفلة,El Foula,TN116357,1.0000,scoped,1102,432,415,6,11,1,1,371,89.3976,81.4458,33,7.9518,-81.4458,11,2.6506,-86.7470,415,saied,zammel,81.4458,1,39.2015
