governorate_ar,constituency_ar,delegation_ar,imada_ar,centre_name_ar,centre_name_fr,ussd_code,governorate,source_page
المهدية,المهدية,هبرية,الشحدة الغربية,م إبتدائية أولاد نصيب الشط - الشحدة الغربية,E.P.OULED NECIB CHATT - CHAHDA OUEST,4522,المهدية,67
المهدية,المهدية,هبرية,الشحدة الغربية,م إبتدائية أولاد نصيب عقبة - الشحدة الغربية,E.P.OKBA - CHAHDA OUEST,4523,المهدية,67
المهدية,المهدية,هبرية,المحارزة الجنوبية,م إبتدائية المحارزة - المحارزة الجنوبية,E.P.MHARZA - MHARZA SUD,4524,المهدية,67
المهدية,المهدية,هبرية,المحارزة الجنوبية,م إبتدائية المحارزة الجنوبية,E.P.MHARZA SUD,4525,المهدية,67
المهدية,المهدية,هبرية,ميل حشاد,م إبتدائية الكراعيد - ميل حشاد,E.P.KRAID - MANZEL HACHED,4526,المهدية,67
المهدية,المهدية,هبرية,ميل حشاد,م إبتدائية ميل حشاد هبرية,E.P.MANZEL HACHED HBIRA,4527,المهدية,67
المهدية,المهدية,هبرية,هبرية,م إبتدائية 2مارس 43 هبرية - هبرية,E.P.2 MARS 34 HBIRA,4528,المهدية,67
المهدية,المهدية,هبرية,هبرية,م إبتدائية الحجارة - هبرية,E.P.HAJARA  - HBIRA,4529,المهدية,67
المنستري,المنستري,البقالطة,البغدادي,م إبتدائية البغدادي,E.P.BAGDADI,4530,المنستير,67
المنستري,المنستري,البقالطة,البقالطة الجنوبية,م إبتدائية البقالطة المحطة - البقالطة الجنوبية,E.P.BEKALTA GARE SUD,4531,المنستير,67
المنستري,المنستري,البقالطة,البقالطة الجنوبية,م إبتدائية حشاد البقالطة - البقالطة الجنوبية,E.P.HACHED BEKALTA SUD,4532,المنستير,67
المنستري,المنستري,البقالطة,ر البقالطة الشقية,ر م إ البحرية - البقالطة الشقية,E.P.ELBHIRA BEKALTA NORD,4533,المنستير,67
المنستري,المنستري,البقالطة,البقالطة الرشقية,م إبتدائية الرشف - البقالطة الرشقية,E.P.ECH CHARAF BKALTA,4534,المنستير,67
المنستري,المنستري,البقالطة,البقالطة الشمالية,م إبتدائية البقالطة زبيد - البقالطة الشمالية,E.P.ZEBID BKALTA,4535,المنستير,67
المنستي ر,المنستي ر,البقالطة,البقالطة الشمالية,م إبتدائية الح الجديد البقالطة - البقالطة الشمالية,E.P.BEKALTA NOUVELLE CITE,4536,المنستير,67
المنستي ر,المنستي ر,الساحل ي ر,الساحل ي الرشقية ر,م إبتدائية السلام الساحل ي - الساحل ي الرشقية رر,E.P.ESSALAM SEHLIN EST,4537,المنستير,67
المنستي ر,المنستي ر,الساحل ي ر,الساحل ي الرشقية ر,م إبتدائية شاكر الساحل ي - الساحل ي الرشقية رر,E.P. CHEKER SEHLINE EST,4538,المنستير,67
المنستي ر,المنستي ر,الساحل ي ر,الساحل ي الغربية ر,م إبتدائية الحبيب الساحل ي - الساحل ي الغربية رر,E.P.EL HABIB SEHLIN,4539,المنستير,67
المنستي ر,المنستي ر,الساحل ي ر,سيدي عامر,م إبتدائية سيدي عامر,E.P.SIDI AMEUR,4540,المنستير,67
المنستري,المنستري,الساحلري,مسجد عيس,م إبتدائية مسجد عيس,E.P.MASJED AISSA,4541,المنستير,67
المنستري,المنستري,الساحلري,معتمر,م إبتدائية معتمر 2/3 - معتمر,E.P.MOTAMAR-2 MARS 34,4542,المنستير,67
المنستري,المنستري,المكنري,ر الشاحيل,ر م إبتدائية المزاهيد شاحيل,E.P.EL MZAHID CHRAHIL,4543,المنستير,67
المنستري,المنستري,المكنري,ر الشاحيل,ر م إبتدائية شاحيل,E.P.CHERAHIL,4544,المنستير,67
المنستري,المنستري,المكنري,المكنري الجوفية,م إبتدائية ابن صالح المكنري - المكنري الجوفية,E.P.BEN SALAH MOKNIN CENTRE,4545,المنستير,67
المنستري,المنستري,المكنري,ر المكنري الشقية,ر م إبتدائية الحاج محمد زخامة المكنري - المكنري الشقية,E.P.HAJ MED ZAKHAMA MOKNINE,4546,المنستير,67
المنستري,المنستري,المكنري,ر المكنري الشقية,ر م إبتدائية الهدى المكنري - المكنري الشقية,E.P.EL HOUDA MOKNINE,4547,المنستير,67
المنستري,المنستري,المكنري,المكنري الغربية,م إبتدائية الزهور بالمكنري - المكنري الغربية,E.P.EZZOUHOUR MOKNIN OUEST,4548,المنستير,67
المنستري,المنستري,المكنري,المكنري الغربية,م إبتدائية سعيد أبو بكر بالمكنري - المكنري الغربية,E.P.SAID ABOU BAKER MOKNIN,4549,المنستير,67
المنستري,المنستري,المكنري,خري الدين,م إبتدائية الزامرين المكنري - خري الدين,E.P.EZ ZAMRINE MOKNINE,4550,المنستير,67
المنستري,المنستري,المكنري,خري الدين,م إبتدائية المنار المكنري - خري الدين,E.P.EL MANAR 1 MOKNIN,4551,المنستير,68
المنستري,المنستري,المكنري,خري الدين,م إبتدائية خري الدين,E.P.KHIR EDDINE,4552,المنستير,68
المنستري,المنستري,المكنري,خري الدين,م إبتدائية نهج بورقيبة الفتح - خري الدين,E.P. FATH R.BOURGUIBA KHAIR,4553,المنستير,68
المنستري,المنستري,المكنري,رأس الوادي,م إبتدائية الاخلاق بالمكنري - رأس الوادي,E.P.AKHLAK MOKNIN,4554,المنستير,68
المنستري,المنستري,المكنري,رأس الوادي,م إبتدائية الحرية – رأس الوادي,EP EL HORRIA – RAS ELWAD,4555,المنستير,68
المنستري,المنستري,المكنري,رأس الوادي,م إبتدائية النور بالمكنري - رأس الوادي,E.P.ENNOUR MOKNIN,4556,المنستير,68
المنستري,المنستري,المكنري,سيدي بنور,م إبتدائية الحوم سيدي بنور,E.P.EL HOUME SIDI BANNOUR,4557,المنستير,68
المنستري,المنستري,المكنري,سيدي بنور,م إبتدائية سيدي بنور الح الجديد,E.P.SIDI BANNOUR CITE NVLLE,4558,المنستير,68
المنستري,المنستري,المكنري,سيدي بنور,م إبتدائية سيدي بنور أولاد سعيد,E.P.SIDI BANNOUR OULED SAID,4559,المنستير,68
المنستري,المنستري,المكنري,عمرية التوازرة الشمالية,م إبتدائية ابن خلدون التوازرة - التوازرة الشمالية,E.P. IBN KHALDOUN TOUAZRA,4560,المنستير,68
المنستري,المنستري,المكنر ي,عمرية التوازرة الشمالية,م إبتدائية السمريات حسن بن ابراهيم - عمرية التوزارة,E.P.H.BEN BRAHIM AMIRAT TOUAZRA,4561,المنستير,68
المنستري,المنستري,المكنر ي,عمرية التوازرة الشمالية,م إبتدائية النض التوازرة - التوازرة الشمالية,E.P.ENNASR- TOUAZRA NORD,4562,المنستير,68
المنستري,المنستري,المكنر ي,عمرية التوزارة الجنوبية,م إ الرشاد التوازرة - عمرية التوازرة الجنوبية,E.P.ERRACHED AMIRATOUAZRA,4563,المنستير,68
المنستري,المنستري,المكن ي ر,عمرية التوزارة الجنوبية,م إبتدائية المثابرة التوازرة - عمرية التوزارة الجنوبية,E.P.MOUTHABRA TOUAZRA SUD,4564,المنستير,68
المنستي ر,المنستي ر,المكن ي ر,عمية الحجاج ر,م إبتدائية الاضياف - عمية الحجاج ر,E.P.EL ADHIAF A  HOJJAJ,4565,المنستير,68
المنستي ر,المنستي ر,المكن ي ر,عمية الحجاج ر,م إبتدائية الحجاج - عمية الحجاج ر,E.P.HOJJAJ AMIRAT HOJJAJ,4566,المنستير,68
المنستي ر,المنستي ر,المكن ي ر,عمية الحجاج ر,م إبتدائية المرازقة بالفحول - عمية الحجاج ر,E.P.EL MRAZGUA AMIRA HOJJAJ,4567,المنستير,68
المنستي ر,المنستي ر,المكن ي ر,عمية الحجاج ر,م إبتدائية أولاد جمعة الفوز بالحجاج - عمية الحجاج ر,E.P.EL FAWZ A.HOJJAJ-O.JEMAA,4568,المنستير,68
المنستري,المنستري,المكنري,عمرية الحجاج,م إبتدائية أولاد عزيزة الحجاج - عمرية الحجاج,E.P.OULED AZIZA HOJJAJ A HOJJAJ,4569,المنستير,68
المنستري,المنستري,المكنري,عمرية الفحول,م إبتدائية الفحول - عمرية الفحول,E.P.EL FHOUL AMIRET EL FHOUL,4570,المنستير,68
المنستري,المنستري,المكنري,عمرية الفحول,م إبتدائية الفحول الجديدة - عمرية الفحول,E.P.FHOUL ELJADIDA A FHOUL,4571,المنستير,68
المنستري,المنستري,المكنري,عمرية الفحول,م إبتدائية أولاد بوسيف الفحول - عمرية الفحول,E.P.OULED YOUSSEF AMIRA FHOUL,4572,المنستير,68
المنستري,المنستري,المكنري,عمرية الفحول,م إبتدائية فحول العهد الجديد - عمرية الفحول,E.P. A ELFHOUL-AHD EL JEDID,4573,المنستير,68
المنستري,المنستري,المكنري,عمرية الفحول,م إبتدائية فرج الحاج عثمان القراوة - عمرية الفحول,E.P.GRAOUA F H OTHMAN AMIRA,4574,المنستير,68
المنستري,المنستري,المكنري,ميل فارسى,م إبتدائية الشواشري - ميل فارسى,E.P.ECHOUACHINE MENZEL FERSI,4575,المنستير,68
المنستري,المنستري,المكنري,ميل فارسى,م إبتدائية ميل فارسى,E.P.MENZEL FERSI,4576,المنستير,68
المنستري,المنستري,المنستري,الحلية,م إبتدائية الفرينة المنستري - الحلية,E.P. EL FRINA MONASTIR,4577,المنستير,68
المنستري,المنستري,المنستري,الحلية,م إبتدائية ح البساتري - الحلية,E.P.CITE EL BASSATINE MONASTIR,4578,المنستير,68
المنستري,المنستري,المنستري,الحلية,م إبتدائية ح السلام - الحلية,E.P.CITE ESSALEM MONASTIR,4579,المنستير,68
المنستري,المنستري,المنستري,الحلية 2,م إبتدائية ح العمران - الحلية 2,E.P.CITE EL OMRANE HILYA2,4580,المنستير,68
المنستري,المنستري,المنستري,الحلية 2,م إبتدائية سيدي نض المنستري - الحلية 2,E.P.SIDI NASR MONASTIR HILYA2,4581,المنستير,68
المنستري,المنستري,المنستري,الحلية 2,م إبتدائية طريق القريوان المنستري - الحلية 2,E.P.RTE DE KAIROUAN MONASTIR HILYA2,4582,المنستير,68
المنستري,المنستري,المنستري,الحلية 2,م إبتدائية طريق رمادة - الحلية 2,E.P.ROUTE REMADA HILYA2,4583,المنستير,68
المنستري,المنستري,المنستري,الربط,م إبتدائية الصادق مزال المنستري - الربط,E.P.AV.L.SADOK MZALI MONASTIR,4584,المنستير,68
المنستري,المنستري,المنستري,الربط,م إبتدائية عبد الله الزناد المنستري - الربط,E.P.ABDHALLAH ZANED RBAT MONASTIR,4585,المنستير,68
المنستري,المنستري,المنستري,المدينة,م إبتدائية غرة جوان المنستري - المدينة,E.P.1ER JUIN MONASTIR EL MEDINA,4586,المنستير,68
المنستري,المنستري,المنستري,المدينة 2,م إبتدائية العقبة - المدينة 2,E.P.EL AGBA  MEDINA 2,4587,المنستير,68
المنستري,المنستري,المنستري,المدينة 2,م إبتدائية الهادي نعمان المنستري - المدينة 2,E.P.HEDI.NOMAAN MONASTIR EL MEDINA2,4588,المنستير,68
المنستي ر,المنستي ر,المنستي ر,باب الغرن,م إبتدائية المنستي ح الرياض - باب الغرن ر,E.P.MONASTIR CITE RIADH  BAB OUEST,4589,المنستير,68
المنستي ر,المنستي ر,المنستي ر,باب الغرن,م إبتدائية ح السعادة المنستي - باب الغرن ر,E.P.ES SAADA MONASTIR BAB OUEST,4590,المنستير,68
المنستي ر,المنستي ر,المنستي ر,خنيس,م إ عمر الصكل - خنيس,E.P.OMAR SAKLI KHENIS,4591,المنستير,68
المنستي ر,المنستي ر,المنستي ر,خنيس,م إبتدائية ابن خلدون خنيس,E.P.IBN KHALDOUN KHENIS,4592,المنستير,68
المنستي ر,المنستي ر,المنستي ر,خنيس,م إبتدائية الهادي يوسف خنيس,E.P.HEDI YOUSSEF KHENIS,4593,المنستير,68
المنستري,المنستري,المنستري,صقانس,م إبتدائية 2مارس 43 صقانس,E.P.2 MARS 34 SKANES,4594,المنستير,68
المنستري,المنستري,المنستري,صقانس,م إبتدائية السوان المنستري - صقانس,E.P.ESSOUANI MONASTIR,4595,المنستير,68
المنستري,المنستري,المنستري,صقانس,م إبتدائية صقانس النخيل المنستري,E.P.SKANES ENNAKHIL MONASTIR,4596,المنستير,68
المنستري,المنستري,الوردانري,الوردانري الجنوبية,م إ الوردانري الشهداء - الوردانري الجنوبية,E.P.ECHOUHADA EL WARDANIN SUD,4597,المنستير,68
المنستري,المنستري,الوردانري,الوردانري الجنوبية,م إبتدائية ابن يونس الوردانري - الوردانري الجنوبية,E.P.IBN YOUNES OURDENINE SUD,4598,المنستير,68
المنستري,المنستري,الوردانري,الوردانري الجنوبية,م إبتدائية عبد الله فرحات - الوردانري الجنوبية,E.P.A  FARHAT OURDENINE  SUD,4599,المنستير,68
المنستري,المنستري,الوردانري,الوردانري الشمالية,م إبتدائية الأمل الوردانري - الوردانري الشمالية,E.P.EL AMEL OUERDENIN,4600,المنستير,68
المنستري,المنستري,الوردانري,الوردانري الشمالية,م إبتدائية التقدم بالوردانري - الوردانري الشمالية,E.P.ETAKADOM OURDENINE N,4601,المنستير,68
المنستري,المنستري,الوردانري,سيدي بوعثمان,م إبتدائية سيدي بوعثمان,E.P.SIDI BOU OTHMAN,4602,المنستير,68
المنستري,المنستري,الوردانري,ميل خري,م إبتدائية ميل خري,E.P.MENZEL KHIR,4603,المنستير,68
المنستري,المنستري,بنبلة,المصدور,م إبتدائية المصدور,E.P.MAZDOUR,4604,المنستير,69
المنستري,المنستري,بنبلة,المنارة,م إبتدائية المنار بالمنارة,E.P.EL MANAR-EL MANARA,4605,المنستير,69
المنستري,المنستري,بنبلة,بنبلة,م إبتدائية الجمهورية بنبلة,E.P.EL JOUMHOURIA BENBLA,4606,المنستير,69
المنستري,المنستري,بنبلة,بنبلة,م إبتدائية بورقيبة بنبلة,E.P.BOURGUIBA BENBLA,4607,المنستير,69
المنستري,المنستري,بنبلة,بنبلة الغربية,م إبتدائية حشاد بنبلة - بنبلة الغربية,E.P.HACHED BENBLA,4608,المنستير,69
المنستري,المنستري,بنبلة,ميل النور,م إ الشهيد سام يوسف - ميل النور,E.P.SAMI YOUSSEF MENZEL ENOUR,4609,المنستير,69
المنستري,المنستري,بنبلة,ميل النور,م إبتدائية 2/3/43 ميل النور,E.P.MZEL ENNOUR 2 MARS 34,4610,المنستير,69
المنستري,المنستري,بنبلة,ميل النور,م إبتدائية ميل النورشارع بورقيبة,E.P.M ENNOUR AV BOURGUIBA,4611,المنستير,69
المنستري,المنستري,بنبلة,ميل حرب,م إبتدائية ميل حرب,E.P.MENZEL HARB,4612,المنستير,69
المنستري,المنستري,بب حسان,الجنائحة,م إبتدائية الجنائحة 1 - الجنائحة,E.P.JENAYHA 1,4613,المنستير,69
المنستري,المنستري,بب حسان,الجنائحة,م إبتدائية الجنائحة 2 المستقبل - الجنائحة,E.P.EL MOUSTAKBEL-JENAYHA 2,4614,المنستير,69
المنستري,المنستري,ب ب حسان,الغنادة,م إبتدائية العثامنة - الغنادة,E.P.EL ATHAMNA GHNEDA,4615,المنستير,69
المنستري,المنستري,ب ب حسان,الغنادة,م إبتدائية الغنادة,E.P.GHENADA,4616,المنستير,69
المنستري,المنستري,ب ب حسان,ب ب حسان الجوفية,م إبتدائية 2/3/43 ب ب حسان - ب ب حسان الجوفية,E.P.2 MARS 34 BNI HASSEN CENTR,4617,المنستير,69
المنستي ر,المنستي ر,ب ب حسان,ب ب حسان القبلية,م إبتدائية حشاد ب ب حسان - ب ب حسان القبلية,E.P.HACHED BNI HASSEN KEBLIA,4618,المنستير,69
المنستي ر,المنستي ر,جمال,الطيايرة,م إبتدائية الطيايرة,E.P.TYAIRA,4619,المنستير,69
المنستي ر,المنستي ر,جمال,الهدادرة,م إبتدائية السعيدة - الهدادرة,E.P.SAIDA HDEDRA,4620,المنستير,69
المنستي ر,المنستي ر,جمال,بي الطيب,م إبتدائية بي الطيب,E.P.BIR TAIEB,4621,المنستير,69
المنستري,المنستري,جمال,جمال الجوفية,م إبتدائية ح التضامن جمال - جمال الجوفية,E.P.ETTADHAMEN  JAMMEL,4622,المنستير,69
المنستري,المنستري,جمال,ر جمال الشقية,ر م إبتدائية القصاص جمال - جمال الشقية,E.P.EL KASSAS JAMMEL EST,4623,المنستير,69
المنستري,المنستري,جمال,ر جمال الشقية,ر م إبتدائية الهداية جمال - جمال الشقية,E.P. EL HIDAYA JAMMEL EST,4624,المنستير,69
المنستري,المنستري,جمال,ر جمال الشقية,ر م إبتدائية ح المنار جمال - جمال الشقية,E.P.CITE EL MANAR JAMMEL EST,4625,المنستير,69
المنستري,المنستري,جمال,جمال الغربية,م إبتدائية ابن الجزار - جمال الغربية,E.P.RUE IBN EL JAZAR JAMMEL,4626,المنستير,69
المنستري,المنستري,جمال,جمال الغربية,م إبتدائية المهريي جمال - جمال الغربية,E.P.EL MHIRI JAMMEL OUEST,4627,المنستير,69
المنستري,المنستري,جمال,جمال الغربية,م إبتدائية ح الفتح جمال - جمال الغربية,E.P.CITE EL FATH JAMMEL,4628,المنستير,69
المنستري,المنستري,جمال,جمال الغربية,م إبتدائية سيدي مسعود جمال - جمال الغربية,E.P.SIDI MESSAOUD JAMMEL OUEST,4629,المنستير,69
المنستري,المنستري,جمال,جمال القبلية,م إبتدائية الشهداء جمال - جمال القبلية,E.P.ECHOUHADA JAMMEL KEBLIA,4630,المنستير,69
المنستري,المنستري,جمال,جمال القبلية,م إبتدائية ب - س - ب جمال - جمال القبلية,E.P.B.S.B JAMMEL KEBLIA,4631,المنستير,69
المنستري,المنستري,جمال,زاوية قنطش,زاوية قنطش بورقيبة,E.P.ZAOUIET KONTECH BOURGUIBA,4632,المنستير,69
المنستري,المنستري,جمال,زاوية قنطش,زاوية قنطش حنبعل,E.P. Z  KONTECH HANNIBAL,4633,المنستير,69
المنستري,المنستري,جمال,ميل كامل,بورقيبة ميل كامل,E.P.MENZEL KAMEL BOURGUIBA,4634,المنستير,69
المنستري,المنستري,جمال,ميل كامل,م إبتدائية الح الجديد ميل كامل,E.P.CITE NVLE MZEL KAMEL,4635,المنستير,69
المنستري,المنستري,زرمدين,المزاوغة,م إبتدائية المزاوغة,E.P.MZAOUGHA,4636,المنستير,69
المنستري,المنستري,زرمدين,المزاوغة,م إبتدائية المزاوغة الشمالية - المزاوغة,E.P.MZAOUGHA NORD,4637,المنستير,69
المنستري,المنستري,زرمدين,المليشات,م إبتدائية العلالشة - المليشات,E.P.ALALCHA MELICHETTE,4638,المنستير,69
المنستري,المنستري,زرمدين,المليشات,م إبتدائية المليشات الفتح - المليشات,E.P.MELICHETTE EL FETH,4639,المنستير,69
المنستري,المنستري,زرمدين,المليشات,م إبتدائية أولاد منجة - المليشات,E.P.OULED M'NAJJA-M'LICHET,4640,المنستير,69
المنستري,المنستري,زرمدين,زرمدين الشمالية,م إبتدائية القدس زرمدين - زرمدين الشمالية,E.P.EL KODSS ZARMDIN,4641,المنستير,69
المنستي ر,المنستي ر,زرمدين,زرمدين الشمالية,م إبتدائية المهيي زرمدين - زرمدين الشمالية ر,E.P. EL MHIRI  ZERMDINE NORD,4642,المنستير,69
المنستي ر,المنستي ر,زرمدين,زرمدين الشمالية,م إبتدائية شارع بورقيبة زرمدين - زرمدين الشمالية,E.P.AVENUE BOURGUIBA ZR NOR,4643,المنستير,69
المنستي ر,المنستي ر,زرمدين,زرمدين الجنوبية,م إبتدائية 3جانف 3591 زرمدين - زرمدين الجنوبية,E.P.3 JANVIER 1953 ZARMDIN,4644,المنستير,69
المنستي ر,المنستي ر,زرمدين,زرمدين الجنوبية,م إبتدائية ابن خلدون زرمدين - زرمدين الجنوبية,E.P.I KHALDOUN ZERMDINE SUD,4645,المنستير,69
المنستي ر,المنستي ر,زرمدين,ميل الحياة,م إبتدائية أولاد العرضاوي ميل حياة,E.P OULED ARDHAOUI M  HAYET,4646,المنستير,69
المنستري,المنستري,زرمدين,ميل الحياة,م إبتدائية ح الطرابلسية بميل حياة,E.P.CITE TRABELSIA  M  HAYET,4647,المنستير,69
المنستري,المنستري,زرمدين,ميل الحياة,م إبتدائية ميل حياة ابن خلدون - ميل الحياة,E.P.MLE HAYET IBN KHALDOUN,4648,المنستير,69
المنستري,المنستري,زرمدين,ميل الحياة,م إبتدائية ميل حياة الشان - ميل الحياة,E.P.MENZEL HAYET ECHEBBI,4649,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,بوحجر,م إبتدائية بوحجر,E.P.BOUHJAR,4650,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,ر صيادة الشقية,ر م إبتدائية صيادة الشيخ منصور - صيادة الشقية,E.P.CHEIKH MANSOUR SAYADA EST,4651,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,ر صيادة الشقية,ر م إبتدائية صيادة سليمان - صيادة الشقية,E.P.SAYADA SLIMANE EST,4652,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,صيادة الغربية,م إبتدائية صيادة الجمهورية - صيادة الغربية,E.P.SAYADA REPUBLIQUE OUEST,4653,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,لمطة,بورقيبة لمطة,E.P.LAMTA,4654,المنستير,69
المنستري,المنستري,صيادة - لمطة - بوحجر,لمطة,م إبتدائية بي العايب لمطة,E.P.BIR ELAYEB LAMTA,4655,المنستير,69
المنستري,المنستري,طبلبة,السكرين,م إ طبلبة شط بن ريانة - السكرين,E.P.TBOLBA CHOTT BEN RAYANA SOKRINE,4656,المنستير,69
المنستري,المنستري,طبلبة,السكرين,م إبتدائية 2/3 طبلبة - السكرين,E.P.2 MARS 34 TBOLBA,4657,المنستير,70
المنستري,المنستري,طبلبة,السكرين,م إبتدائية السكرين طبلبة,E.P.SOKRINE TBOLBA,4658,المنستير,70
المنستري,المنستري,طبلبة,السكرين,م إبتدائية النجاح طبلبة - السكرين,E.P.EN NAJAH TBOLBA,4659,المنستير,70
المنستري,المنستري,طبلبة,العيايشة,م إبتدائية 32/1/25 طبلبة - العيايشة,E.P.RUE 23 JANV52 TBOLBA,4660,المنستير,70
المنستري,المنستري,طبلبة,الفضلري,م إبتدائية الفضلري طبلبة,E.P.FADHLINE TBOLBA,4661,المنستير,70
المنستري,المنستري,طبلبة,بودريس,م إبتدائية بودريس طبلبة,E.P.BOUDRISS TBOLBA,4662,المنستير,70
المنستري,المنستري,طبلبة,حومة السوق,م إبتدائية الهداية طبلبة - حومة السوق,E.P.EL HIDAYA TBOLBA,4663,المنستير,70
المنستري,المنستري,قض هلال,بوزويتة,م إبتدائية بوزويتة قض هلال,E.P.BOUZOUITA KSAR HLEL,4664,المنستير,70
المنستري,المنستري,قض هلال,ح الرياض,م إبتدائية ح الرياض 1 قض هلال - ح الرياض,E.P.CITE RIADH 1 KSAR HLEL,4665,المنستير,70
المنستري,المنستري,قض هلال,ح الرياض,م إبتدائية ح الرياض 2 قض هلال - ح الرياض,E.P.CITE RIADH 2 KSAR HLEL,4666,المنستير,70
المنستري,المنستري,قض هلال,ح الرياض,م إبتدائية ح الرياض 3 قض هلال - ح الرياض,E.P.CITE RIADH 3 KSAR HLEL,4667,المنستير,70
المنستري,المنستري,قض هلال,صوة,م إ الطاهر صفر بقض هلال - صوة,E.P.SFAR KSAR HLEL,4668,المنستير,70
المنستري,المنستري,قض هلال,صوة,م إبتدائية الفتح ح وادي قاسم قض هلال - صوة,E.P.FETH -OUED KACEM K HLEL,4669,المنستير,70
المنستري,المنستري,قض هلال,صوة,م إبتدائية صوة قض هلال,E.P.HAJ ALI SOUA KSAR HLEL,4670,المنستير,70
المنستي ر,المنستي ر,قض هلال,عياد,م إبتدائية 2مارس قض هلال - عياد,E.P.2 MARS 34 KSAR HLEL AYED,4671,المنستير,70
المنستي ر,المنستي ر,قض هلال,عياد,م إبتدائية الأميم قض هلال - عياد,E.P.LIMAIEM KSAR HLEL AYED,4672,المنستير,70
المنستي ر,المنستي ر,قض هلال,عياد,م إبتدائية ح بي سكرة قض هلال - عياد,E.P.CITE BIR SOUKRA KSAR HLEL,4673,المنستير,70
المنستي ر,المنستي ر,قض هلال,عياد,م إبتدائية نهج بوغزالة قض هلال - عياد,E.P.RUE BOUGHEZALA KSAR HLEL,4674,المنستير,70
المنستري,المنستري,قصيبة المديون,بنان الجوفية,م إبتدائية بنان 02 مارس - بنان الجوفية,E.P. 20 MARS BENNANE CENTRE,4675,المنستير,70
المنستري,المنستري,قصيبة المديون,بنان الجوفية,م إبتدائية بنان نا ح بن سالم - بنان الجوفية,E.P.BENNANE NEJI BEN SALEM,4676,المنستير,70
المنستري,المنستري,قصيبة المديون,بنان القبلية,م إبتدائية بنان الجمهورية - بنان القبلية,E.P.BENNANE K  EL JOUMHOURIA,4677,المنستير,70
المنستري,المنستري,قصيبة المديون,بنان القبلية,م إبتدائية بنان حمدان - بنان القبلية,E.P.BENNANE K (HEMDANE),4678,المنستير,70
المنستري,المنستري,قصيبة المديون,بوصر,م إبتدائية بوصر,E.P.BODHEUR,4679,المنستير,70
المنستري,المنستري,قصيبة المديون,طوزة,م إبتدائية طوزة ابن خلدون,E.P.TOUZA IBN KHALDOUN,4680,المنستير,70
المنستري,المنستري,قصيبة المديون,طوزة,م إبتدائية طوزة بورقيبة,E.P.TOUZA BOURGUIBA,4681,المنستير,70
المنستري,المنستري,قصيبة المديون,قصيبة المديون,بورقيبة قصيبة المديون,E.P. BOURGUIBA KSIBT MDY,4682,المنستير,70
المنستري,المنستري,قصيبة المديون,قصيبة المديون,م إبتدائية الفتح قصيبة المديون,E.P.EL FATH  KSIBET ILMADYOUNI,4683,المنستير,70
المنستري,المنستري,قصيبة المديون,قصيبة المديون,م إبتدائية الناظور قصيبة المديون,E.P.ENNADHOUR KSIBET MADYON,4684,المنستير,70
صفاقس,صفاقس 1,الحنشة,الجواودة,م إبتدائية هنشري الجب - الجواودة,E.P.HENCHIR ELJEB JWEWDA,4685,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحجارة,م إبتدائية البطاطحة - الحجارة,E.P.BTATHA ILHJARA,4686,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحجارة,م إبتدائية الحجارة 1,E.P.ELHJARA1,4687,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحجارة,م إبتدائية الحجارة 2,E.P.ELHJARA 2,4688,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية 2مارس 43 الحنشة,E.P. 2 MARS 34 HENCHA,4689,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية المنصورة - الحنشة,E.P.MANSOURA HENCHA,4690,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية أولاد احمد 2 - الحنشة,E.P.AOULED HMID 2 HENCHA,4691,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية أولاد حمـد 1 - الحنشة,E.P.AOULED HMID 1 HENCHA,4692,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية أولاد طاهر - الحنشة,E.P.AOULED TAHER HENCHA,4693,صفاقس,70
صفاقس,صفاقس 1,الحنشة,الحنشة,م إبتدائية سيدي غريب - الحنشة,E.P.SIDI GHRIB HENCHA,4694,صفاقس,70
صفاقس,صفاقس 1,الحنشة,النض,م إبتدائية الغرابة - النض,E.P.ELGHRABA ENASR,4695,صفاقس,70
صفاقس,صفاقس 1,الحنشة,النض,م إبتدائية سيدي محمد بن عمر - النض,E.P.SIDI MED BEN AMOR ENASR,4696,صفاقس,70
صفاقس,صفاقس 1,الحنشة,بي الشعبة,م إبتدائية الجلايلة - بي الشعبة,E.P.EJLEYLA BIR ECHOABA,4697,صفاقس,70
صفاقس,صفاقس 1,الحنشة,بي الشعبة,م إبتدائية الغيب - بي الشعبة,E.P. GHIB BIR CHOBA,4698,صفاقس,70
