adm4_pcode,imada_name,imada_name_ar,adm3_pcode,delegation_name,governorate_name,region_name,lat,lon,area_sqkm,n_stations,n_certified,registered,voters,valid,blank,spoilt,turnout_stations,turnout_registered,turnout_voters,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_pct,turnout_coverage_pct
TN116351,El-Hrairia,الحرايرية,TN1163,Hrairia,Tunis,North East,36.78982543,10.12223568,0.47418443,10,10,11260,2278,2202,29,47,10,11260,2278,2029,92.1435,85.7402,141,6.4033,-85.7402,32,1.4532,-90.6903,2202,saied,zammel,85.7402,20.2309,100.0000
TN116352,Ezzouhour V,الزهور الخامس,TN1163,Hrairia,Tunis,North East,36.78844256,10.10456372,0.55472441,13,13,14660,5733,5454,90,189,13,14660,5733,5027,92.1709,85.9553,339,6.2156,-85.9553,88,1.6135,-90.5574,5454,saied,zammel,85.9553,39.1064,100.0000
TN116353,El Akba,العقبة,TN1163,Hrairia,Tunis,North East,36.79529497,10.09739134,0.91475798,10,10,11621,3524,3370,43,111,10,11621,3524,3018,89.5549,80.6825,299,8.8724,-80.6825,53,1.5727,-87.9822,3370,saied,zammel,80.6825,30.3244,100.0000
TN116354,El Akba Superieur,العقبة العليا,TN1163,Hrairia,Tunis,North East,36.78804261,10.09185915,2.82770735,4,4,4360,1388,1328,19,41,4,4360,1388,1109,83.5090,70.4066,174,13.1024,-70.4066,45,3.3886,-80.1205,1328,saied,zammel,70.4066,31.8349,100.0000
TN116355,Ghedir El Golla,غدير القلة,TN1163,Hrairia,Tunis,North East,36.78076284,10.04915614,16.63741483,3,3,3146,1056,985,15,56,3,3146,1056,931,94.5178,90.1523,43,4.3655,-90.1523,11,1.1168,-93.4010,985,saied,zammel,90.1523,33.5664,100.0000
TN116356,El Antit,العنتيت,TN1163,Hrairia,Tunis,North East,36.79574507,10.11124118,0.22545363,3,3,3028,1316,1262,17,37,3,3028,1316,1173,92.9477,87.3217,71,5.6260,-87.3217,18,1.4263,-91.5214,1262,saied,zammel,87.3217,43.4610,100.0000
TN116357,El Foula,الفلة,TN1163,Hrairia,Tunis,North East,36.79408262,10.10511585,0.4762145,3,3,3304,1329,1277,17,35,3,3304,1329,1160,90.8379,83.6335,92,7.2044,-83.6335,25,1.9577,-88.8802,1277,saied,zammel,83.6335,40.2240,100.0000
TN116358,Tarak Ibn Ziad,طارق بن زياد,TN1163,Hrairia,Tunis,North East,36.79268939,10.11347018,0.63768885,2,2,2133,940,901,11,28,2,2133,940,839,93.1188,88.0133,46,5.1054,-88.0133,16,1.7758,-91.3430,901,saied,zammel,88.0133,44.0694,100.0000
TN116359,Ezzahrouni,الزهروني,TN1163,Hrairia,Tunis,North East,36.78364156,10.1086464,1.23516703,20,20,23340,4719,4547,61,111,20,23340,4719,4252,93.5122,88.0581,248,5.4541,-88.0581,47,1.0336,-92.4786,4547,saied,zammel,88.0581,20.2185,100.0000
TN116451,Borj-Chakir,برج شاكير,TN1164,Sidi Hassine,Tunis,North East,36.75290626,10.06803855,24.50172518,6,6,6492,2511,2426,37,48,6,6492,2511,2336,96.2902,93.4048,70,2.8854,-93.4048,20,0.8244,-95.4658,2426,saied,zammel,93.4048,38.6784,100.0000
TN116452,Sidi Hassine,سيدي حسين,TN1164,Sidi Hassine,Tunis,North East,36.77788128,10.11680746,1.34434461,11,11,12979,2218,2113,38,67,11,12979,2218,2033,96.2139,93.3270,61,2.8869,-93.3270,19,0.8992,-95.3147,2113,saied,zammel,93.3270,17.0891,100.0000
TN116453,El Jaiara,الجيارة,TN1164,Sidi Hassine,Tunis,North East,36.77601193,10.10783876,1.13983581,8,8,9703,2270,2205,13,52,8,9703,2270,2064,93.6054,88.0726,122,5.5329,-88.0726,19,0.8617,-92.7438,2205,saied,zammel,88.0726,23.3948,100.0000
TN116454,Attar,عطار,TN1164,Sidi Hassine,Tunis,North East,36.76314622,10.11331011,0.9637639,9,9,9892,3655,3523,49,83,9,9892,3655,3356,95.2597,91.5129,132,3.7468,-91.5129,35,0.9935,-94.2663,3523,saied,zammel,91.5129,36.9490,100.0000
TN116455,20 Mars,20مارس,TN1164,Sidi Hassine,Tunis,North East,36.74476228,10.10540404,3.7050434,5,5,5557,2170,2079,34,57,5,5557,2170,1941,93.3622,87.7826,116,5.5796,-87.7826,22,1.0582,-92.3040,2079,saied,zammel,87.7826,39.0498,100.0000
TN116456,Byrine,بيرين,TN1164,Sidi Hassine,Tunis,North East,36.71895601,10.09670404,20.37697415,5,5,5116,1720,1640,13,67,4,5116,1488,1567,95.5488,92.0122,58,3.5366,-92.0122,15,0.9146,-94.6341,1640,saied,zammel,92.0122,29.0852,80.0000
TN116457,Meghiret Inzel,المغيرة إنزال,TN1164,Sidi Hassine,Tunis,North East,36.72553606,10.12292836,9.67459328,6,6,5421,1946,1872,12,62,6,5421,1946,1788,95.5128,92.1474,63,3.3654,-92.1474,21,1.1218,-94.3910,1872,saied,zammel,92.1474,35.8974,100.0000
TN116458,25 Juillet,25جويلية,TN1164,Sidi Hassine,Tunis,North East,36.75071051,10.12037442,1.35640275,5,5,5296,1675,1606,13,56,5,5296,1675,1520,94.6451,90.7846,62,3.8605,-90.7846,24,1.4944,-93.1507,1606,saied,zammel,90.7846,31.6276,100.0000
TN116459,14 Janvier,14جانفي,TN1164,Sidi Hassine,Tunis,North East,36.76564666,10.10321196,1.40708318,10,10,10781,4064,3910,52,102,10,10781,4064,3720,95.1407,91.4578,144,3.6829,-91.4578,46,1.1765,-93.9642,3910,saied,zammel,91.4578,37.6959,100.0000
TN116551,El Ouardia,الوردية,TN1165,El Ouardia,Tunis,North East,36.76549483,10.17778461,1.36329633,13,13,10364,1976,1902,17,57,13,10364,1976,1729,90.9043,82.9127,152,7.9916,-82.9127,21,1.1041,-89.8002,1902,saied,zammel,82.9127,19.0660,100.0000
TN116552,Bou-Gatfa,بوقطفة,TN1165,El Ouardia,Tunis,North East,36.77505136,10.19020918,0.4632398,4,4,3956,1337,1292,17,28,4,3956,1337,1089,84.2879,70.7430,175,13.5449,-70.7430,28,2.1672,-82.1207,1292,saied,zammel,70.7430,33.7968,100.0000
TN116553,Tahar Sfar,الطاهر صفر,TN1165,El Ouardia,Tunis,North East,36.77165668,10.17453487,0.47117442,1,1,735,289,276,3,10,1,735,289,257,93.1159,88.4058,13,4.7101,-88.4058,6,2.1739,-90.9420,276,saied,zammel,88.4058,39.3197,100.0000
TN116554,Cite El Izdihar,حي الإزدهار,TN1165,El Ouardia,Tunis,North East,36.77252536,10.18390397,0.43292388,4,4,4016,1296,1234,23,39,4,4016,1296,1003,81.2804,65.7212,192,15.5592,-65.7212,39,3.1605,-78.1199,1234,saied,zammel,65.7212,32.2709,100.0000
TN116555,Cite Mohamed Ali,حي محمد علي,TN1165,El Ouardia,Tunis,North East,36.76644661,10.18938982,0.50002651,5,5,4789,1646,1534,29,83,5,4789,1646,1380,89.9609,81.0952,136,8.8657,-81.0952,18,1.1734,-88.7875,1534,saied,zammel,81.0952,34.3704,100.0000
TN116556,Sidi Belhassen,سيدي بلحسن,TN1165,El Ouardia,Tunis,North East,36.77897941,10.18657223,0.78702249,3,3,3615,1200,1146,17,37,3,3615,1200,1048,91.4485,84.1187,84,7.3298,-84.1187,14,1.2216,-90.2269,1146,saied,zammel,84.1187,33.1950,100.0000
TN116651,El Kabaria (1),الكبارية 1,TN1166,Kabaria,Tunis,North East,36.76135798,10.19383332,0.43343145,6,6,6906,1290,1243,16,30,6,6906,1290,1183,95.1730,91.4722,46,3.7007,-91.4722,14,1.1263,-94.0467,1243,saied,zammel,91.4722,18.6794,100.0000
TN116652,El Kabaria (2),الكبارية 2,TN1166,Kabaria,Tunis,North East,36.75903001,10.18908,0.20228935,4,4,4266,1651,1556,27,68,4,4266,1651,1466,94.2159,89.7172,70,4.4987,-89.7172,20,1.2853,-92.9306,1556,saied,zammel,89.7172,38.7014,100.0000
TN116653,El Kabaria (3),الكبارية 3,TN1166,Kabaria,Tunis,North East,36.75625149,10.19675556,0.49789147,5,5,5641,2098,2005,33,60,5,5641,2098,1871,93.3167,88.4289,98,4.8878,-88.4289,36,1.7955,-91.5212,2005,saied,zammel,88.4289,37.1920,100.0000
TN116654,El Kabaria (4),الكبارية 4,TN1166,Kabaria,Tunis,North East,36.75166181,10.19193672,0.63144354,5,5,6201,2328,2195,32,101,5,6201,2328,2019,91.9818,85.7403,137,6.2415,-85.7403,39,1.7768,-90.2050,2195,saied,zammel,85.7403,37.5423,100.0000
TN116655,Cite Ennour,حي النور,TN1166,Kabaria,Tunis,North East,36.749327,10.20172285,0.87819166,5,5,5392,1814,1754,20,40,5,5392,1814,1691,96.4082,93.8997,44,2.5086,-93.8997,19,1.0832,-95.3250,1754,saied,zammel,93.8997,33.6424,100.0000
TN116656,Ibn Sina 1,إبن سينا 1,TN1166,Kabaria,Tunis,North East,36.75691514,10.18272573,0.81713304,6,6,7179,1687,1612,31,44,6,7179,1687,1428,88.5856,79.8387,141,8.7469,-79.8387,43,2.6675,-85.9181,1612,saied,zammel,79.8387,23.4991,100.0000
TN116657,Ibn Sina 2,إبن سينا 2,TN1166,Kabaria,Tunis,North East,36.74019579,10.18490621,5.31801639,9,9,9961,3196,3086,34,76,9,9961,3196,2681,86.8762,76.6040,317,10.2722,-76.6040,88,2.8516,-84.0246,3086,saied,zammel,76.6040,32.0851,100.0000
TN116658,El Mourouj (2),المروج 2,TN1166,Kabaria,Tunis,North East,36.74032095,10.19920926,1.40097255,10,10,11828,3599,3425,58,116,10,11828,3599,2950,86.1314,75.0365,380,11.0949,-75.0365,95,2.7737,-83.3577,3425,saied,zammel,75.0365,30.4278,100.0000
TN116751,Sidi El Bechir,سيدي البشير,TN1167,Sidi El Béchir,Tunis,North East,36.78819571,10.18253279,0.71754481,2,2,1571,271,265,3,3,2,1571,271,242,91.3208,84.9057,17,6.4151,-84.9057,6,2.2642,-89.0566,265,saied,zammel,84.9057,17.2502,100.0000
TN116752,Sidi Mansour,سيدي منصور,TN1167,Sidi El Béchir,Tunis,North East,36.79009799,10.17491346,0.16248676,1,1,490,180,175,1,4,1,490,180,162,92.5714,86.2857,11,6.2857,-86.2857,2,1.1429,-91.4286,175,saied,zammel,86.2857,36.7347,100.0000
TN116753,Maakel Ezzaim,معقل الزعيم,TN1167,Sidi El Béchir,Tunis,North East,36.79085888,10.16874276,0.30723023,1,1,324,107,102,1,4,1,324,107,89,87.2549,75.4902,12,11.7647,-75.4902,1,0.9804,-86.2745,102,saied,zammel,75.4902,33.0247,100.0000
TN116754,Farhat Hached,فرحات حشاد,TN1167,Sidi El Béchir,Tunis,North East,36.78009546,10.17699512,0.68708622,7,7,6650,1720,1634,20,66,7,6650,1720,1384,84.7001,72.3990,201,12.3011,-72.3990,49,2.9988,-81.7013,1634,saied,zammel,72.3990,25.8647,100.0000
TN116755,Abulkacem Ech-Chebbi,أبو القاسم الشابي,TN1167,Sidi El Béchir,Tunis,North East,36.7872093,10.17351679,0.41382444,5,5,4611,1550,1466,27,57,5,4611,1550,1204,82.1282,67.3943,216,14.7340,-67.3943,46,3.1378,-78.9905,1466,saied,zammel,67.3943,33.6153,100.0000
TN116756,Saida Manoubia,السيدة المنوبية,TN1167,Sidi El Béchir,Tunis,North East,36.78010821,10.17021298,0.41251142,4,4,4249,1007,969,15,23,4,4249,1007,916,94.5304,90.2993,41,4.2312,-90.2993,12,1.2384,-93.2921,969,saied,zammel,90.2993,23.6997,100.0000
TN116851,Sidi Fathallah,سيدي فتح الله,TN1168,Jebel Jelloud,Tunis,North East,36.76306433,10.21049982,0.40862881,1,1,605,283,269,3,11,1,605,283,238,88.4758,78.8104,26,9.6654,-78.8104,5,1.8587,-86.6171,269,saied,zammel,78.8104,46.7769,100.0000
TN116852,Ali Bach-Hamba,علي باش حانبة,TN1168,Jebel Jelloud,Tunis,North East,36.77017014,10.19904068,0.16762327,3,3,1909,765,723,11,31,3,1909,765,695,96.1272,92.8077,24,3.3195,-92.8077,4,0.5533,-95.5740,723,saied,zammel,92.8077,40.0733,100.0000
TN116853,El Garjouma,القرجومة,TN1168,Jebel Jelloud,Tunis,North East,36.76590732,10.19838502,0.36172317,2,2,1952,841,809,11,21,2,1952,841,774,95.6737,91.8418,31,3.8319,-91.8418,4,0.4944,-95.1792,809,saied,zammel,91.8418,43.0840,100.0000
TN116854,Cite El Fath,حي الفتح,TN1168,Jebel Jelloud,Tunis,North East,36.75706512,10.20637989,1.40600303,6,6,7298,2644,2500,31,113,6,7298,2644,2358,94.3200,89.8800,111,4.4400,-89.8800,31,1.2400,-93.0800,2500,saied,zammel,89.8800,36.2291,100.0000
TN116855,Es-Sebkha,السبخاء,TN1168,Jebel Jelloud,Tunis,North East,36.76998231,10.21107678,1.93373659,1,1,149,28,26,1,1,1,149,28,24,92.3077,84.6154,2,7.6923,-84.6154,0,0.0000,-92.3077,26,saied,zammel,84.6154,18.7919,100.0000
TN116856,El Afrane,الأفران,TN1168,Jebel Jelloud,Tunis,North East,36.77351802,10.19725223,0.72245629,2,2,1990,818,777,14,27,2,1990,818,746,96.0103,92.5354,27,3.4749,-92.5354,4,0.5148,-95.4955,777,saied,zammel,92.5354,41.1055,100.0000
TN116857,Djebel Djeloud,جبل الجلود,TN1168,Jebel Jelloud,Tunis,North East,36.76860848,10.20422357,0.27376792,3,3,4191,917,876,5,36,3,4191,917,826,94.2922,89.8402,39,4.4521,-89.8402,11,1.2557,-93.0365,876,saied,zammel,89.8402,21.8802,100.0000
TN116951,La Goulette,حلق الوادي,TN1169,La Goulette,Tunis,North East,36.81337641,10.28767489,1.69108256,8,8,8388,2470,2334,41,95,7,8214,2166,1978,84.7472,72.9649,275,11.7823,-72.9649,81,3.4704,-81.2768,2334,saied,zammel,72.9649,26.3696,87.5000
TN116952,La Goulette Casino,حلق الوادي كازينو,TN1169,La Goulette,Tunis,North East,36.82215211,10.30747708,0.4114646,1,1,532,273,256,5,12,1,532,273,236,92.1875,85.9375,16,6.2500,-85.9375,4,1.5625,-90.6250,256,saied,zammel,85.9375,51.3158,100.0000
TN116953,Kheireddine,خير الدين,TN1169,La Goulette,Tunis,North East,36.82971357,10.30896959,0.95093025,3,3,3824,1448,1343,32,73,3,3824,1448,1101,81.9806,67.3864,196,14.5942,-67.3864,46,3.4252,-78.5555,1343,saied,zammel,67.3864,37.8661,100.0000
TN116954,Taieb Mhiri,الطيب المهيري,TN1169,La Goulette,Tunis,North East,36.83670185,10.2794346,16.8307456,20,20,20387,6346,6678,144,221,17,19343,6227,4988,74.6930,54.0581,1378,20.6349,-54.0581,312,4.6721,-70.0210,6678,saied,zammel,54.0581,32.1925,85.0000
TN116955,Cite Essalama,حي السلامة,TN1169,La Goulette,Tunis,North East,36.8553189,10.27013963,0.21203652,2,2,1714,266,568,13,22,1,857,266,466,82.0423,67.9577,80,14.0845,-67.9577,22,3.8732,-78.1690,568,saied,zammel,67.9577,31.0385,50.0000
TN117051,Le Kram Est,الكرم الشرقي,TN1170,Le Kram,Tunis,North East,36.83494312,10.31843204,0.57240336,11,11,11131,3919,3729,46,144,11,11131,3919,3129,83.9099,70.9574,483,12.9525,-70.9574,117,3.1376,-80.7723,3729,saied,zammel,70.9574,35.2080,100.0000
TN117052,Erriadh,الرياض,TN1170,Le Kram,Tunis,North East,36.8370433,10.30986665,0.90217143,6,6,7497,2881,2709,46,126,6,7497,2881,2523,93.1340,87.8553,143,5.2787,-87.8553,43,1.5873,-91.5467,2709,saied,zammel,87.8553,38.4287,100.0000
TN117053,El Bouhaira,البحيرة,TN1170,Le Kram,Tunis,North East,36.8543722,10.29299205,4.05605919,8,8,6903,2757,2642,44,71,7,6903,2286,1909,72.2559,48.7509,621,23.5049,-48.7509,112,4.2392,-68.0167,2642,saied,zammel,48.7509,33.1160,87.5000
TN117054,Sidi Fredj,سيدي فرج,TN1170,Le Kram,Tunis,North East,36.85992887,10.27757458,1.82448036,3,3,3700,1410,1320,29,61,3,3700,1410,1010,76.5152,56.5152,264,20.0000,-56.5152,46,3.4848,-73.0303,1320,saied,zammel,56.5152,38.1081,100.0000
TN117055,Le Kram Ouest,الكرم الغربي,TN1170,Le Kram,Tunis,North East,36.84088113,10.30557154,0.5094115,8,8,13525,2647,2494,34,119,8,13525,2647,2319,92.9832,87.0890,147,5.8941,-87.0890,28,1.1227,-91.8605,2494,saied,zammel,87.0890,19.5712,100.0000
TN117056,Sidi Amor,سيدي عمر,TN1170,Le Kram,Tunis,North East,36.8466639,10.29964167,1.362496,1,1,671,274,251,5,18,1,671,274,232,92.4303,88.0478,11,4.3825,-88.0478,8,3.1873,-89.2430,251,saied,zammel,88.0478,40.8346,100.0000
TN117057,Bir El Helou,بئر الحلو,TN1170,Le Kram,Tunis,North East,36.84389879,10.31217226,0.36063113,3,3,3051,1260,1192,17,51,3,3051,1260,1090,91.4430,84.9832,77,6.4597,-84.9832,25,2.0973,-89.3456,1192,saied,zammel,84.9832,41.2979,100.0000
TN117151,La Marsa Plage,المرسى الشاطيء,TN1171,La Marsa,Tunis,North East,36.91110776,10.31601024,8.65767185,5,5,4669,1869,2199,44,125,4,4669,1869,1464,66.5757,38.1082,626,28.4675,-38.1082,109,4.9568,-61.6189,2199,saied,zammel,38.1082,40.0300,80.0000
TN117152,La Marsa Medina,المرسى المدينة,TN1171,La Marsa,Tunis,North East,36.88047069,10.32051953,1.2657869,18,18,18722,6271,5892,128,251,16,18722,5404,4195,71.1982,46.5886,1450,24.6096,-46.5886,247,4.1921,-67.0061,5892,saied,zammel,46.5886,28.8644,88.8889
TN117153,La Marsa Hadayek,المرسى الحدائق,TN1171,La Marsa,Tunis,North East,36.8776843,10.31160358,1.00448045,4,4,4087,1666,1592,18,56,4,4087,1666,1387,87.1231,76.9472,162,10.1759,-76.9472,43,2.7010,-84.4221,1592,saied,zammel,76.9472,40.7634,100.0000
TN117154,La Marsa Erriadh,المرسى الرياض,TN1171,La Marsa,Tunis,North East,36.88809961,10.31349471,0.41047534,15,15,18073,5141,4884,77,180,15,18073,5141,4415,90.3972,82.8215,370,7.5758,-82.8215,99,2.0270,-88.3702,4884,saied,zammel,82.8215,28.4457,100.0000
TN117155,Er-Rmila,الرميلة,TN1171,La Marsa,Tunis,North East,36.89113594,10.30135073,1.34810445,4,4,3261,1230,1163,13,54,4,3261,1230,1055,90.7137,83.7489,81,6.9647,-83.7489,27,2.3216,-88.3921,1163,saied,zammel,83.7489,37.7185,100.0000
TN117156,La Marsa El Montazeh,المرسى المنتزه,TN1171,La Marsa,Tunis,North East,36.87377094,10.32599619,1.76848035,1,1,560,249,229,6,14,1,560,249,175,76.4192,57.2052,44,19.2140,-57.2052,10,4.3668,-72.0524,229,saied,zammel,57.2052,44.4643,100.0000
TN117157,Gammarth,قمرت,TN1171,La Marsa,Tunis,North East,36.90720426,10.29351153,6.8457071,8,8,7222,2780,2612,57,103,6,6948,2268,2086,79.8622,62.4809,454,17.3813,-62.4809,72,2.7565,-77.1057,2612,saied,zammel,62.4809,32.6425,75.0000
TN117158,Gammarth Superieur,قمرت العليا,TN1171,La Marsa,Tunis,North East,36.89179665,10.31023579,1.19356451,1,1,554,259,247,5,7,1,554,259,202,81.7814,65.1822,41,16.5992,-65.1822,4,1.6194,-80.1619,247,saied,zammel,65.1822,46.7509,100.0000
TN117159,Sidi Daoued,سيدي داود,TN1171,La Marsa,Tunis,North East,36.86373352,10.30768332,1.04592567,8,8,9295,2961,2819,47,95,8,9295,2961,2242,79.5317,62.5754,478,16.9564,-62.5754,99,3.5119,-76.0199,2819,saied,zammel,62.5754,31.8558,100.0000
TN117160,El Bahr El Azrak,البحر الأزرق,TN1171,La Marsa,Tunis,North East,36.88106119,10.28923947,7.63510376,8,8,7488,3146,3025,26,95,7,7488,2683,2848,94.1488,89.3223,146,4.8264,-89.3223,31,1.0248,-93.1240,3025,saied,zammel,89.3223,35.8307,87.5000
TN125151,La Nouvelle Ariana,اريانة الجديدة,TN1251,Ariana Médina,Ariana,North East,36.85376897,10.18236318,0.53522417,5,5,4142,1389,1648,25,76,4,4142,1389,1252,75.9709,55.1578,343,20.8131,-55.1578,53,3.2160,-72.7549,1648,saied,zammel,55.1578,33.5345,80.0000
TN125152,Ariana Superieur,أريانة العليا,TN1251,Ariana Médina,Ariana,North East,36.87339252,10.16711195,6.20226126,14,14,13728,3758,5220,92,159,9,10007,3381,3936,75.4023,54.5019,1091,20.9004,-54.5019,193,3.6973,-71.7050,5220,saied,zammel,54.5019,33.7863,64.2857
TN125153,L'Ariana Ville,اريانة المدينة,TN1251,Ariana Médina,Ariana,North East,36.86879905,10.1844887,0.889464,10,10,3859,1259,1948,37,66,4,3859,842,1679,86.1910,74.3840,230,11.8070,-74.3840,39,2.0021,-84.1889,1948,saied,zammel,74.3840,21.8191,40.0000
TN125154,El Menzah V,المنزه الخامس,TN1251,Ariana Médina,Ariana,North East,36.84802069,10.17592466,1.35113234,7,7,6874,2659,2480,57,122,6,6874,2318,1480,59.6774,23.5081,897,36.1694,-23.5081,103,4.1532,-55.5242,2480,saied,zammel,23.5081,33.7213,85.7143
TN125155,El Menzah VI,المنزه السادس,TN1251,Ariana Médina,Ariana,North East,36.84837817,10.16339437,0.83647181,9,9,8060,2156,3124,81,95,5,5728,1805,1910,61.1396,27.5608,1049,33.5787,-27.5608,165,5.2817,-55.8579,3124,saied,zammel,27.5608,31.5119,55.5556
TN125156,Etaamir,التعمير,TN1251,Ariana Médina,Ariana,North East,36.86687855,10.19242055,1.13926613,7,7,7782,2765,2647,29,89,7,7782,2765,2233,84.3597,71.9683,328,12.3914,-71.9683,86,3.2490,-81.1107,2647,saied,zammel,71.9683,35.5307,100.0000
TN125157,El Yasmina,الياسمينة,TN1251,Ariana Médina,Ariana,North East,36.85363432,10.19406671,1.32383633,16,16,16894,4901,5090,91,157,15,16894,4901,4145,81.4342,66.1297,779,15.3045,-66.1297,166,3.2613,-78.1729,5090,saied,zammel,66.1297,29.0103,93.7500
TN125158,Ennasr 1,النصر 1,TN1251,Ariana Médina,Ariana,North East,36.85924518,10.17001653,2.22172506,9,9,7575,2206,2645,75,106,7,7575,2206,1625,61.4367,27.7883,890,33.6484,-27.7883,130,4.9149,-56.5217,2645,saied,zammel,27.7883,29.1221,77.7778
TN125159,Ennasr 2,النصر 2,TN1251,Ariana Médina,Ariana,North East,36.86587929,10.15528512,3.88844315,18,18,15312,5845,6997,192,249,12,14196,4919,3976,56.8244,18.5651,2677,38.2593,-18.5651,344,4.9164,-51.9080,6997,saied,zammel,18.5651,34.6506,66.6667
TN125251,Soukra,سكرة,TN1252,Soukra,Ariana,North East,36.87619251,10.25821522,8.42608403,17,17,16357,5171,5311,99,176,14,16357,4599,3990,75.1271,53.3986,1154,21.7285,-53.3986,167,3.1444,-71.9827,5311,saied,zammel,53.3986,28.1164,82.3529
TN125252,Dar Fadhal,دار فضال,TN1252,Soukra,Ariana,North East,36.86588751,10.2425333,2.37575549,12,12,13806,4787,4613,71,103,12,13806,4787,4189,90.8086,83.2864,347,7.5222,-83.2864,77,1.6692,-89.1394,4613,saied,zammel,83.2864,34.6733,100.0000
TN125253,El Bessatine,البساتين,TN1252,Soukra,Ariana,North East,36.87648539,10.2310301,3.09504238,5,5,3195,1524,1476,20,28,4,3195,1135,1260,85.3659,73.3062,178,12.0596,-73.3062,38,2.5745,-82.7913,1476,saied,zammel,73.3062,35.5243,80.0000
TN125254,Chotrana,شطرانة,TN1252,Soukra,Ariana,North East,36.89526013,10.21943831,6.68059632,8,8,7193,2572,2444,33,95,7,7193,2168,2089,85.4746,73.7316,287,11.7430,-73.7316,68,2.7823,-82.6923,2444,saied,zammel,73.7316,30.1404,87.5000
TN125255,Borj El Ouzir,برج الوزير,TN1252,Soukra,Ariana,North East,36.86071727,10.20930641,3.0102676,8,8,5476,772,904,15,23,6,5476,696,707,78.2080,59.5133,169,18.6947,-59.5133,28,3.0973,-75.1106,904,saied,zammel,59.5133,12.7100,75.0000
TN125256,Ennasim,النسيم,TN1252,Soukra,Ariana,North East,36.87628642,10.19506466,2.71411065,17,17,14981,5874,6145,62,162,14,14981,5197,5363,87.2742,77.0382,629,10.2360,-77.0382,153,2.4898,-84.7844,6145,saied,zammel,77.0382,34.6906,82.3529
TN125257,Ettaamir,التعمير,TN1252,Soukra,Ariana,North East,36.87474335,10.21097287,2.0067068,13,13,8986,5532,5771,72,166,8,8974,3724,4952,85.8084,74.0773,677,11.7311,-74.0773,142,2.4606,-83.3478,5771,saied,zammel,74.0773,41.4977,61.5385
TN125351,Jaafer,جعفر,TN1253,Raoued,Ariana,North East,36.91682335,10.18253604,2.47710474,13,13,14939,4376,4594,48,139,11,13692,4009,4085,88.9203,79.8433,417,9.0771,-79.8433,92,2.0026,-86.9177,4594,saied,zammel,79.8433,29.2799,84.6154
TN125352,Enkhilet,النخيلات,TN1253,Raoued,Ariana,North East,36.89268659,10.19604731,4.05013344,12,12,11653,3852,3967,62,97,10,11653,3554,3202,80.7159,64.4820,644,16.2339,-64.4820,121,3.0502,-77.6657,3967,saied,zammel,64.4820,30.4986,83.3333
TN125353,El Medina El Fadhila,المدينة الفاضلة,TN1253,Raoued,Ariana,North East,36.89758175,10.16401146,6.56912901,7,7,5840,2286,2581,54,93,6,5840,2286,1918,74.3123,53.5839,535,20.7284,-53.5839,128,4.9593,-69.3530,2581,saied,zammel,53.5839,39.1438,85.7143
TN125354,El Ghazala,الغزالة,TN1253,Raoued,Ariana,North East,36.88258552,10.17916892,1.22327327,11,10,11239,3786,3564,72,150,9,11239,3398,2550,71.5488,48.0079,839,23.5410,-48.0079,175,4.9102,-66.6386,3564,saied,zammel,48.0079,30.2340,81.8182
