id_2024,id_census,city_name_sources,city_name,id_geonames,caidat_1926,caidat_1931,controle_civil_1931,delegation_1956,lat,lon,sources_lat_lon,comments,geo_precision,name_key,id_delegation,delegation_name,governorate_name,region_name,match_method,match_score,match_km,match_margin_km
985,pop_tun_586,Djeouaouda,Djeouaouda,271,Sfax,Sfax,Sfax,,34.71389,10.45528,Geonames,,1,djeouaouda,3457,Agareb,Sfax,Centre Est,centroid,,7.313,14.211
986,pop_tun_587,Ez Zouaed,El-Zouaed,503,Sfax,Sfax,Sfax,,34.960509,10.363188,Google Maps,"Délégation de Menzel Chaker, JORT (8 Octobre 1957).",2,el zouaed,3461,Menzel Chaker,Sfax,Centre Est,centroid,,1.305,24.327
987,pop_tun_588,El-Aouadna,El-Aouadna,321,Sfax,Sfax,Sfax,,35.05,10.61667,Geonames,,1,el aouadna,3460,El Hencha,Sfax,Centre Est,centroid,,13.940,10.036
988,pop_tun_589,El-Attia (iles de Kerkennah),El-Attia (iles de Kerkennah),340,Sfax,Sfax,Sfax,,34.743445,11.297046,Google Maps,"E.P. EL ATAYA. (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el attia iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,6.283,38.931
989,pop_tun_59,El-Munchar,El-Munchar,478,Béja,Béja,Béja,,36.729817,9.316252,Google Maps,,1,el munchar,2151,Béja Nord,Béja,Nord Ouest,centroid,,11.902,1.914
990,pop_tun_590,Oulad-Yanegue (iles de Kerkennah),Ouled-Yanegue (iles de Kerkennah),967,Sfax,Sfax,Sfax,,34.673386,11.139784,Google Maps,"E.P. OULED YENEK SIDI FREJ (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled yanegue iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,11.248,24.187
991,pop_tun_591,Mellita (iles de Kerkennah),Mellita (iles de Kerkennah),747,Sfax,Sfax,Sfax,,34.6518392853989,11.0315051854521,Google Maps,"École primaire, 2 Mars Melita.",1,mellita iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,20.666,6.135
992,pop_tun_592,Oulad-Gacem (iles de Kerkennah),Ouled-Gacem (iles de Kerkennah),909,Sfax,Sfax,Sfax,,34.684752,11.168437,Google Maps,"E.P. OULED KASSEM (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled gacem iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,8.541,28.851
993,pop_tun_593,Chergui (iles de Kerkennah),Chergui (iles de Kerkennah),212,Sfax,Sfax,Sfax,,34.7547457381053,11.2466406944528,Google Maps,,1,chergui iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,2.065,38.529
994,pop_tun_594,Kellabine (iles de Kerkennah),Kerkennah,637,Sfax,Sfax,Sfax,,34.70895593939,11.2116844556884,Google Maps,,1,kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,4.169,36.183
995,pop_tun_595,El-Remla (iles de Kerkennah),El-Remla (iles de Kerkennah),487,Sfax,Sfax,Sfax,,34.705573,11.203727,Google Maps,,1,el remla iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,4.812,34.937
996,pop_tun_596,Ouled-boulAli (iles de Kerkennah),Ouled-Bou-Ali (iles de Kerkennah),884,Sfax,Sfax,Sfax,,34.701682,11.191635,Google Maps,,1,ouled bou ali iles de kerkennah,3466,Kerkenah,Sfax,Centre Est,centroid,,5.759,33.049
997,pop_tun_598,Soliman,Soliman,1113,Soliman,Soliman,Soliman,,36.7,10.49,Google Maps,,1,soliman,1561,Soliman,Nabeul,Nord Est,name_and_centroid,1.0000,0.719,7.893
998,pop_tun_599,Menzel-Bou-Zelfa,Menzel-Bou-Zelfa,756,Soliman,Soliman,Soliman,,36.683053,10.58443,Google Maps,,1,menzel bou zelfa,1562,Menzel Bouzelfa,Nabeul,Nord Est,centroid,,0.000,3.768
999,pop_tun_6,El-Hamran et Ed-Debabsa,El-Debabsa,353,Ain-Draham,Ain-Draham,Tabarka,,36.81417,8.79194,Geonames,,1,el debabsa,2255,Ain Draham,Jendouba,Nord Ouest,centroid,,8.433,3.557
1000,pop_tun_6,El-Hamran et Ed-Debabsa,El-Hamran,404,Ain-Draham,Ain-Draham,Tabarka,,36.81417,8.79194,Geonames,,1,el hamran,2255,Ain Draham,Jendouba,Nord Ouest,centroid,,8.433,3.557
1001,pop_tun_60,El-Gheraba,El-Gheraba,369,Béja,Béja,Béja,,36.89239,9.20567,Geonames,,1,el gheraba,2151,Béja Nord,Béja,Nord Ouest,centroid,,8.977,7.367
1002,pop_tun_600,Takelsa,Takelsa,1132,Soliman,Soliman,Soliman,,36.793189,10.625039,Google Maps,,1,takelsa,1560,Takelsa,Nabeul,Nord Est,name_and_centroid,1.0000,0.088,12.659
1003,pop_tun_601,Grombalia,Grombalia,559,Soliman,Soliman,Soliman,,36.6,10.5,Google Maps,,1,grombalia,1564,Grombalia,Nabeul,Nord Est,name_and_centroid,1.0000,5.900,3.117
1004,pop_tun_603,Nianou,Nianou,822,Soliman,Soliman,Soliman,,36.604223,10.552403,Google Maps,Niano.,1,nianou,1563,Beni Khalled,Nabeul,Nord Est,centroid,,6.135,2.045
1005,pop_tun_605,Ech-Chahda,Ech-Chahda,298,Souassi,Souassi,Sousse,,35.25682,10.325655,Google Maps,"E.P. CHAHDA KEBLIA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ech chahda,3354,Chorbane,Mahdia,Centre Est,centroid,,6.523,6.640
1006,pop_tun_606,El-Frada,El-Frada,363,Souassi,Souassi,Sousse,,35.576016,10.518947,Google Maps,,1,el frada,3164,M’saken,Sousse,Centre Est,centroid,,17.700,1.567
1007,pop_tun_607,El-Maata,El-Maata,448,Souassi,Souassi,Sousse,,35.340672,10.541235,Google Maps,"Souassi, JORT (17 Mars 1964).",1,el maata,3356,Essouassi,Mahdia,Centre Est,centroid,,0.817,14.332
1008,pop_tun_608,El-Gueradha,El-Gueradha,387,Souassi,Souassi,Sousse,,35.250499,10.484925,Google Maps,,1,el gueradha,3354,Chorbane,Mahdia,Centre Est,centroid,,9.726,2.219
1009,pop_tun_609,Sidi-Naceur,Sidi-Naceur,1094,Souassi,Souassi,Sousse,,35.3445236293819,10.5489458674756,Google Maps,"Dans ce cheikhat est situé la petite agglomération de la Smala, siège du caïdat.",1,sidi naceur,3356,Essouassi,Mahdia,Centre Est,centroid,,0.010,15.356
1010,pop_tun_61,Zouagha,Zouagha,1204,Béja,Béja,Béja,,36.6582872411376,9.07345926391095,Google Maps,,1,zouagha,2152,Béja Sud,Béja,Nord Ouest,centroid,,10.233,2.459
1011,pop_tun_610,Hebira,Hebira,586,Souassi,Souassi,Sousse,,35.168614,10.228499,Google Maps,,1,hebira,3355,Hebira,Mahdia,Centre Est,name_and_centroid,1.0000,0.556,17.952
1012,pop_tun_611,El-Menadela,El-Menadela,467,Souassi,Souassi,Sousse,,35.342714,10.548248,Google Maps,"JORT (8 Octobre 1957), délégation de Souassi (M'nadla).",2,el menadela,3356,Essouassi,Mahdia,Centre Est,centroid,,0.216,15.140
1013,pop_tun_612,El-Semra,El-Semra,490,Souassi,Souassi,Sousse,,35.432877,10.275135,Google Maps,Soumra.,1,el semra,3353,Ouled Chamekh,Mahdia,Centre Est,centroid,,7.490,11.620
1014,pop_tun_613,Oulad-Hannachi,Ouled-Hannachi,920,Souassi,Souassi,Sousse,,35.30373,10.455794,Google Maps,,1,ouled hannachi,3354,Chorbane,Mahdia,Centre Est,centroid,,6.468,3.107
1015,pop_tun_614,Oulad-Sidi-Bou-Helal,Ouled-Sidi-Bou-Helal,958,Souassi,Souassi,Sousse,,35.26331,10.55039,Geonames,,1,ouled sidi bou helal,3356,Essouassi,Mahdia,Centre Est,centroid,,9.023,5.681
1016,pop_tun_615,El-Melichate,El-Melichate,464,Souassi,Souassi,Sousse,,35.509989,10.532713,Google Maps,Mlichette.,1,el melichate,3356,Essouassi,Mahdia,Centre Est,centroid,,18.417,0.258
1017,pop_tun_616,El-Adjilat,El-Adjilat,310,Souassi,Souassi,Sousse,,35.41845,10.36116,Geonames,,1,el adjilat,3353,Ouled Chamekh,Mahdia,Centre Est,centroid,,9.031,5.750
1018,pop_tun_617,Oulad Bou-Helal-Ali,Ouled-Bou-Helal-Ali,883,Souassi,Souassi,Sousse,,35.26331,10.55039,Geonames,,1,ouled bou helal ali,3356,Essouassi,Mahdia,Centre Est,centroid,,9.023,5.681
1019,pop_tun_618,Oulad Chamakh,Ouled-Chamakh,886,Souassi,Souassi,Sousse,,35.491272,10.316639,Google Maps,,1,ouled chamakh,3353,Ouled Chamekh,Mahdia,Centre Est,centroid,,0.000,21.088
1020,pop_tun_619,El-Gouassem,El-Gouassem,380,Souassi,Souassi,Sousse,,35.210732,10.473275,Google Maps,Gouessem.,1,el gouassem,3354,Chorbane,Mahdia,Centre Est,centroid,,11.505,4.859
1021,pop_tun_62,Meatkia,Meatkia,733,Béja,Béja,Béja,,,,,,,meatkia,,,Béja,Nord Ouest,hist_unit_governorate,,,
1022,pop_tun_620,Chehimate,Chehimate,203,Souassi,Souassi,Sousse,,35.435328,10.393837,Google Maps,Echhimet.,1,chehimate,3353,Ouled Chamekh,Mahdia,Centre Est,centroid,,9.344,7.129
1023,pop_tun_621,Oulad Moulahem,Ouled-Moulahem,943,Souassi,Souassi,Sousse,,35.357233,10.410192,Google Maps,Ouled Moulhem.,1,ouled moulahem,3354,Chorbane,Mahdia,Centre Est,centroid,,8.062,4.570
1024,pop_tun_622,El-Meharza,El-Meharza,461,Souassi,Souassi,Sousse,,35.39505,10.26776,Geonames,,1,el meharza,3353,Ouled Chamekh,Mahdia,Centre Est,centroid,,11.560,4.595
1025,pop_tun_623,El-Kessasba,El-Kessasba,426,Souassi,Souassi,Sousse,,35.43013,10.44571,Google Maps,Code Postal (http://fr.postcode.info/tunisie/souassi/ksesba).,1,el kessasba,3356,Essouassi,Mahdia,Centre Est,centroid,,13.312,0.191
1026,pop_tun_626,El-Djereif,El-Djereif,357,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.42921,8.70858,Geonames,El Jerif.,1,el djereif,2251,Jendouba,Jendouba,Nord Ouest,centroid,,11.437,0.065
1027,pop_tun_627,El-Maleh,El-Maleh,451,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.55,8.71667,Geonames,Malah.,1,el maleh,2252,Jendouba Nord,Jendouba,Nord Ouest,centroid,,0.690,12.256
1028,pop_tun_628,Souk-El-Sebt,Souk-El-Sebt,1121,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.551805,8.882848,Google Maps,,1,souk el sebt,2253,Bou Salem,Jendouba,Nord Ouest,centroid,,9.005,1.222
1029,pop_tun_629,Berdai,Berdai,116,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.501768,8.774772,Google Maps,"Délégation de Jendouba, JORT (8 Octobre 1957).",2,berdai,2251,Jendouba,Jendouba,Nord Ouest,centroid,,5.543,1.916
1030,pop_tun_63,Chemasse,Chemasse,205,Béja,Béja,Béja,,,,,,,chemasse,,,Béja,Nord Ouest,hist_unit_governorate,,,
1031,pop_tun_630,Oued-Ghrib,Oued-Ghrib,839,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.61132,8.66892,Geonames,,1,oued ghrib,2256,Fernana,Jendouba,Nord Ouest,centroid,,5.413,2.811
1032,pop_tun_631,Draa En-Nefikh,Draa En-Nefikh,291,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.501768,8.774772,Google Maps,"Délégation de Jendouba, JORT (8 Octobre 1957). Dheraa Ben Nfikh.",2,draa en nefikh,2251,Jendouba,Jendouba,Nord Ouest,centroid,,5.543,1.916
1033,pop_tun_632,Ben-Bechir,Ben-Bechir,99,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.568387,8.856261,Google Maps,,1,ben bechir,2251,Jendouba,Jendouba,Nord Ouest,centroid,,11.027,0.085
1034,pop_tun_633,Rebia,Rebia,999,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.574227,8.794101,Geonames,,1,rebia,2252,Jendouba Nord,Jendouba,Nord Ouest,centroid,,8.038,3.606
1035,pop_tun_634,Ouchtata,Ouchtata,828,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.50301,8.24892,Geonames,,1,ouchtata,2257,Ghardimaou,Jendouba,Nord Ouest,centroid,,11.839,17.491
1036,pop_tun_637,Oued-Meliz,Oued-Meliz,841,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.47,8.55,Google Maps,,1,oued meliz,2258,Oued Meliz,Jendouba,Nord Ouest,name_and_centroid,1.0000,2.273,13.046
1037,pop_tun_638,Hakim,Hakim,569,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.4391,8.62271,Geonames,,1,hakim,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,5.581,8.636
1038,pop_tun_639,Mrassen et Oulad-Kahla,Mrassen,807,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.48624,8.39675,Geonames,,1,mrassen,2257,Ghardimaou,Jendouba,Nord Ouest,centroid,,1.695,14.323
1039,pop_tun_639,Mrassen et Oulad-Kahla,Ouled-Kahla,924,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.486417,8.382182,Google Maps,Recensement 1956.,1,ouled kahla,2257,Ghardimaou,Jendouba,Nord Ouest,centroid,,0.962,16.352
1040,pop_tun_64,Fetnassa,Fetnassa,522,Béja,Béja,Béja,,36.92804,9.19839,Mindat,,1,fetnassa,2151,Béja Nord,Béja,Nord Ouest,centroid,,12.962,0.407
1041,pop_tun_640,Oulad-M'Fedda,Ouled-M'Fedda,939,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.638895,8.521135,Google Maps,"E.P. CHIBA OULED MFADDA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,ouled mfedda,2256,Fernana,Jendouba,Nord Ouest,centroid,,11.525,7.629
1042,pop_tun_641,Fokra-Fezouna-Dekhailia,Dekhailia,237,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.513221,8.517318,Google Maps,,1,dekhailia,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,6.916,5.391
1043,pop_tun_641,Fokra-Fezouna-Dekhailia,Fezouna,523,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.513221,8.517318,Google Maps,,1,fezouna,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,6.916,5.391
1044,pop_tun_641,Fokra-Fezouna-Dekhailia,Fokra,526,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.513221,8.517318,Google Maps,,1,fokra,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,6.916,5.391
1045,pop_tun_642,Chouichia,Chouichia,219,Souk-el-Arba,Souk-el-Arba,Souk-el-Arba,,36.53333,8.61667,Geonames,Djebel Chouichia.,1,chouichia,2258,Oued Meliz,Jendouba,Nord Ouest,centroid,,7.750,0.800
1046,pop_tun_645,Balta,Balta,67,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.705901,8.946417,Google Maps,,1,balta,2259,Balta - Bou Aouane,Jendouba,Nord Ouest,centroid,,2.389,11.891
1047,pop_tun_646,Meganine,Meganine,736,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.64556,8.7625,Geonames,,1,meganine,2256,Fernana,Jendouba,Nord Ouest,centroid,,10.236,1.768
1048,pop_tun_647,Beldia,Beldia,89,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.68149,8.85633,Geonames,Al Baldia.,1,beldia,2259,Balta - Bou Aouane,Jendouba,Nord Ouest,centroid,,6.230,10.272
1049,pop_tun_648,El-Mardja,El-Mardja,455,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.52715,8.92945,Geonames,Marja.,1,el mardja,2253,Bou Salem,Jendouba,Nord Ouest,centroid,,6.716,4.420
1050,pop_tun_649,El-Guemamza,El-Guemamza,385,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.610082,8.968623,Google Maps,"Délégation de Souk el Khemis, JORT (8 Octobre 1957). Djemamza.",2,el guemamza,2253,Bou Salem,Jendouba,Nord Ouest,centroid,,4.434,7.026
1051,pop_tun_650,Bir-Lkhdar,Bir-Lkhdar,135,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.594297,8.958996,Google Maps,"E.P. EL BIR LAKHDAR BOUSSELEM (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,bir lkhdar,2253,Bou Salem,Jendouba,Nord Ouest,centroid,,3.205,9.630
1052,pop_tun_651,Oulad-el-Abed,Ouled-El-Abed,891,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.610082,8.968623,Google Maps,"Délégation de Souk el Khemis, JORT (8 Octobre 1957).",2,ouled el abed,2253,Bou Salem,Jendouba,Nord Ouest,centroid,,4.434,7.026
1053,pop_tun_652,El-Aouada,El-Aouada,320,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.724541,8.872447,Google Maps,Recensement 1956.,2,el aouada,2259,Balta - Bou Aouane,Jendouba,Nord Ouest,centroid,,4.695,11.844
1054,pop_tun_653,Beni-M'hammed,Beni-M'hammed,110,Souk-el-Khemis,Souk-el-Khemis,Souk-el-Arba,,36.75576,8.91133,Geonames,,1,beni mhammed,2259,Balta - Bou Aouane,Jendouba,Nord Ouest,centroid,,5.625,7.434
1055,pop_tun_656,El-M'naama (M'Skaken),El-M'naama (M'Skaken),473,Sousse,Sousse,Sousse,,35.73,10.58,Google Maps,"Msaken, décret loi n° 2002-1868 du 12 Août 2002.",1,el mnaama mskaken,3164,M’saken,Sousse,Centre Est,centroid,,0.388,6.368
1056,pop_tun_657,El-Kebline,El-Kebline,423,Sousse,Sousse,Sousse,,35.7124590182982,10.6121826293326,Google Maps,,1,el kebline,3164,M’saken,Sousse,Centre Est,centroid,,3.150,2.839
1057,pop_tun_658,En-Nejajera,El-Nejajera,479,Sousse,Sousse,Sousse,,35.746442,10.60944,Google Maps,Recensement 1956.,1,el nejajera,3164,M’saken,Sousse,Centre Est,centroid,,3.275,0.551
1058,pop_tun_659,El-Djebline,El-Djebline,354,Sousse,Sousse,Sousse,,35.72935,10.57505,Geonames,Jebline.,1,el djebline,3164,M’saken,Sousse,Centre Est,centroid,,0.691,6.400
1059,pop_tun_660,El-Djedidine,El-Djedidine,355,Sousse,Sousse,Sousse,,35.76,10.57,Google Maps,"Délégation de Msaken, JORT (6 Juin 1997).",1,el djedidine,3164,M’saken,Sousse,Centre Est,centroid,,3.826,1.488
1060,pop_tun_661,Sidi-Bou-Ali,Sidi-Bou-Ali,1073,Sousse,Sousse,Sousse,,35.956844,10.473347,Google Maps,,1,sidi bou ali,3158,Sidi Bou Ali,Sousse,Centre Est,name_and_centroid,1.0000,0.261,8.432
1061,pop_tun_662,Oulad-el-Hani,Ouled-El-Hani,898,Sousse,Sousse,Sousse,,35.71,10.34,Google Maps,Sidi Ali Belhani.,1,ouled el hani,3163,Sidi El Héni,Sousse,Centre Est,centroid,,3.961,17.661
1062,pop_tun_663,Kroussia,Kroussia,665,Sousse,Sousse,Sousse,,35.7561746252678,10.3196658026157,Google Maps,,1,kroussia,3163,Sidi El Héni,Sousse,Centre Est,centroid,,8.334,11.331
1063,pop_tun_664,El-Messadine,El-Messadine,470,Sousse,Sousse,Sousse,,35.761503,10.595108,Google Maps,,1,el messadine,3166,Zaouia - Ksiba - Thrayet,Sousse,Centre Est,centroid,,3.321,0.687
1064,pop_tun_665,Sidi-Ameur,Sidi-Ameur,1065,Sousse,Sousse,Sousse,,35.739443,10.705365,Google Maps,,1,sidi ameur,3253,Sahline,Monastir,Centre Est,centroid,,1.244,2.923
1065,pop_tun_666,Ksibet-Sousse,Ksibet-Sousse,674,Sousse,Sousse,Sousse,,35.773105,10.625366,Google Maps,,1,ksibet sousse,3166,Zaouia - Ksiba - Thrayet,Sousse,Centre Est,centroid,,0.578,3.392
1066,pop_tun_667,Zajouiet-Sousse,Zaouiet Sousse,1248,Sousse,Sousse,Sousse,,35.782542,10.635011,Google Maps,,1,zaouiet sousse,3166,Zaouia - Ksiba - Thrayet,Sousse,Centre Est,centroid,,0.968,2.105
1067,pop_tun_668,Moureddine,Moureddine,805,Sousse,Sousse,Sousse,,35.76,10.54,Google Maps,,1,moureddine,3164,M’saken,Sousse,Centre Est,centroid,,5.277,1.767
1068,pop_tun_669,El-Friet,El-Friet,364,Sousse,Sousse,Sousse,,35.77,10.63,Google Maps,Zaouia- Ksibet-Thriet.,1,el friet,3166,Zaouia - Ksiba - Thrayet,Sousse,Centre Est,centroid,,1.004,3.494
1069,pop_tun_67,Tebaba,Tebaba,1144,Béja,Béja,Béja,,36.89626,9.08629,Geonames,,1,tebaba,2153,Amdoun,Béja,Nord Ouest,centroid,,10.434,0.455
1070,pop_tun_670,Beni-Kaltoum,Beni-Kaltoum,105,Sousse,Sousse,Sousse,,35.700351,10.590838,Google Maps,,1,beni kaltoum,3164,M’saken,Sousse,Centre Est,centroid,,3.057,4.902
1071,pop_tun_671,Saheline,Saheline,1017,Sousse,Sousse,Sousse,,35.75,10.71,Google Maps,,1,saheline,3253,Sahline,Monastir,Centre Est,centroid,,0.000,5.374
1072,pop_tun_672,Knaïs,Knaïs,656,Sousse,Sousse,Sousse,,35.68,10.51,Google Maps,,1,knais,3164,M’saken,Sousse,Centre Est,centroid,,8.336,6.755
1073,pop_tun_673,Moatamer,Moatamer,793,Sousse,Sousse,Sousse,,35.75,10.69,Google Maps,,1,moatamer,3253,Sahline,Monastir,Centre Est,centroid,,1.802,2.877
1074,pop_tun_675,El-Zearna (Kalaa Kebira),El-Zearna (Kalaa Kebira),502,Sousse,Sousse,Sousse,,35.87,10.54,Google Maps,,1,el zearna kalaa kebira,3157,Kalaâ Kebira,Sousse,Centre Est,centroid,,0.457,2.368
1075,pop_tun_676,Djerabaa,Djerabaa,272,Sousse,Sousse,Sousse,,35.87,10.54,Google Maps,"Kalaa Kebira, JORT (30 Mai 1972).",1,djerabaa,3157,Kalaâ Kebira,Sousse,Centre Est,centroid,,0.457,2.368
1076,pop_tun_678,Hammam-Sousse,Hammam-Sousse,577,Sousse,Sousse,Sousse,,35.856807,10.595364,Google Maps,,1,hammam sousse,3155,Hammam Sousse,Sousse,Centre Est,name_over_centroid,1.0000,3.698,1.281
1077,pop_tun_679,Kalaa-Seghira,Kalaa-Seghira,629,Sousse,Sousse,Sousse,,35.821903894416,10.566678108306,Google Maps,,1,kalaa seghira,3165,Kalaâ Seghira,Sousse,Centre Est,name_and_centroid,1.0000,0.221,3.445
1078,pop_tun_68,El-Hebaba,El-Hebaba,412,Béja,Béja,Béja,,36.960256,9.126104,Google Maps,Recensement 1956.,2,el hebaba,2154,Nefza,Béja,Nord Ouest,centroid,,6.061,12.291
1079,pop_tun_681,Essed,Essed,507,Sousse,Sousse,Sousse,,35.959779,10.431476,Google Maps,Essed-Nord.,1,essed,3158,Sidi Bou Ali,Sousse,Centre Est,centroid,,3.530,6.865
1080,pop_tun_682,Mehadba,Mehadba,740,Sousse,Sousse,Sousse,,35.993527,10.4388,Google Maps,Mhadhba Charkia.,1,mehadba,3158,Sidi Bou Ali,Sousse,Centre Est,centroid,,5.021,2.401
1081,pop_tun_683,Ourima-Trabelsia,Ourima-Trabelsia,979,Sousse,Sousse,Sousse,,35.92778,10.46028,Geonames,Ourima.,1,ourima trabelsia,3158,Sidi Bou Ali,Sousse,Centre Est,centroid,,3.295,5.996
1082,pop_tun_684,Dar-el-Bey (Enfidaville),Dar-El-Bey (Enfidaville),230,Sousse,Sousse,Sousse,,36.127106,10.363617,Google Maps,,1,dar el bey enfidaville,3160,Enfidha,Sousse,Centre Est,centroid,,1.447,15.413
1083,pop_tun_685,Kondar,Kondar,657,Sousse,Sousse,Sousse,,35.931937,10.303505,Google Maps,,1,kondar,3162,Kondar,Sousse,Centre Est,name_and_centroid,1.0000,0.315,14.938
1084,pop_tun_686,El-Menzel,El-Menzel,469,Sousse,Sousse,Sousse,,36.012206,10.379658,Google Maps,Menzel EL Mahata.,1,el menzel,3158,Sidi Bou Ali,Sousse,Centre Est,centroid,,10.252,1.109
1085,pop_tun_688,Takrouna,Takrouna,1133,Sousse,Sousse,Sousse,,36.152406,10.338113,Google Maps,,1,takrouna,3160,Enfidha,Sousse,Centre Est,centroid,,4.085,12.926
1086,pop_tun_69,Beni-Malek,Beni-Malek,109,Béja,Béja,Béja,,36.780266,9.077146,Google Maps,Recensement 1956.,1,beni malek,2153,Amdoun,Béja,Nord Ouest,centroid,,4.464,10.089
1087,pop_tun_690,El-Gheraiba,El-Gheraiba,371,Sousse,Sousse,Sousse,,35.485464,10.797565,Google Maps,Recensement 1956.,1,el gheraiba,3352,Bou Merdes,Mahdia,Centre Est,centroid,,6.954,2.180
1088,pop_tun_691,Tadjerouine,Tadjerouine,1128,Tadjerouine,Tadjerouine,Kef,,35.89,8.55,Google Maps,,1,tadjerouine,2355,Tajerouine,Kef,Nord Ouest,centroid,,0.359,10.318
1089,pop_tun_692,El-Adjerda,El-Adjerda,309,Tadjerouine,Tadjerouine,Kef,,35.700887,8.401411,Google Maps,Recensement 1956.,1,el adjerda,2356,Kalaat Snan,Kef,Nord Ouest,centroid,,9.229,6.403
1090,pop_tun_693,El-Falta,El-Falta,361,Tadjerouine,Tadjerouine,Kef,,35.901782,8.305045,Geonames,,1,el falta,2356,Kalaat Snan,Kef,Nord Ouest,centroid,,15.161,7.214
1091,pop_tun_694,Banu,Banu,69,Tadjerouine,Tadjerouine,Kef,,35.79139,8.92228,Geonames,Banou.,1,banu,2359,El Ksour,Kef,Nord Ouest,centroid,,11.875,7.109
1092,pop_tun_695,Sidi-Barkat,Sidi-Barkat,1072,Tadjerouine,Tadjerouine,Kef,,35.832961,8.769837,Google Maps,Recensement 1956.,1,sidi barkat,2358,Djerissa,Kef,Nord Ouest,centroid,,11.471,0.980
1093,pop_tun_696,El-Zouarine,El-Zouarine,505,Tadjerouine,Tadjerouine,Kef,,35.97629,8.91497,Geonames,,1,el zouarine,2360,Dahmani,Kef,Nord Ouest,centroid,,8.251,1.232
1094,pop_tun_697,Koudiat-Echair,Koudiat-Echair,661,Tadjerouine,Tadjerouine,Kef,,35.72028,9.00417,Geonames,montagne.,1,koudiat echair,2458,Er-Rouhia,Siliana,Nord Ouest,centroid,,8.864,6.077
1095,pop_tun_698,Ain-Kessiba,Ain-Kessiba,22,Tadjerouine,Tadjerouine,Kef,,35.78316,8.86322,Geonames,,1,ain kessiba,2359,El Ksour,Kef,Nord Ouest,centroid,,12.491,5.775
1096,pop_tun_699,El-Ksour,El-Ksour,444,Tadjerouine,Tadjerouine,Kef,,35.89487,8.88403,Google Maps,,1,el ksour,2359,El Ksour,Kef,Nord Ouest,name_and_centroid,1.0000,0.173,7.195
1097,pop_tun_7,El-Gouaïdia,El-Gouaïdia,379,Ain-Draham,Ain-Draham,Tabarka,,36.6874,8.7275,Geonames,,1,el gouaidia,2256,Fernana,Jendouba,Nord Ouest,centroid,,7.789,3.436
1098,pop_tun_70,Azra,Azra,58,Béja,Béja,Béja,,36.764293,9.157796,Geonames,,1,azra,2151,Béja Nord,Béja,Nord Ouest,centroid,,8.876,2.545
1099,pop_tun_700,Mezita,Mezita,784,Tadjerouine,Tadjerouine,Kef,,35.783927,8.484495,Google Maps,Recensement 1956.,1,mezita,2356,Kalaat Snan,Kef,Nord Ouest,centroid,,12.965,0.494
