id_2024,id_census,city_name_sources,city_name,id_geonames,caidat_1926,caidat_1931,controle_civil_1931,delegation_1956,lat,lon,sources_lat_lon,comments,geo_precision,name_key,id_delegation,delegation_name,governorate_name,region_name,match_method,match_score,match_km,match_margin_km
381,pop_eur_446,"Bir-Kassa, La Bâtie, Nassen, Bordj-Gorbel",La Batie,678,,,Tunis,,36.7454522309238,10.2230339885079,Google Maps,,1,la batie,1351,Ben Arous,Ben Arous,Nord Est,centroid,,0.869,0.777
382,pop_eur_446,"Bir-Kassa, La Bâtie, Nassen, Bordj-Gorbel",Nassen,815,,,Tunis,,36.703106,10.233807,Google Maps,,1,nassen,1352,La Nouvelle Medina,Ben Arous,Nord Est,centroid,,4.230,0.040
383,pop_eur_447,La Batie,La Batie,677,,,Tunis,,36.7473,10.22316,Geonames,,1,la batie,1351,Ben Arous,Ben Arous,Nord Est,centroid,,0.709,1.002
384,pop_eur_448,Ben-Arous,Ben-Arous,97,,,Tunis,,36.753622,10.22472,Google Maps,,1,ben arous,1351,Ben Arous,Ben Arous,Nord Est,name_and_centroid,1.0000,0.620,1.384
385,pop_eur_449,Sidi-Fathallah,Sidi-Fathallah,1084,,,Tunis,,36.76552,10.20821,Geonames,,1,sidi fathallah,1168,Djebel Djelloud,Tunis,Nord Est,centroid,,0.672,0.742
386,pop_eur_45,Aïn-Ksil,Aïn-Ksil,23,,,Medjez-el-Bab,,36.21667,9.53333,Geonames,,1,ain ksil,2460,Bargou,Siliana,Nord Ouest,centroid,,14.283,2.708
387,pop_eur_450,Oued-Chaïr,Oued-Chaïr,834,,,Tunis,,,,,,,oued chair,,,Tunis,Nord Est,hist_unit_governorate,,,
388,pop_eur_451,Nassen et Hassen-Bey,Hassen-Bey,583,,,Tunis,,,,,,,hassen bey,,,Tunis,Nord Est,hist_unit_governorate,,,
389,pop_eur_452,Bir-Drouj,Bir-Drouj,129,,,Tunis,,,,,,,bir drouj,,,Tunis,Nord Est,hist_unit_governorate,,,
390,pop_eur_453,Fochville,Fochville,525,,,Tunis,,36.75833,10.22389,Geonames,,1,fochville,1351,Ben Arous,Ben Arous,Nord Est,centroid,,0.863,0.941
391,pop_eur_454,La Soukra,La Soukra,684,,,Tunis,,36.879188,10.263228,Google Maps,,1,la soukra,1252,Soukra,Ariana,Nord Est,centroid,,0.180,4.210
392,pop_eur_457,Jardins de Miliane,Jardins de Miliane,613,,,Tunis,,,,,,,jardins de miliane,,,Tunis,Nord Est,hist_unit_governorate,,,
393,pop_eur_458,Tergdelache,Tergdelache,1152,,,Tunis,,,,,,,tergdelache,,,Tunis,Nord Est,hist_unit_governorate,,,
394,pop_eur_459,El-Mahrine,El-Mahrine,449,,,Tunis,,36.76225,9.85601,Geonames,,1,el mahrine,1455,Borj Amri,Mannouba,Nord Est,centroid,,4.479,3.415
395,pop_eur_46,Henchir Sidi-Abdelaziz et Khader,Henchir Sidi-Abdelaziz,595,,,Medjez-el-Bab,,36.63946,9.49125,Geonames,Sidi Abdelaziz.,1,henchir sidi abdelaziz,2157,Testour,Béja,Nord Ouest,centroid,,7.025,6.249
396,pop_eur_46,Henchir Sidi-Abdelaziz et Khader,Khader,641,,,Medjez-el-Bab,,36.59665,9.52524,Geonames,,1,khader,2157,Testour,Béja,Nord Ouest,centroid,,8.474,6.368
397,pop_eur_460,"El-Bathan, Zouitina",Zouitina,1208,,,Tunis,,36.79335,9.76334,Geonames,,1,zouitina,1458,El Battane,Mannouba,Nord Est,centroid,,2.272,5.635
398,pop_eur_461,Bordj-el-Khalsi,Bordj-El-Khalsi,147,,,Tunis,,36.725209,9.922439,Google Maps,,1,bordj el khalsi,1455,Borj Amri,Mannouba,Nord Est,centroid,,8.260,0.741
399,pop_eur_462,Québar-Labiod,Québar-Labiod,989,,,Tunis,,,,,,,quebar labiod,,,Tunis,Nord Est,hist_unit_governorate,,,
400,pop_eur_463,Bou-Ksira,Bou-Ksira,171,,,Tunis,,36.83083,9.87778,Geonames,,1,bou ksira,1457,Tebourba,Mannouba,Nord Est,centroid,,3.525,2.079
401,pop_eur_464,"Eddekila, El-Goussa",El-Goussa,381,,,Tunis,,36.86343,9.710727,Google Maps,,1,el goussa,1458,El Battane,Mannouba,Nord Est,centroid,,7.877,3.965
402,pop_eur_466,El-Hattermine,El-Hattermine,411,,,Tunis,,,,,,,el hattermine,,,Tunis,Nord Est,hist_unit_governorate,,,
403,pop_eur_467,"Schuiggui, Oued-Chahir",Oued-Chahir,833,,,Tunis,,36.8789035454845,9.80268817896235,Google Maps,,1,oued chahir,1457,Tebourba,Mannouba,Nord Est,centroid,,6.092,4.766
404,pop_eur_468,Mafrine,Mafrine,708,,,Tunis,,36.66667,10.05167,Geonames,,1,mafrine,1360,Mohamedia,Ben Arous,Nord Est,centroid,,9.234,0.995
405,pop_eur_469,Bordj-Touta,Bordj-Touta,153,,,Tunis,,36.882442,9.51667,Geonames,,1,bordj touta,1755,Djoumine,Bizerte,Nord Est,centroid,,11.212,6.557
406,pop_eur_47,Henchir Bed et Douirat,Douirat,287,,,Medjez-el-Bab,,,,,,,douirat,2159,Medjez El Bab,Béja,Nord Ouest,hist_unit_delegation,,,
407,pop_eur_47,Henchir Bed et Douirat,Henchir Bed,591,,,Medjez-el-Bab,,36.79579,9.57849,Geonames,Douar bed.,1,henchir bed,2159,Medjez El Bab,Béja,Nord Ouest,centroid,,9.735,4.442
408,pop_eur_472,Khelij,Khelij,648,,,Tunis,,36.95278,10.17472,Geonames,,1,khelij,1253,Raoued,Ariana,Nord Est,centroid,,1.300,7.771
409,pop_eur_474,Ed-Derijah,Ed-Derijah,301,,,Tunis,,36.61389,9.8425,Geonames,,1,ed derijah,1455,Borj Amri,Mannouba,Nord Est,centroid,,12.702,2.386
410,pop_eur_475,Oudna,Oudna,830,,,Tunis,,36.59948,10.18305,Geonames,,1,oudna,1360,Mohamedia,Ben Arous,Nord Est,centroid,,8.829,3.362
411,pop_eur_476,La Mohomédia,Mohamedia,795,,,Tunis,,36.675664,10.153402,Google Maps,,1,mohamedia,1360,Mohamedia,Ben Arous,Nord Est,name_and_centroid,1.0000,0.121,3.982
412,pop_eur_477,Cheylus,Cheylus,213,,,Tunis,,36.5552387478333,10.0613523043133,Google Maps,,1,cheylus,1653,Bir Mchergua,Zaghouan,Nord Est,centroid,,10.289,5.466
413,pop_eur_478,Sidi-Fredj-Bou-Touta,Sidi-Fredj-Bou-Touta,1086,,,Tunis,,36.64096,10.10131,Geonames,,1,sidi fredj bou touta,1360,Mohamedia,Ben Arous,Nord Est,centroid,,6.127,3.779
414,pop_eur_479,Bou-El-Rebia et Oudna,Bou-El-Rebia,163,,,Tunis,,36.59833,10.12111,Geonames,,1,bou el rebia,1360,Mohamedia,Ben Arous,Nord Est,centroid,,9.098,4.039
415,pop_eur_479,Bou-El-Rebia et Oudna,Oudna,829,,,Tunis,,,,,,,oudna,,,Tunis,Nord Est,hist_unit_governorate,,,
416,pop_eur_48,Propriétés isolées de la rive gauche de la Medjerdah,,1224,,,Medjez-el-Bab,,,,,,,,2159,Medjez El Bab,Béja,Nord Ouest,hist_unit_delegation,,,
417,pop_eur_482,Fourchana,Fouchana,530,,,Tunis,,36.699714,10.167437,Google Maps,,1,fouchana,1361,Fouchana,Ben Arous,Nord Est,name_and_centroid,1.0000,1.156,1.738
418,pop_eur_483,M'Rira,M'Rira,808,,,Tunis,,36.71877,10.15907,Geonames,,1,mrira,1361,Fouchana,Ben Arous,Nord Est,centroid,,1.662,2.606
419,pop_eur_484,Sidi-Tabet,Sidi-Thabet,1102,,,Tunis,,36.926323,10.045836,Google Maps,,1,sidi thabet,1255,Sidi Thabet,Ariana,Nord Est,name_and_centroid,1.0000,1.731,7.849
420,pop_eur_485,Sedjoumi et Mehou,Sijoumi,1104,,,Tunis,,36.793849,10.156739,Google Maps,,1,sijoumi,1161,Sijoumi,Tunis,Nord Est,name_and_centroid,1.0000,0.202,1.258
421,pop_eur_487,Djebel-Djelloud,Djebel-Djelloud,254,,,Tunis,,36.772788,10.209442,Google Maps,,1,djebel djelloud,1168,Djebel Djelloud,Tunis,Nord Est,name_and_centroid,1.0000,0.152,1.853
422,pop_eur_489,Contrôle de Zaghouan et autres centres non dénommées en 1921,,1236,,,Tunis,,,,,,,,,,Tunis,Nord Est,hist_unit_governorate,,,
423,pop_eur_493,"Sainte-Marie-du-Zit (Ksar-Soudan, Farshine, Oued-Ramel) (région)",Sainte-Marie-du-Zit,1022,,,Zaghouan,,36.4183438699199,10.3041731960309,Google Maps,,1,sainte marie du zit,1652,Ez-Zeriba,Zaghouan,Nord Est,centroid,,13.657,0.811
424,pop_eur_494,Moghrane et Aïn-Djour (région),Aïn-Djour,15,,,Zaghouan,,36.426464,10.091274,Google Maps,Mograne.,1,ain djour,1651,Zaghouan,Zaghouan,Nord Est,centroid,,5.453,9.950
425,pop_eur_498,Zriba-Battaria (région),Battaria,77,,,Zaghouan,,36.32695,10.21286,Geonames,,1,battaria,1652,Ez-Zeriba,Zaghouan,Nord Est,centroid,,5.724,4.582
426,pop_eur_50,Route de Mateur,,1227,,,Bizerte,,,,,,,,,,Bizerte,Nord Est,hist_unit_governorate,,,
427,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",Beui-Draj,121,,,Zaghouan,,,,,,,beui draj,,,Zaghouan,Nord Est,hist_unit_governorate,,,
428,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",Djima,279,,,Zaghouan,,,,,,,djima,,,Zaghouan,Nord Est,hist_unit_governorate,,,
429,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",El-Aouja,328,,,Zaghouan,,36.41833,9.98083,Geonames,,1,el aouja,1654,El Fahs,Zaghouan,Nord Est,centroid,,8.547,2.307
430,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",Les Souiennettes,697,,,Zaghouan,,,,,,,les souiennettes,,,Zaghouan,Nord Est,hist_unit_governorate,,,
431,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",Mine de Sidi-Taya,789,,,Zaghouan,,,,,,,mine de sidi taya,,,Zaghouan,Nord Est,hist_unit_governorate,,,
432,pop_eur_504,"Plaines de Smindja, Beui-Draj, Les Souiennettes, Djima, Moghrane, Bir-Halima, El-Aouja, Mine de Sidi-Taya, Aïn-Djour, Oued-Sebahia",Oued-Sebahia,844,,,Zaghouan,,36.400839,10.213031,Geonames,,1,oued sebahia,1651,Zaghouan,Zaghouan,Nord Est,centroid,,6.202,6.071
433,pop_eur_507,Ségermès (région),Ségermès,1044,,,Zaghouan,,36.337381,10.319099,Google Maps,,1,segermes,1652,Ez-Zeriba,Zaghouan,Nord Est,centroid,,6.328,6.315
434,pop_eur_509,Djebel-Mansour I (région),Djebel-Mansour,257,,,Zaghouan,,36.26388,9.70255,Geonames,,1,djebel mansour,2453,Bou Arada,Siliana,Nord Ouest,centroid,,11.952,7.276
435,pop_eur_51,La Pêcherie,La Pêcherie,682,,,Bizerte,,37.256652,9.837251,Google Maps,,1,la pecherie,1752,Zarzouna,Bizerte,Nord Est,centroid,,4.077,1.572
436,pop_eur_511,Aïn-Zeress (région),Aïn-Zeress,33,,,Zaghouan,,,,,,,ain zeress,,,Zaghouan,Nord Est,hist_unit_governorate,,,
437,pop_eur_513,"Région de Saouaf-Djebebina, et Souar-Mines du DjebEl-Zaghouan et du Djebel-Kohol",,1233,,,Zaghouan,,,,,,,,,,Zaghouan,Nord Est,hist_unit_governorate,,,
438,pop_eur_516,Matmata,Matmata,730,,,Territoires du Sud,,33.544142,9.967566,Google Maps,,1,matmata,5158,Matmata,Gabès,Sud Est,name_and_centroid,1.0000,0.161,14.082
439,pop_eur_518,Bou-Sabah,Bou-Sabah,176,,,Territoires du Sud,,,,,,,bou sabah,,,,,unresolved,,,
440,pop_eur_52,Tindja,Tindja,1159,,,Bizerte,,37.160191,9.764415,Google Maps,,1,tindja,1759,Tinja,Bizerte,Nord Est,centroid,,0.000,7.185
441,pop_eur_520,Métameur,Metameur,779,,,Territoires du Sud,,33.372689,10.441974,Google Maps,,1,metameur,5251,Medenine Nord,Medenine,Sud Est,centroid,,5.211,0.606
442,pop_eur_525,Bordj-el-Boeuf,Bordj-El-Boeuf,146,,,Territoires du Sud,,32.2052,10.0302,Google Maps,Mapcarta.,1,bordj el boeuf,5357,Remada,Tataouine,Sud Est,centroid,,36.652,29.876
443,pop_eur_53,Corniche,Corniche,222,,,Bizerte,,37.295951,9.868143,Google Maps,,1,corniche,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,3.598,0.553
444,pop_eur_54,Transvaal,Transvaal,1170,,,Bizerte,,37.141853,9.782831,Google Maps,http://menzelbourguiba-ex-ferryville.over-blog.fr/article-du-faubourg-des-maraichers-au-transvaal-retour-sur-un-quartier-61268303.html.,1,transvaal,1759,Tinja,Bizerte,Nord Est,centroid,,2.607,2.068
445,pop_eur_55,"Tachoun, El-Aouana, Briqueterie",Briqueterie,181,,,Bizerte,,37.148079,9.777638,Google Maps,http://menzelbourguiba-ex-ferryville.over-blog.fr/article-du-faubourg-des-maraichers-au-transvaal-retour-sur-un-quartier-61268303.html.,1,briqueterie,1759,Tinja,Bizerte,Nord Est,centroid,,1.782,3.659
446,pop_eur_55,"Tachoun, El-Aouana, Briqueterie",Taachoun,1127,,,Bizerte,,37.125932,9.807937,Geonames,,1,taachoun,1758,Menzel Bourguiba,Bizerte,Nord Est,centroid,,1.886,3.526
447,pop_eur_56,"Aïn-Faroua, Béchioua",Aïn-Faroua,19,,,Bizerte,,37.1936,9.762069,Google Maps,Cimetière de Ain Faroua.,1,ain faroua,1759,Tinja,Bizerte,Nord Est,centroid,,3.714,6.340
448,pop_eur_56,"Aïn-Faroua, Béchioua",Béchioua,83,,,Bizerte,,,,,,,bechioua,,,Bizerte,Nord Est,hist_unit_governorate,,,
449,pop_eur_58,"Fretissa, Metthareni",Fretissa,535,,,Bizerte,,36.92399,9.61415,Geonames,,1,fretissa,1756,Mateur,Bizerte,Nord Est,centroid,,9.075,8.895
450,pop_eur_58,"Fretissa, Metthareni",Metthareni,783,,,Bizerte,,,,,,,metthareni,,,Bizerte,Nord Est,hist_unit_governorate,,,
451,pop_eur_59,"Aïn-Rhelal, Mateur (environs)",Aïn-Ghellal,20,,,Bizerte,,37.03,9.874,Google Maps,,1,ain ghellal,1760,Utique,Bizerte,Nord Est,centroid,,6.016,4.747
452,pop_eur_6,Dejbel-Ben-Amar (Fraidjia),Fraijia,534,,,Béja,,36.82369,8.98346,Geonames,Fraijia.,1,fraijia,2153,Amdoun,Béja,Nord Ouest,centroid,,5.463,8.830
453,pop_eur_60,Ferryville (commune),Ferryville,521,,,Bizerte,,37.153727,9.788891,Google Maps,,1,ferryville,1759,Tinja,Bizerte,Nord Est,centroid,,2.281,2.829
454,pop_eur_62,Sedjenane,Sedjenane,1042,,,Bizerte,,37.0576560512723,9.23990483816083,Google Maps,,1,sedjenane,1754,Sedjnane,Bizerte,Nord Est,centroid,,10.278,6.196
455,pop_eur_63,"Tamera, Sidi-Mecherig, Cap-Serrat",Cap-Serrat,184,,,Bizerte,,37.220659,9.209368,Google Maps,,1,cap serrat,1754,Sedjnane,Bizerte,Nord Est,centroid,,10.360,17.193
456,pop_eur_63,"Tamera, Sidi-Mecherig, Cap-Serrat",Sidi-Mecherig,1090,,,Bizerte,,37.164451,9.134574,Google Maps,,1,sidi mecherig,1754,Sedjnane,Bizerte,Nord Est,centroid,,12.880,6.863
457,pop_eur_63,"Tamera, Sidi-Mecherig, Cap-Serrat",Tamera,1135,,,Bizerte,,37.07477,9.140494,Google Maps,Tamra.,1,tamera,2154,Nefza,Béja,Nord Ouest,centroid,,10.848,3.626
458,pop_eur_64,"Aïn-Berda, Aïn-Mériem, Nador, Béchateur et Sfaiat",Aïn-Mériem,24,,,Bizerte,,37.300559,9.854081,Google Maps,,1,ain meriem,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,2.257,2.876
459,pop_eur_64,"Aïn-Berda, Aïn-Mériem, Nador, Béchateur et Sfaiat",Béchateur,80,,,Bizerte,,37.305071,9.740485,Geonames,,1,bechateur,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,7.901,0.754
460,pop_eur_64,"Aïn-Berda, Aïn-Mériem, Nador, Béchateur et Sfaiat",Sfaiat,1055,,,Bizerte,,,,,,,sfaiat,,,Bizerte,Nord Est,hist_unit_governorate,,,
461,pop_eur_65,"Corniche, Nador, Aïn-Berdah, Sidi-Ahmed, Sidi-bou-Hadid",Aïn-Berdah,12,,,Bizerte,,37.302908,9.831814,Google Maps,Ain-Berda.,1,ain berdah,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,0.506,6.028
462,pop_eur_65,"Corniche, Nador, Aïn-Berdah, Sidi-Ahmed, Sidi-bou-Hadid",Nador,812,,,Bizerte,,37.32984,9.83584,Geonames,,1,nador,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,2.565,6.190
463,pop_eur_67,"Djalta, Djefna",Jefna,266,,,Bizerte,,37.038487,9.441189,Geonames,Jefna.,1,jefna,1757,Ghezala,Bizerte,Nord Est,centroid,,7.054,8.624
464,pop_eur_67,"Djalta, Djefna",Jalta,1244,,,Bizerte,,37.07417,9.53222,Geonames,,1,jalta,1757,Ghezala,Bizerte,Nord Est,centroid,,5.316,8.216
465,pop_eur_68,El-Aouna,El-Aouna,329,,,Bizerte,,37.03671038353,9.35656450225608,Google Maps,"Dénombré en 1926 avec les centres de Sedjenane, Tamera, Sidi-Mecherig.",1,el aouna,1757,Ghezala,Bizerte,Nord Est,centroid,,12.549,1.343
466,pop_eur_69,"Michaud, Kholjane, Ras-el-Aïn",Kholjane,654,,,Bizerte,,37.09852,9.69214,Geonames,,1,kholjane,1759,Tinja,Bizerte,Nord Est,centroid,,9.370,2.143
467,pop_eur_69,"Michaud, Kholjane, Ras-el-Aïn",Ras El-Aïn,995,,,Bizerte,,37.067001,9.670396,Google Maps,,1,ras el ain,1756,Mateur,Bizerte,Nord Est,centroid,,7.639,5.641
468,pop_eur_7,Bou-Azam (Sidi-Mimech-Rebahine),Bou-Hazem,167,,,Béja,,36.80094,9.23085,Geonames,,1,bou hazem,2151,Béja Nord,Béja,Nord Ouest,centroid,,1.603,14.577
469,pop_eur_70,"Sidi-bou-Hadid, Sidi-Ahemd, El-Hamila",El-Hamila,400,,,Bizerte,,37.28432,9.70908,Geonames,,1,el hamila,1753,Bizerte Sud,Bizerte,Nord Est,centroid,,5.052,5.919
470,pop_eur_70,"Sidi-bou-Hadid, Sidi-Ahemd, El-Hamila",Sidi-Ahmed,1061,,,Bizerte,,37.247682,9.779529,Google Maps,,1,sidi ahmed,1751,Bizerte Nord,Bizerte,Nord Est,centroid,,7.968,1.297
471,pop_eur_70,"Sidi-bou-Hadid, Sidi-Ahemd, El-Hamila",Sidi-Bou-Hadid,1076,,,Bizerte,,37.2469,9.7192,Google Maps,https://mapcarta.com/fr/17517860.,1,sidi bou hadid,1753,Bizerte Sud,Bizerte,Nord Est,centroid,,4.984,5.437
472,pop_eur_72,"Menzel-Djemil, Aïn-Bittar, Chara",Aïn-Bittar,13,,,Bizerte,,37.247827,9.909697,Google Maps,,1,ain bittar,1752,Zarzouna,Bizerte,Nord Est,centroid,,2.736,1.186
473,pop_eur_72,"Menzel-Djemil, Aïn-Bittar, Chara",Chara,197,,,Bizerte,,,,,,,chara,,,Bizerte,Nord Est,hist_unit_governorate,,,
474,pop_eur_73,"Jalta, Sidi-Salem, Zouggaba, Bou-M'Khila",Bou-M'Khila,174,,,Bizerte,,37.00466,9.579906,Google Maps,Boumkhila.,1,bou mkhila,1756,Mateur,Bizerte,Nord Est,centroid,,6.511,6.967
475,pop_eur_73,"Jalta, Sidi-Salem, Zouggaba, Bou-M'Khila",Sidi-Salem,1100,,,Bizerte,,37.10942,9.54376,Geonames,,1,sidi salem,1757,Ghezala,Bizerte,Nord Est,centroid,,6.038,9.528
476,pop_eur_73,"Jalta, Sidi-Salem, Zouggaba, Bou-M'Khila",Zouggaba,1206,,,Bizerte,,,,,,,zouggaba,,,Bizerte,Nord Est,hist_unit_governorate,,,
477,pop_eur_74,"Sidi-Salem, Zebbous, Zouggaba, Teskraia",Teskraia,1154,,,Bizerte,,37.211113,9.553846,Google Maps,,1,teskraia,1753,Bizerte Sud,Bizerte,Nord Est,centroid,,10.955,3.589
478,pop_eur_74,"Sidi-Salem, Zebbous, Zouggaba, Teskraia",Zebbous,1194,,,Bizerte,,,,,,,zebbous,,,Bizerte,Nord Est,hist_unit_governorate,,,
479,pop_eur_75,"Raf-Raf, Ras-el-Djebel, Metline, Cap-Zebib",Cap-Zebib,185,,,Bizerte,,37.251525,10.072768,Google Maps,,1,cap zebib,1764,Ras Djebel,Bizerte,Nord Est,centroid,,6.099,3.571
480,pop_eur_76,"Porto-Farina, Ras-Djebel",Ras-Djebel,993,,,Bizerte,,37.21572,10.1253,Geonames,,1,ras djebel,1764,Ras Djebel,Bizerte,Nord Est,name_and_centroid,1.0000,0.294,5.186
481,pop_eur_77,"Mabtouha, El-Hadjerine, Bessazia, Protville, Tahouna, et de Carnières",Bessazia,119,,,Bizerte,,,,,,,bessazia,,,Bizerte,Nord Est,hist_unit_governorate,,,
482,pop_eur_77,"Mabtouha, El-Hadjerine, Bessazia, Protville, Tahouna, et de Carnières",El-Hadjerine,396,,,Bizerte,,36.95861,10.01639,Geonames,,1,el hadjerine,1255,Sidi Thabet,Ariana,Nord Est,centroid,,5.951,5.255
483,pop_eur_77,"Mabtouha, El-Hadjerine, Bessazia, Protville, Tahouna, et de Carnières",Mabtouha,706,,,Bizerte,,36.977486,9.956678,Google Maps,Mabtouh.,1,mabtouha,1760,Utique,Bizerte,Nord Est,centroid,,7.029,3.856
484,pop_eur_77,"Mabtouha, El-Hadjerine, Bessazia, Protville, Tahouna, et de Carnières",Protville,987,,,Bizerte,,36.992086,10.06452,Google Maps,,1,protville,1254,Kalaât El Andalous,Ariana,Nord Est,centroid,,9.168,0.000
485,pop_eur_78,"Besbessia, El-Bridji, TallEl-el-Baghia",El-Bridji,351,,,Bizerte,,37.037555,9.895941,Google Maps,"E.P. EL BRIJ + MANAR AIN GHELAL (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el bridji,1760,Utique,Bizerte,Nord Est,centroid,,3.983,6.951
486,pop_eur_78,"Besbessia, El-Bridji, TallEl-el-Baghia",Tallet-El-Baghia,1134,,,Bizerte,,,,,,,tallet el baghia,,,Bizerte,Nord Est,hist_unit_governorate,,,
487,pop_eur_79,"De Carnières, Tahouna, Menzel-Amor",Menzel-Amor,753,,,Bizerte,,,,,,,menzel amor,,,Bizerte,Nord Est,hist_unit_governorate,,,
488,pop_eur_79,"De Carnières, Tahouna, Menzel-Amor",Tahouna,1131,,,Bizerte,,37.0475,9.965,Geonames,,1,tahouna,1760,Utique,Bizerte,Nord Est,centroid,,2.317,11.222
489,pop_eur_80,Ile de la Galite,Ile de la Galite,610,,,Bizerte,,37.5303,8.933494,Google Maps,,1,ile de la galite,1754,Sedjnane,Bizerte,Nord Est,centroid,,52.428,8.370
490,pop_eur_82,Sidi-N'eir,Sidi-NSir,1096,,,Bizerte,,36.765991,9.369708,Google Maps,"E.P. SIDI NSIR KEF GRAB (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,sidi nsir,2151,Béja Nord,Béja,Nord Ouest,centroid,,13.156,2.147
491,pop_eur_83,"Sidi-N'eir, Bou-M'Kila, El-Arima",El-Arima,333,,,Bizerte,,36.994592,9.608764,Google Maps,"E.P. EL ARIMA (Instance Supérieure pour les Élections (ISIE), Annuaire des centres de votes, 2022).",1,el arima,1756,Mateur,Bizerte,Nord Est,centroid,,3.968,12.095
492,pop_eur_84,"Besbessia, Fartoute, Bridje et Teltelbagala",Fartoute,510,,,Bizerte,,37.080824,9.956632,Geonames,,1,fartoute,1760,Utique,Bizerte,Nord Est,centroid,,4.793,5.295
493,pop_eur_86,Menzel-Abderrahman,Menzel-Abderrahman,752,Bizerte,Bizerte,Bizerte,,37.236276,9.855015,Google Maps,,1,menzel abderrahman,1752,Zarzouna,Bizerte,Nord Est,centroid,,3.663,4.118
494,pop_eur_87,Ile Cani,Ile Cani,609,,,Bizerte,,37.355316,10.123625,Google Maps,,1,ile cani,1764,Ras Djebel,Bizerte,Nord Est,centroid,,15.706,5.067
495,pop_eur_88,"Transvaal, Bellevue",Bellevue,90,,,Bizerte,,,,,,,bellevue,,,Bizerte,Nord Est,hist_unit_governorate,,,
496,pop_eur_89,Zarzouna,Zarzouna,1192,,,Bizerte,,37.260509,9.883146,Google Maps,,1,zarzouna,1752,Zarzouna,Bizerte,Nord Est,name_and_centroid,1.0000,0.000,6.614
497,pop_eur_9,El-Ghodor (Ouled Begrat),El-Ghodor (Ouled Begrat),374,,,Béja,,,,,,,el ghodor ouled begrat,,,Béja,Nord Ouest,hist_unit_governorate,,,
498,pop_eur_90,"El-Azib, El-Ariza, Aïn-Bouras, El-Alia",Aïn-Bouras,14,,,Bizerte,,37.210843,9.966029,Google Maps,,1,ain bouras,1762,Menzel Djemil,Bizerte,Nord Est,centroid,,2.564,2.609
499,pop_eur_90,"El-Azib, El-Ariza, Aïn-Bouras, El-Alia",El-Ariza,334,,,Bizerte,,,,,,,el ariza,,,Bizerte,Nord Est,hist_unit_governorate,,,
500,pop_eur_92,Zana et Utique,Zana,1184,,,Bizerte,,37.040551,10.038027,Google Maps,,1,zana,1254,Kalaât El Andalous,Ariana,Nord Est,centroid,,7.630,0.982
501,pop_eur_93,"El-Haouied, Gournata, Fartout",El-Haouied,407,,,Bizerte,,,,,,,el haouied,,,Bizerte,Nord Est,hist_unit_governorate,,,
502,pop_eur_93,"El-Haouied, Gournata, Fartout",Gournata,557,,,Bizerte,,37.09861,9.99972,Geonames,,1,gournata,1763,El Alia,Bizerte,Nord Est,centroid,,7.757,0.621
503,pop_eur_94,Autres centres non dénomés en 1911,,1212,,,Bizerte,,,,,,,,,,Bizerte,Nord Est,hist_unit_governorate,,,
504,pop_eur_95,Guengla,Guengla,561,,,Bizerte,,37.176427,9.78339,Google Maps,,1,guengla,1759,Tinja,Bizerte,Nord Est,centroid,,2.463,4.960
505,pop_eur_97,Chenini,Chenini,208,Aradh,Aradh,Gabès,,33.872785,10.062594,Google Maps,,1,chenini,5152,Gabes Ouest,Gabès,Sud Est,centroid,,0.598,3.489
506,pop_eur_98,El-Aouinet,El-Aouinet,327,,,Gabès,,33.984888,10.004186,Google Maps,,1,el aouinet,5155,El Metouia,Gabès,Sud Est,centroid,,3.289,4.178
507,pop_eur_99,El-Hamma (commune),El-Hamma,401,,,Gabès,,33.8841,9.79184,Google Maps,,1,el hamma,5157,El Hamma,Gabès,Sud Est,name_and_centroid,1.0000,19.000,2.827
508,pop_tun_1,Seloul et Oulad-Helal,Oulad-Helal,852,Ain-Draham,Ain-Draham,Tabarka,,36.716139,8.634492,Geonames,,1,oulad helal,2256,Fernana,Jendouba,Nord Ouest,centroid,,6.655,3.294
