governorate,delegation,constituency,registered,voters,votes_valid,votes_spoilt,votes_blank,candidate_sum,n_candidates,outcome,winner,ballot_identity_ok,candidate_sum_ok,year,decision_date_raw,block_index,delegation_folder,source_file,drive_id
بنزرت,غزاله,سيدي منصور- (غزاله),1498,385,359,15,1,359,3,runoff,,false,true,2023,27 ديسمبر 2023,8,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,غزاله - (غزاله)» تصرح,5951,526,473,29,24,473,2,,,true,true,2023,27 ديسمبر 2023,9,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,ماطر,,,0,,,,0,0,,,,,2023,26 ماي 2014,1,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,"احواز ماطر, تصرح البييه العليا",3186,494,464,18,12,79,1,elected,فواد النفزي,true,false,2023,26 ماي 2014,2,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,"بهايه, تصرح البييه العليا",4,334,329,,0,288,2,elected,لطفي طياثي,,false,2023,26 ماي 2014,3,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,بومخيله يتقدم الها,2123,401,380,18,3,320,3,runoff,,true,false,2023,26 ماي 2014,4,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,ترقلاشء تصرح البييه العليا,1427,199,196,1,2,196,2,elected,عماد بوذراع,true,true,2023,26 ماي 2014,5,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,حي الصداقه,3446,242,0,1,11,0,0,elected,حسان الذوادي,false,true,2023,26 ماي 2014,6,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,حي النصر يتقدم الها,3018,794,2,27,,362,3,runoff,,,false,2023,26 ماي 2014,7,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,عرب ماجور يتقدم الها,2319,404,71,14,9,381,3,,,false,false,2023,26 ماي 2014,8,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,"ماطر الجنوبيه, تصرح",4698,325,296,21,8,296,2,elected,جبهاد البجاوي,true,true,2023,26 ماي 2014,9,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,ماطر يتقدم الها,14235,589,556,21,2,493,7,runoff,,false,false,2023,26 ماي 2014,10,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,ماطر,نفاتء تصرح البييه العليا,,,,,,275,2,elected,علاء الغانمي,,,2023,26 ماي 2014,11,ماطر,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
بنزرت,منزل بورقيبه,الشلاغميه,,34,,,,0,0,,,,,2023,27 ديسمبر 2023,1,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,"الشلاغميه,",4334,248,225,15,8,158,1,elected,صابر البجاوي,true,false,2023,27 ديسمبر 2023,2,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,المدينه - (منزل,20288,583,524,29,30,524,2,elected,مروان العبامي,true,true,2023,27 ديسمبر 2023,3,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,"النجاح 1, تصرح",9011,765,76,39,10,52,1,elected,مروان الشلغومي,false,false,2023,27 ديسمبر 2023,4,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,النجاح 2 يتقدم,7738,652,596,37,19,596,3,runoff,,true,true,2023,27 ديسمبر 2023,5,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,حي الثوره» تصرح,5695,2,347,19,6,167,1,elected,احمد القذافي,false,false,2023,27 ديسمبر 2023,6,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,حي الحدايق,1540,212,194,12,6,150,2,elected,زكيه المعروفي,true,false,2023,27 ديسمبر 2023,7,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,قبطنه 1 تصرح,1337,164,155,7,2,102,1,elected,سفيان بنعزيزه,true,false,2023,27 ديسمبر 2023,8,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل بورقيبه,قبطنه 2 يتقدم,37508,388,367,2,9,520268,3,,,false,false,2023,27 ديسمبر 2023,9,منزل بورقيبة,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
بنزرت,منزل جميل,العزيب,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,منزل جميل,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
بنزرت,منزل جميل,"العزيب, تصرح",4955,361,2,4,5,460,3,elected,هشام الدريدي,false,false,2023,27 ديسمبر 2023,2,منزل جميل,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
بنزرت,منزل جميل,"منزل جميل الغربيه,",5741,2,296,6,10,1011,8,runoff,محمد بنور,false,false,2023,27 ديسمبر 2023,3,منزل جميل,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
بنزرت,منزل جميل,منزل عبد الرحمان,714,779,7,29,19,731,3,elected,صلوحه ابن جمال,false,false,2023,27 ديسمبر 2023,4,منزل جميل,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
تطاوين,البير الاحمر,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,البساتين - (البير الاحمر),808,115,,0,1,0,0,,,,,2023,27 ديسمبر 2023,2,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,البساتين - (البير الاحمر),1437,69,57,3,9,57,1,,,true,true,2023,27 ديسمبر 2023,3,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,البير الاحمر الغربيه,15,221,,2,4,178,2,elected,محمد زحافي,,,2023,27 ديسمبر 2023,4,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,السند - (البثر,2945,,,2,0,61,2,elected,الفتحي بالناصر,,,2023,27 ديسمبر 2023,5,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,السند - (البثر,,52,48,1,3,48,1,,,true,true,2023,27 ديسمبر 2023,6,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,المدينه - (البير,1012,183,,,1,181,2,elected,مسعود البوبكري,,,2023,27 ديسمبر 2023,7,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,البير الاحمر,قر اقر,15,116,9,4,,99,1,,,,false,2023,27 ديسمبر 2023,8,البئر الأحمر,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
تطاوين,الصمار,الصمار1,,6,,,,0,0,,,,,2023,27 ديسمبر 2023,1,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,الصمار,الصمار1 يتقدم الها,902,282,5,,0,277,3,runoff,,,false,2023,27 ديسمبر 2023,2,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,الصمار,الصمار 2 تصرح,,,,,,79,3,elected,العيادي الاحسيني,,,2023,27 ديسمبر 2023,3,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,الصمار,"الصمار3, تصرح البييه العليا",411,160,55,4,,51000209,2,elected,محمد زروق,,false,2023,27 ديسمبر 2023,4,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,الصمار,الغرياني,,319,7,9,3,307,2,elected,بلقاسم نفيص,false,false,2023,27 ديسمبر 2023,5,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,الصمار,كرشاوء تصرح البييه العليا,1727,305,294,9,2,132,2,elected,عمر لبيظ,true,false,2023,27 ديسمبر 2023,6,الصمار,قرار الهيئة لمعتمدية الصمار__275__تطاوين.PDF,1yXnw5Qmocnz3FsQpDucUNwLaYp6M49h0
تطاوين,بي مهيره,ا يه بني,,4,,,,0,0,,,,,2023,27 ديسمبر 2023,1,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,بي مهيره,الرهاش,231,25,24,0,1,24,1,,,true,true,2023,27 ديسمبر 2023,2,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,بي مهيره,المره,457,61,7,4,0,57,1,,,false,false,2023,27 ديسمبر 2023,3,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,بي مهيره,بني مبيره الشرقيه,1210,291,286,,0,286,2,runoff,,,true,2023,27 ديسمبر 2023,4,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,بي مهيره,قصر عون,1577,2,536,5,1,336,2,elected,كمال لحمر,false,false,2023,27 ديسمبر 2023,5,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,بي مهيره,قصر مهيره,2904,565,,17,6,40,2,elected,الطيب القارس,,,2023,27 ديسمبر 2023,6,بني مهيرة,قرار الهيئة لمعتمدية بني مهيرة__277__تطاوين.PDF,1dec8w-YOCCeuH4gTwgzu20GVaObai87M
تطاوين,تطاوين الجنوبيه,,,6,,,,0,0,,,,,2023,27 ديسمبر 2023,1,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,الدويرات,659,168,158,5,5,94,1,elected,ابتسام الصابري,true,false,2023,27 ديسمبر 2023,2,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,"الرقبه,",5839,,,,4,325,2,elected,المنصف العنتير,,,2023,27 ديسمبر 2023,3,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,المزطوربه,1969,155,51,2,2,151,2,elected,خالد العيدودي,false,false,2023,27 ديسمبر 2023,4,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,المزطوريه الشماليه,13,,133,0,8,133,1,,,,true,2023,27 ديسمبر 2023,5,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,المسرب,3042,426,415,9,2,452,3,elected,عمار النايلي,true,false,2023,27 ديسمبر 2023,6,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,المسرب,1063,1,0,1,7,103,1,,,false,false,2023,27 ديسمبر 2023,7,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,"بير الثلاثين,",11,133,,2,1,130,2,elected,لطفي الجمل,,,2023,27 ديسمبر 2023,8,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,تطا,3,44,76,4,4,36,1,,,false,false,2023,27 ديسمبر 2023,9,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,تطاوين,7483,4,199,7,8,199,2,elected,عمر الونيسي,false,true,2023,27 ديسمبر 2023,10,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,"حي البر,",,25,1,4,2,119,2,elected,عثمان الشميط,false,false,2023,27 ديسمبر 2023,11,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,"حي البر,",440,102,95,0,7,95,1,,,true,true,2023,27 ديسمبر 2023,12,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,شنني الجديده,277,54,2,0,2,52,1,,,false,false,2023,27 ديسمبر 2023,13,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,شنني الجديده,528,76,7,3,0,0,0,,,false,false,2023,27 ديسمبر 2023,14,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,غرغار,2585,167,57,7,3,157,1,,,false,false,2023,27 ديسمبر 2023,15,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الجنوبيه,قصر,2673,128,71,,4,121,2,elected,عبدالمجيد عياده,,false,2023,27 ديسمبر 2023,16,تطاوين الجنوبية,قرار الهيئة لمعتمدية تطاوين الجنوبية__273__تطاوين.PDF,1sFHCi8PPZXJPSasVBDognvRAkKA3NDuk
تطاوين,تطاوين الشماليه,التضامن,,5,,,,0,0,,,,,2023,77 ديسمبر 2023,1,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,التضامن,8901,432,,15,23,194,2,elected,رحومه اولاد ضو,,,2023,77 ديسمبر 2023,2,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,الزهراء,3528,325,7,6,2,490,5,runoff,نورالدين الناجح,false,false,2023,77 ديسمبر 2023,3,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,السعاده,1907,196,93,0,,153,1,,,,false,2023,77 ديسمبر 2023,4,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,القلعه,822,,7,2,,227,2,elected,خالد ضيف الله,,false,2023,77 ديسمبر 2023,5,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,القلعه,285,48,46,2,0,0,0,,,true,false,2023,77 ديسمبر 2023,6,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,,6821,150,,1,9,40,1,,,,,2023,77 ديسمبر 2023,7,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,النصر,325,4,7,8,9,190,2,runoff,,false,false,2023,77 ديسمبر 2023,8,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
تطاوين,تطاوين الشماليه,النصر,5642,185,,2,16,67,1,,,,,2023,77 ديسمبر 2023,9,تطاوين الشمالية,قرار الهيئة لمعتمدية تطاوين الشمالية__276__تطاوين.PDF,169yku_ys24D0xHdN_YGpDBAFJQymaHun
