governorate,delegation,constituency,registered,voters,votes_valid,votes_spoilt,votes_blank,candidate_sum,n_candidates,outcome,winner,ballot_identity_ok,candidate_sum_ok,year,decision_date_raw,block_index,delegation_folder,source_file,drive_id
بن عروس,مرناق,مرناق الغربيه يتقدم الها,5233,646,8,20,8,618,5,runoff,,false,false,2023,27 ديسمبر 2023,14,مرناق,قرار الهيئة لمعتمدية مرناق__33__بن عروس.PDF,1f7zr5rOVsJUsrgxcw8e18U8SyAqrw8_v
بن عروس,مقرين,جوهره,,1,,,,0,0,,,,,2023,27 ديسمبر 2023,1,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,جوهره» تصرح البييه العليا,3417,67,,11,6,110,1,,,,,2023,27 ديسمبر 2023,2,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,سيدي رزيق,25,75,66,0,9,66,1,,,true,true,2023,27 ديسمبر 2023,3,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,سيدي رزيق» تصرح,2285,191,188,2,1,133,1,elected,الاديب الخالدي,true,false,2023,27 ديسمبر 2023,4,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,مقرين الرياضء تصرح البييه,2855,242,6,8,6,228,3,elected,محمود حبل,false,false,2023,27 ديسمبر 2023,5,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,مقرين العليا يتقدم الها,,,,,,545,3,runoff,,,,2023,27 ديسمبر 2023,6,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,مقرين شاكرء تصرح,6989,249,236,6,7,0,0,,,true,false,2023,27 ديسمبر 2023,7,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,مقرين شاكر 2 تصرح,3366,343,1,15,8,318,3,elected,ميمونه الخماسي,false,false,2023,27 ديسمبر 2023,8,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بن عروس,مقرين,منزل مبروك,,77,,1,4,0,0,,,,,2023,27 ديسمبر 2023,9,مقرين,قرار الهيئة لمعتمدية مقرين__31__بن عروس.PDF,1Q8-dFBbzprKCKFoqCtxrZXrNOrQV3RP_
بنزرت,العاليه,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,العاليه,"الختمين, تصرح البييه",4641,230,,7,0,69,1,elected,اسامه الدريدي,,,2023,27 ديسمبر 2023,2,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,العاليه,"العاليه الجنوبيه,",10683,447,,18,6,423,2,elected,انيس بومنيجل,,,2023,27 ديسمبر 2023,3,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,العاليه,العاليه الشماليه 1,671,4,109,10,,109,1,,,,true,2023,27 ديسمبر 2023,4,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,العاليه,"العاليه الشماليه 2,",4043,216,4,9,6,201,2,elected,المنجي العريبي,false,false,2023,27 ديسمبر 2023,5,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,العاليه,"سيدي علي الشباب,",1313,284,777,,2,200,1,elected,علي العفوري,,false,2023,27 ديسمبر 2023,6,العالية,قرار الهيئة لمعتمدية العالية__86__بنزرت.pdf,1HqsV2t5cTFCFOJR1NMRHTtAfEgBnnua7
بنزرت,اوتيك,البسباسيه,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,"البسباسيه, تصرح",1773,257,255,2,0,261,3,elected,يوسف الكشباطي,true,false,2023,27 ديسمبر 2023,2,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,الحويض,1561,235,1,23,1,218,3,elected,امل اللبادي,false,false,2023,27 ديسمبر 2023,3,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,"المبطوح,",818,262,244,10,8,144,3,elected,شهاب الدين الدريدي,true,false,2023,27 ديسمبر 2023,4,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,"اوتيك الجديده, تصرح",,,,,,601,3,elected,محمدغازي حمدانه,,,2023,27 ديسمبر 2023,5,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,"اوتيك, تصرح البييه",4382,383,6,10,2,361,2,elected,محمد علي الحوي,false,false,2023,27 ديسمبر 2023,6,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,باش حانبه - (اوتيك),1731,471,433,35,3,333,3,runoff,,true,false,2023,27 ديسمبر 2023,7,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,سيدي عثمانء تصرح,963,24,313,8,3,172,1,elected,سامي الدريدي,false,false,2023,27 ديسمبر 2023,8,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,اوتيك,عين غلالء تصرح البييه العليا,2049,239,2,15,3,123,2,elected,علي الجبالي,false,false,2023,27 ديسمبر 2023,9,أوتيك,قرار الهيئة لمعتمدية أوتيك__89__بنزرت.pdf,15Um3zSWW4nJ5OeNPxBkW6D_4IgO9qUI2
بنزرت,بنزرت الجنوبيه,|,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,اللواته,5475,1001,955,37,9,459,3,runoff,,true,false,2023,27 ديسمبر 2023,2,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,المصيده يتقدم,6541,945,905,33,7,905,7,,,true,true,2023,27 ديسمبر 2023,3,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,باب ماطر,6108,542,6,14,2,287,4,,,false,false,2023,27 ديسمبر 2023,4,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,تسكرايه,1738,47,,29,0,418,4,,,,,2023,27 ديسمبر 2023,5,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,حي الجلاءء,2480,256,7,2,17,227,2,elected,المنجي السحباني,false,false,2023,27 ديسمبر 2023,6,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,سيدي احمد,,,,,,0,0,runoff,,,,2023,27 ديسمبر 2023,7,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,سيدي عامر,1085,251,242,6,3,5200186,2,elected,هيثم الجميعي,true,false,2023,27 ديسمبر 2023,8,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,فرحات حشاد,9460,660,2,31,7,320,1,,,false,false,2023,27 ديسمبر 2023,9,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,مرنيصه يتقدم,3051,451,8,19,4,318,4,,,false,false,2023,27 ديسمبر 2023,10,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الجنوبيه,هيشر- (بنزرت,935,349,339,7,3,339,3,runoff,,true,true,2023,27 ديسمبر 2023,11,بنزرت الجنوبية,قرار الهيئة لمعتمدية بنزرت الجنوبية__81__بنزرت.pdf,11_BaWxEOynMCz76A1acA6p17hNuv6vh-
بنزرت,بنزرت الشماليه,,,1,,,,0,0,,,,,2023,27 ديسمبر 2023,1,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,15 اكتوبر,3739,247,24,13,10,154,4,runoff,,false,false,2023,27 ديسمبر 2023,2,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,الحبيب,14142,897,849,27,21,649,4,elected,عدنان العلوش,true,false,2023,27 ديسمبر 2023,3,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,الحبيب,5666,227,209,10,8,209,2,elected,وليد بوسعدون,true,true,2023,27 ديسمبر 2023,4,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,القنال,437,52,47,0,,47,1,,,,true,2023,27 ديسمبر 2023,5,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,القنال؛ تصرح,4642,283,260,7,16,73,1,elected,محجوب هلال,true,false,2023,27 ديسمبر 2023,6,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,الكرنيش,217,355,335,14,6,172,2,runoff,,true,false,2023,27 ديسمبر 2023,7,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,المدينه - (بنتزرت الشماليه),15049,118,103,,2,103,1,,,,true,2023,27 ديسمبر 2023,8,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,البناء,6022,302,7,7,22,273,1,,,false,false,2023,27 ديسمبر 2023,9,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,الهناء,657,233,200,10,23,0,0,,,true,false,2023,27 ديسمبر 2023,10,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,حسن النوري,5115,84,56,,23,0,0,,,,false,2023,27 ديسمبر 2023,11,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,حسن النوري,486,294,4,8,2,284,3,runoff,,false,false,2023,27 ديسمبر 2023,12,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,بنزرت الشماليه,عين مريمء,7979,177,,1,4,172,2,elected,حسني دعدي,,,2023,27 ديسمبر 2023,13,بنزرت الشمالية,قرار الهيئة لمعتمدية بنزرت الشمالية__82__بنزرت.pdf,1-7GXGzNqMnBdqhllk6DfM-zBE95BnQUc
بنزرت,تينجه,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,تينجه,الزعرور يتقدم الها,1757,328,301,0,17,301,3,runoff,,false,true,2023,27 ديسمبر 2023,2,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,تينجه,"تينجه 1, تصرح البييه",6499,343,,16,6,232,2,elected,اميره الشلغومي,,,2023,27 ديسمبر 2023,3,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,تينجه,"تينجه 2, تصرح البييه",4093,283,6,10,1,5551373,3,elected,يسري عباس,false,false,2023,27 ديسمبر 2023,4,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,تينجه,قنقله 1 تصرح البييه,37597,34,211,18,,235,1,,,,false,2023,27 ديسمبر 2023,5,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,تينجه,قنقله 2 يتقدم الها,1892,237,224,2,,200224,4,runoff,,,false,2023,27 ديسمبر 2023,6,تينجة,قرار الهيئة لمعتمدية تينجة__91__بنزرت.pdf,1z3u7jVxHtmHfC5P1vxEn0CH2NKTUN1lX
بنزرت,جرزونه,,,7,,,,0,0,,,,,2023,7 ديسمبر 2023,1,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جرزونه,جرزونه الجنوبيه 1,7233,392,347,24,21,348,4,,,true,false,2023,7 ديسمبر 2023,2,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جرزونه,"جرزونه الجنوبيه 2,",5115,270,3,8,9,253,2,elected,سمير بن فطيمه,false,false,2023,7 ديسمبر 2023,3,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جرزونه,جرزونه الشرقيه,3850,254,0,12,2,230,1,,,false,false,2023,7 ديسمبر 2023,4,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جرزونه,جرزونه,,331,306,16,,216,3,elected,محمدالحبيب بن حماد,,false,2023,7 ديسمبر 2023,5,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جرزونه,جرزونه الغربيه يتقدم,2881,364,347,15,2,347,3,runoff,,true,true,2023,7 ديسمبر 2023,6,جرزونة,قرار الهيئة لمعتمدية جرزونة__93__بنزرت.pdf,18doAGxqge7_XIwCRUF04xHq16WXfvmlq
بنزرت,جومين,السمان,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,السمان يتقدم الها,2193,566,501,6,9,301,4,runoff,,false,false,2023,27 ديسمبر 2023,2,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,السمان يتقدم الها,1911,287,2,2,,272,1,,,,false,2023,27 ديسمبر 2023,3,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,"الطواجنيه, تصرح البييه",2789,769,729,26,4,140,3,elected,امين الزمالي,false,false,2023,27 ديسمبر 2023,4,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,اولاد غانم» تصرح,3383,804,7,4,1,22951,4,elected,لطفي العكروتي,false,false,2023,27 ديسمبر 2023,5,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,"بازينه, تصرح البييه العليا",6500,894,2,36,6,315,1,elected,عمر الثامري,false,false,2023,27 ديسمبر 2023,6,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,بالرايس,1067,96,93,2,,93,1,,,,true,2023,27 ديسمبر 2023,7,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,تاهنتء تصرح البييه العليا,1789,246,218,20,8,218,2,elected,زهير المولبي,true,true,2023,27 ديسمبر 2023,8,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,رواحه يتقدم الهها,2278,70,2,26,2,532,3,,,false,false,2023,27 ديسمبر 2023,9,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,جومين,كاف غراب يتقدم الها,552,395,386,8,,0,0,runoff,,,false,2023,27 ديسمبر 2023,10,جومين,قرار الهيئة لمعتمدية جومين__83__بنزرت.pdf,1wo7czGDBMsbEhT0zkiu0uFRg9CGrg_oY
بنزرت,راس الجبل,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,القريه - (راس,1885,410,397,1,2,397,2,elected,زهير بن رحومه,false,true,2023,27 ديسمبر 2023,2,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,القريه - (راس,3223,116,98,4,14,98,1,,,true,true,2023,27 ديسمبر 2023,3,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,,7229,248,228,8,12,228,1,,,true,true,2023,27 ديسمبر 2023,4,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,راس الجبل,1042,447,405,23,19,405,2,elected,توفيق الدريدي,true,true,2023,27 ديسمبر 2023,5,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,راس الجبل,15849,930,876,29,25,876,4,runoff,,true,true,2023,27 ديسمبر 2023,6,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,رفرافء تصرح,7,592,568,17,7,568,2,elected,فتحي السيفاوي,true,true,2023,27 ديسمبر 2023,7,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,راس الجبل,صونينء تصرح البييه,3093,3778,1,2,2,394,4,elected,هشام نويره,false,false,2023,27 ديسمبر 2023,8,رأس الجبل,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
بنزرت,سجنان,الحشاشنه,,1,,,,0,0,,,,,2023,20 ديسمبر 2012,1,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,الحشاشنه يتقدم الها,5047,770,709,38,23,709,3,runoff,,true,true,2023,20 ديسمبر 2012,2,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,السحابنه يتقدم اليها,3687,1255,0,39,6,0,0,,,false,true,2023,20 ديسمبر 2012,3,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,العبابسه - (سجنان)؛,2110,358,330,23,,330,2,elected,وليد العبامي,,true,2023,20 ديسمبر 2012,4,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,"المشارقه, تصرح البييه العليا",3398,4,601,12,1,0,0,,,false,false,2023,20 ديسمبر 2012,5,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,المعاليه,3986,431,413,4,4,0,0,elected,منير السعيداني,false,false,2023,20 ديسمبر 2012,6,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,امادن يتقدم الها,2713,648,0,37,1,0,0,runoff,,false,true,2023,20 ديسمبر 2012,7,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,سجنان يتقدم الها,8733,1127,62,48,17,1062,5,runoff,,false,false,2023,20 ديسمبر 2012,8,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,سجنان,سيدي مشرق يتقدم,2579,918,876,27,15,22222222222247,8,runoff,,true,false,2023,20 ديسمبر 2012,9,سجنان,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
بنزرت,غار الملح,,,7,,,,0,0,,,,,2023,27 ديسمبر 2023,1,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غار الملح,الزواوين,2380,706,670,31,,196,2,,,,false,2023,27 ديسمبر 2023,2,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غار الملح,باجو,11,660,645,9,6,645,2,elected,صالح يونس,true,true,2023,27 ديسمبر 2023,3,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غار الملح,"عوسجه 1, تصرح",3090,318,,6,15,297,2,elected,فوزي المودب,,,2023,27 ديسمبر 2023,4,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غار الملح,عوسجه 2 يتقدم الها,631,609,586,14,9,586,4,runoff,,true,true,2023,27 ديسمبر 2023,5,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غار الملح,غار الملح» تصرح البييه العليا,5038,436,420,13,,420,2,elected,امير عياد,,true,2023,27 ديسمبر 2023,6,غار الملح,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
بنزرت,غزاله,الذواوده,,0,,,,0,0,,,,,2023,27 ديسمبر 2023,1,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,الذواوده» تصرح البييه,34,243,76,13,4,85,1,elected,حسام الذوادي,false,false,2023,27 ديسمبر 2023,2,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,العرب - (غزاله),2233,300,288,7,,126,1,elected,فتحي السعيداني,,false,2023,27 ديسمبر 2023,3,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,اولاد المايء تصرح البييه,727,386,380,,,380,2,elected,محسن بن بركه,,true,2023,27 ديسمبر 2023,4,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,بوجريرء تصرح البييه,1897,347,8,13,6,172,1,elected,سامي المنصوري,false,false,2023,27 ديسمبر 2023,5,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,"ركب, تصرح البييه العليا",2303,315,300,9,6,301,4,,,true,false,2023,27 ديسمبر 2023,6,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
بنزرت,غزاله,"سيدي عيسي, تصرح",804,168,160,,,160,2,elected,كمال الجميعي,,true,2023,27 ديسمبر 2023,7,غزالة,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
