bureau_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,imada_name,adm3_pcode,adm4_pcode,reading,rows,n_representatives,rep_saied,rep_zammel,rep_maghzaoui,unattributed,table_source,rotation,registered,voters,valid,turnout_pct,saied_share_pct,winner
01040510104,تونس,السيجومي,حي هلال,م إبتدائية حي هلال 1 - السيدة المنوبية,Tunis,Sijoumi,Cite Helel,TN1161,TN116151,located,,,,,,,red,0,1541,313,297,20.3115,93.9394,saied
01040510105,تونس,السيجومي,حي هلال,م إبتدائية حي هلال 1 - السيدة المنوبية,Tunis,Sijoumi,Cite Helel,TN1161,TN116151,located,,,,,,,red,0,1538,327,309,21.2614,92.5566,saied
01040610101,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,located,,,,,,,red,0,1254,373,353,29.7448,92.0680,saied
01040610102,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,read,s..,1,1,0,0,0,red,0,1254,359,348,28.6284,91.9540,saied
01040610103,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,located,,,,,,,red,0,1254,357,343,28.4689,94.7522,saied
01040610104,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,located,,,,,,,red,0,1254,330,317,26.3158,94.0063,saied
01040610105,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,located,,,,,,,red,0,1254,273,263,21.7703,95.8175,saied
01040610106,تونس,السيجومي,علي البلهوان - (السيجومي),م إبتدائية 2مارس 34 - علي البلهوان,Tunis,Sijoumi,Ali Belhouane,TN1161,TN116152,located,,,,,,,red,0,1245,268,256,21.5261,91.0156,saied
01050110101,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1196,144,129,12.0401,94.5736,saied
01050110102,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1196,134,130,11.2040,97.6923,saied
01050110103,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1196,131,120,10.9532,95.0000,saied
01050110104,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1196,119,111,9.9498,96.3964,saied
01050110105,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1196,113,108,9.4482,97.2222,saied
01050110106,تونس,العمران,الجبل الأحمر,دائرة التموين للشركة الوطنية لاستغلال و توزيع المياه الجبل الأحمر,Tunis,Omrane,Djebel El Ahmar,TN1155,TN115552,located,,,,,,,red,0,1195,94,89,7.8661,94.3820,saied
01050210101,تونس,العمران,العمران,م إبتدائية 16نهج بشارة الخوري - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,read,sms,3,2,0,1,0,red,0,1027,297,282,28.9192,80.8511,saied
01050210102,تونس,العمران,العمران,م إبتدائية 16نهج بشارة الخوري - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1027,286,265,27.8481,78.8679,saied
01050210103,تونس,العمران,العمران,م إبتدائية 16نهج بشارة الخوري - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,read,s..,1,1,0,0,0,red,0,1027,229,216,22.2980,83.7963,saied
01050210104,تونس,العمران,العمران,م إبتدائية 16نهج بشارة الخوري - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1026,202,189,19.6881,74.0741,saied
01050210201,تونس,العمران,العمران,م إبتدائية نهج بولونيا - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1222,177,167,14.4845,83.2335,saied
01050210202,تونس,العمران,العمران,م إبتدائية نهج بولونيا - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1222,156,147,12.7660,81.6327,saied
01050210203,تونس,العمران,العمران,م إبتدائية نهج بولونيا - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1222,112,105,9.1653,82.8571,saied
01050210204,تونس,العمران,العمران,م إبتدائية نهج بولونيا - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,read,s..,1,1,0,0,0,red,0,1222,127,123,10.3928,82.1138,saied
01050210205,تونس,العمران,العمران,م إبتدائية نهج بولونيا - العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,1218,92,87,7.5534,77.0115,saied
01050210301,تونس,العمران,العمران,م.إعدادية أبو القاسم الشابي- العمران,Tunis,Omrane,El Omrane,TN1155,TN115551,located,,,,,,,red,0,221,52,49,23.5294,75.5102,saied
01050310101,تونس,العمران,بئر عتيق,م إبتدائية بئر عتيق جبل الأحمر,Tunis,Omrane,Bir Atig,TN1155,TN115555,located,,,,,,,red,0,1075,449,425,41.7674,93.1765,saied
01050310102,تونس,العمران,بئر عتيق,م إبتدائية بئر عتيق جبل الأحمر,Tunis,Omrane,Bir Atig,TN1155,TN115555,located,,,,,,,red,0,1075,425,407,39.5349,95.8231,saied
01050310103,تونس,العمران,بئر عتيق,م إبتدائية بئر عتيق جبل الأحمر,Tunis,Omrane,Bir Atig,TN1155,TN115555,located,,,,,,,red,0,575,349,338,60.6957,92.0118,saied
01050410101,تونس,العمران,حي الزياتين,م إبتدائية بئر الكرم جبل الأحمر - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,located,,,,,,,red,0,1116,382,334,34.2294,93.1138,saied
01050410102,تونس,العمران,حي الزياتين,م إبتدائية بئر الكرم جبل الأحمر - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,located,,,,,,,red,0,1116,331,307,29.6595,91.2052,saied
01050410103,تونس,العمران,حي الزياتين,م إبتدائية بئر الكرم جبل الأحمر - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,read,...,0,0,0,0,0,red,0,1114,283,274,25.4039,95.6204,saied
01050410201,تونس,العمران,حي الزياتين,م إبتدائية حي الزياتين 2 - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,located,,,,,,,red,0,1115,456,426,40.8969,95.0704,saied
01050410202,تونس,العمران,حي الزياتين,م إبتدائية حي الزياتين 2 - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,read,s..,1,1,0,0,0,red,0,1115,394,374,35.3363,95.9893,saied
01050410203,تونس,العمران,حي الزياتين,م إبتدائية حي الزياتين 2 - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,located,,,,,,,red,0,1114,373,348,33.4829,96.8391,saied
01050410301,تونس,العمران,حي الزياتين,م إبتدائية جبل الأحمر حي الزياتين 1 - حي الزياتين,Tunis,Omrane,Cite Des Oliviers,TN1155,TN115553,located,,,,,,,red,0,1286,414,389,32.1928,95.1157,saied
01050510101,تونس,العمران,رأس الطابية,م إبتدائية حي الرمانة - رأس الطابية,Tunis,Omrane,Ras Tabia,TN1155,TN115554,located,,,,,,,red,0,1059,367,336,34.6553,73.2143,saied
01050510102,تونس,العمران,رأس الطابية,م إبتدائية حي الرمانة - رأس الطابية,Tunis,Omrane,Ras Tabia,TN1155,TN115554,located,,,,,,,red,0,1054,281,265,26.6603,75.8491,saied
01050510201,تونس,العمران,رأس الطابية,م إبتدائية رأس الطابية نهج فاس,Tunis,Omrane,Ras Tabia,TN1155,TN115554,located,,,,,,,red,0,887,357,340,40.2480,83.8235,saied
01050510202,تونس,العمران,رأس الطابية,م إبتدائية رأس الطابية نهج فاس,Tunis,Omrane,Ras Tabia,TN1155,TN115554,read,s..,1,1,0,0,0,red,0,888,332,318,37.3874,87.1069,saied
01050510203,تونس,العمران,رأس الطابية,م إبتدائية رأس الطابية نهج فاس,Tunis,Omrane,Ras Tabia,TN1155,TN115554,located,,,,,,,red,0,887,254,243,28.6359,81.0700,saied
01050610101,تونس,العمران,وادي السبعي,م إبتدائية 2مارس 34 العمران - وادي السبعي,Tunis,Omrane,Oued El Sebai,TN1155,TN115556,located,,,,,,,red,0,749,352,323,46.9960,96.2848,saied
01050610102,تونس,العمران,وادي السبعي,م إبتدائية 2مارس 34 العمران - وادي السبعي,Tunis,Omrane,Oued El Sebai,TN1155,TN115556,located,,,,,,,red,0,749,321,301,42.8571,92.0266,saied
01050610201,تونس,العمران,وادي السبعي,م إبتدائية الفوز العمران - وادي السبعي,Tunis,Omrane,Oued El Sebai,TN1155,TN115556,located,,,,,,,red,0,1218,469,443,38.5057,94.1309,saied
01060110101,تونس,العمران الاعلى,أحمد التليلي,م إبتدائية ابن خلدون 6 - حي ابن خلدون السادس,Tunis,Omrane Supérieur,Ahmed Tlili,TN1156,TN115658,located,,,,,,,red,0,1257,477,455,37.9475,89.0110,saied
01060110102,تونس,العمران الاعلى,أحمد التليلي,م إبتدائية ابن خلدون 6 - حي ابن خلدون السادس,Tunis,Omrane Supérieur,Ahmed Tlili,TN1156,TN115658,located,,,,,,,red,0,1257,484,463,38.5044,91.1447,saied
01060110103,تونس,العمران الاعلى,أحمد التليلي,م إبتدائية ابن خلدون 6 - حي ابن خلدون السادس,Tunis,Omrane Supérieur,Ahmed Tlili,TN1156,TN115658,located,,,,,,,red,0,1255,386,372,30.7570,92.2043,saied
01060210101,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1226,347,337,28.3034,90.2077,saied
01060210102,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1226,353,337,28.7928,89.3175,saied
01060210103,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,read,ms.,2,1,0,1,0,red,0,1226,317,294,25.8564,89.4558,saied
01060210104,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1226,296,277,24.1436,92.7798,saied
01060210105,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1226,255,250,20.7993,90.8000,saied
01060210106,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1226,295,280,24.0620,86.7857,saied
01060210107,تونس,العمران الاعلى,الرمانة,م إبتدائية حي ابن خلدون 2 - الرمانة,Tunis,Omrane Supérieur,El Romana,TN1156,TN115652,located,,,,,,,red,0,1220,195,193,15.9836,92.2280,saied
01060310101,تونس,العمران الاعلى,الصديق,م إبتدائية حي ابن خلدون 5 - الصديق,Tunis,Omrane Supérieur,Es-Sadique,TN1156,TN115659,located,,,,,,,red,0,804,303,295,37.6866,89.8305,saied
01060310102,تونس,العمران الاعلى,الصديق,م إبتدائية حي ابن خلدون 5 - الصديق,Tunis,Omrane Supérieur,Es-Sadique,TN1156,TN115659,read,s..,1,1,0,0,0,red,0,803,251,241,31.2578,88.3817,saied
01060410101,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الامام ابن عرفة - العمران الأعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,read,s..,1,1,0,0,0,red,0,1249,442,430,35.3883,87.4419,saied
01060410102,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الامام ابن عرفة - العمران الأعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,1299,490,472,37.7213,86.8644,saied
01060410103,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الامام ابن عرفة - العمران الأعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,1249,374,357,29.9440,82.6331,saied
01060410104,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الامام ابن عرفة - العمران الأعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,1246,387,365,31.0594,88.2192,saied
01060410201,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الشابي - العمران الاعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,read,s..,1,1,0,0,0,red,0,1074,399,386,37.1508,91.4508,saied
01060410202,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الشابي - العمران الاعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,,372,349,,87.3926,saied
01060410203,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الشابي - العمران الاعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,974,353,339,36.2423,84.6608,saied
01060410204,تونس,العمران الاعلى,العمران الأعلى,م إبتدائية الشابي - العمران الاعلى,Tunis,Omrane Supérieur,El Omrane Superieur,TN1156,TN115656,located,,,,,,,red,0,1072,328,312,30.5970,86.5385,saied
01060510101,تونس,العمران الاعلى,النسيم,م إبتدائية حي الانطلاقة 3 - حي الإنطلاقة,Tunis,Omrane Supérieur,El Nassim,TN1156,TN115657,read,s..,1,1,0,0,0,gray,0,966,448,423,46.3768,87.4704,saied
01060510102,تونس,العمران الاعلى,النسيم,م إبتدائية حي الانطلاقة 3 - حي الإنطلاقة,Tunis,Omrane Supérieur,El Nassim,TN1156,TN115657,located,,,,,,,red,0,966,395,389,40.8903,90.7455,saied
01060510103,تونس,العمران الاعلى,النسيم,م إبتدائية حي الانطلاقة 3 - حي الإنطلاقة,Tunis,Omrane Supérieur,El Nassim,TN1156,TN115657,located,,,,,,,red,0,966,379,356,39.2340,87.3596,saied
01060610101,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية الانطلاقة 2 - النسيم,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,read,?..,0,0,0,0,1,red,0,1066,254,247,23.8274,92.7126,saied
01060610102,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية الانطلاقة 2 - النسيم,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,red,0,1066,,191,,93.1937,saied
01060610201,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,red,270,1117,371,357,33.2140,90.7563,saied
01060610202,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,red,0,1117,430,399,38.4960,90.7268,saied
01060610203,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,red,0,1117,391,387,35.0045,92.5065,saied
01060610204,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,gray,0,1117,332,324,29.7225,91.3580,saied
01060610205,تونس,العمران الاعلى,حي الإنطلاقة,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,Tunis,Omrane Supérieur,Cite El Intilaka,TN1156,TN115655,located,,,,,,,red,0,1117,323,310,28.9167,94.1935,saied
