constituency,rank,rank_printed,rank_check,list_name,votes,votes_read,share_pct,share_recomputed,share_check,constituency_valid_votes,total_matches_sum,source_pages
جندوبة,37,37,agree,قائمة حزب الأمل,485,,0.63,0.63,agree,76425,1,44 45
جندوبة,38,38,agree,قائمة جندوبة تتحدى,289,,0.38,0.38,agree,76425,1,44 45
جندوبة,39,39,agree,قائمة حزب حركة الشباب نحن لها,504,,0.66,0.66,agree,76425,1,44 45
جندوبة,40,40,agree,قائمة النجاح المستقلة بجندوبة,702,,0.92,0.92,agree,76425,1,44 45
جندوبة,41,41,agree,قائمة حزب تيّار المحبة,179,,0.23,0.23,agree,76425,1,44 45
جندوبة,42,42,agree,قائمة صوت المستقبل,328,,0.43,0.43,agree,76425,1,44 45
جندوبة,43,43,agree,قاتمة الحزب الاشتراكي,382,,0.5,0.5,agree,76425,1,44 45
جندوبة,44,44,agree,قائمة تحيا جندوبة,411,,0.54,0.54,agree,76425,1,44 45
جندوبة,45,45,agree,قائمة مواطنون ونشارك,723,,0.95,0.95,agree,76425,1,44 45
جندوبة,46,46,agree,قائمة صدى الشمال,600,,0.79,0.79,agree,76425,1,44 45
جندوبة,47,47,agree,قائمة حقنا,309,,0.4,0.4,agree,76425,1,44 45
جندوبة,48,48,agree,قائمة التيار الديمقراطي,1209,,1.58,1.58,agree,76425,1,44 45
جندوبة,49,49,agree,قائمة بني وطني,344,,0.45,0.45,agree,76425,1,44 45
جندوبة,50,50,agree,قائمة وطن عادل,573,,0.75,0.75,agree,76425,1,44 45
زغوان,1,1,agree,قائمة الحزب الاشتراي,1191,,2.43,2.43,agree,49091,1,46 47
زغوان,2,2,agree,قائمة من أجل مستقبل أفضل,1336,,2.72,2.72,agree,49091,1,46 47
زغوان,3,3,agree,قائمة الخير,1788,,3.64,3.64,agree,49091,1,46 47
زغوان,4,4,agree,قائمة كلنا زغوان,1264,,2.57,2.57,agree,49091,1,46 47
زغوان,5,5,agree,القائمة المستقلة الميثاق,134,,0.27,0.27,agree,49091,1,46 47
زغوان,6,6,agree,قائمة شباب التحدي,249,,0.51,0.51,agree,49091,1,46 47
زغوان,7,7,agree,قائمة حزب تيار المحبة,382,,0.78,0.78,agree,49091,1,46 47
زغوان,8,8,agree,قائمة قلب تونس,4873,,9.93,9.93,agree,49091,1,46 47
زغوان,9,9,agree,,1136,,2.31,2.31,agree,49091,1,46 47
زغوان,10,10,agree,قائمة عيش تونسي,969,,1.97,1.97,agree,49091,1,46 47
زغوان,11,11,agree,قائمة الحزب الدستوري الحر,2012,,4.1,4.1,agree,49091,1,46 47
زغوان,12,12,agree,قائمة التيار الديمقراطي,1459,,2.97,2.97,agree,49091,1,46 47
زغوان,13,13,agree,قائمة الوفاء للجميع,1189,,2.42,2.42,agree,49091,1,46 47
زغوان,14,14,agree,قائمة حركة الهضة بزغوان,6304,,12.84,12.84,agree,49091,1,46 47
زغوان,15,15,agree,قائمة حزب الرحمة,1446,,2.95,2.95,agree,49091,1,46 47
زغوان,16,16,agree,قائمة الجهة,335,,0.68,0.68,agree,49091,1,46 47
زغوان,17,17,agree,,451,,0.92,0.92,agree,49091,1,46 47
زغوان,18,18,agree,قائمة حزب الأمل,1422,,2.9,2.9,agree,49091,1,46 47
زغوان,19,19,agree,قائمة الجهة الشعبية,351,,0.71,0.71,agree,49091,1,46 47
زغوان,20,20,agree,قائمة حزب أمل تونس,443,,0.9,0.9,agree,49091,1,46 47
زغوان,21,21,agree,قائمة حركة مشروع تونس,1144,,2.33,2.33,agree,49091,1,46 47
زغوان,22,22,agree,قائمة حركة الشعب,991,,2.02,2.02,agree,49091,1,46 47
زغوان,23,23,agree,قائمة البديل التونسي,699,,1.42,1.42,agree,49091,1,46 47
زغوان,24,24,agree,قائمة ويكيليكس زغوان,484,,0.99,0.99,agree,49091,1,46 47
زغوان,25,25,agree,قائمة القلم,732,,1.49,1.49,agree,49091,1,46 47
زغوان,26,26,agree,قائمة أمل وعمل المستقلة,816,,1.66,1.66,agree,49091,1,46 47
زغوان,27,27,agree,قائمة حركة نداء تونس,2272,,4.63,4.63,agree,49091,1,46 47
زغوان,28,28,agree,قائمة كلنا للوطن,750,,1.53,1.53,agree,49091,1,46 47
زغوان,29,29,agree,قائمة الرجوع إلى الأصصل,625,,1.27,1.27,agree,49091,1,46 47
زغوان,30,30,agree,قائمة الاتحاد الديمقراطي الاجتماعي,938,,1.91,1.91,agree,49091,1,46 47
زغوان,31,31,agree,قائمة التكتل,290,,0.59,0.59,agree,49091,1,46 47
زغوان,32,32,agree,قائمة الكواسر,561,,1.14,1.14,agree,49091,1,46 47
زغوان,33,33,agree,قائمة الاتحاد الوطني للمستقلين,304,,0.62,0.62,agree,49091,1,46 47
زغوان,34,,unread,قائمة الطموح,277,,0.56,0.56,agree,49091,1,46 47
زغوان,35,35,agree,قائمة فيق لزغوان,490,,1.0,1.0,agree,49091,1,46 47
زغوان,36,36,agree,قائمة أفاق تونس,404,,0.82,0.82,agree,49091,1,46 47
زغوان,37,37,agree,قائمة زغوان تجمعنا,1094,,2.23,2.23,agree,49091,1,46 47
زغوان,38,38,agree,قائمة تونس للجميع,341,,0.69,0.69,agree,49091,1,46 47
زغوان,39,39,agree,قائمة حركة هلموا لتونس,77,,0.16,0.16,agree,49091,1,46 47
زغوان,40,,unread,قائمة حركة تحيا تونس,1641,,3.34,3.34,agree,49091,1,46 47
زغوان,41,,unread,قائمة بني وطني,83,,0.17,0.17,agree,49091,1,46 47
زغوان,42,,unread,قائمة الخيرالجميع,275,,0.56,0.56,agree,49091,1,46 47
زغوان,43,,unread,قائمة تونس أخرى,210,,0.43,0.43,agree,49091,1,46 47
زغوان,44,44,agree,قائمة المستقلون الديمقراطيون,57,,0.12,0.12,agree,49091,1,46 47
زغوان,45,8,differ,قائمة العبور,328,,0.67,0.67,agree,49091,1,46 47
زغوان,46,,unread,قائمة الحضارة و الازدهار,140,,0.29,0.29,agree,49091,1,46 47
زغوان,47,,unread,قائمة الهمة العالية,151,,0.31,0.31,agree,49091,1,46 47
زغوان,48,,unread,قائمة الغيث النافع,450,,0.92,0.92,agree,49091,1,46 47
زغوان,49,,unread,قائمة أمل بلادي,364,,0.74,0.74,agree,49091,1,46 47
زغوان,50,50,agree,قائمة ائتلاف الكرامة,599,,1.22,1.22,agree,49091,1,46 47
زغوان,51,51,agree,,240,,0.49,0.49,agree,49091,1,46 47
زغوان,52,52,agree,قائمة زغوان تنادينا,1275,,2.6,2.6,agree,49091,1,46 47
زغوان,53,53,agree,قائمة الوطن الجديد,1255,,2.56,2.56,agree,49091,1,46 47
منوبة,1,1,agree,قائمة الجهة,855,,0.94,0.94,agree,91010,1,48 49
منوبة,2,2,agree,قائمة الثقة,302,,0.33,0.33,agree,91010,1,48 49
منوبة,3,3,agree,قائمة الاتحاد الشعبي الجمهوري,3058,,3.36,3.36,agree,91010,1,48 49
منوبة,4,4,agree,قائمة رجال ونساء تونس,1024,,1.13,1.13,agree,91010,1,48 49
منوبة,5,5,agree,قائمة التيار الديمقراطي,7080,,7.18,7.78,differ,91010,1,48 49
منوبة,6,6,agree,قائمة صوتكم أمانة,509,,0.56,0.56,agree,91010,1,48 49
منوبة,7,7,agree,قائمة أولاد الحومة,780,,0.86,0.86,agree,91010,1,48 49
منوبة,8,8,agree,قائمة الحزب الدستوري الحر,3711,,4.08,4.08,agree,91010,1,48 49
منوبة,9,9,agree,قائمة قلب تونس,15297,,16.81,16.81,agree,91010,1,48 49
منوبة,10,10,agree,قائمة الشباب هو الحل,367,,0.4,0.4,agree,91010,1,48 49
منوبة,11,11,agree,قائمة حزب تيّار المحبة,312,,0.34,0.34,agree,91010,1,48 49
منوبة,12,12,agree,قائمة حركة شباب تونس الوطني,652,,0.72,0.72,agree,91010,1,48 49
منوبة,13,13,agree,قائمة أمل وعمل المستقلة,1187,,1.3,1.3,agree,91010,1,48 49
منوبة,14,14,agree,قائمة حزب الرحمة,4615,,5.07,5.07,agree,91010,1,48 49
منوبة,15,15,agree,قائمة وقيتنا,320,,0.35,0.35,agree,91010,1,48 49
منوبة,16,16,agree,قائمة حركة الشعب,4088,,4.49,4.49,agree,91010,1,48 49
منوبة,17,17,agree,قائمة حركة نداء تونس,1500,,1.65,1.65,agree,91010,1,48 49
منوبة,18,18,agree,قائمة تونس أخرى,454,,0.5,0.5,agree,91010,1,48 49
منوبة,19,19,agree,قائمة ائتلاف الكرامة,6091,,6.69,6.69,agree,91010,1,48 49
منوبة,20,20,agree,قائمة بلادنا,354,,0.39,0.39,agree,91010,1,48 49
منوبة,21,21,agree,قائمة حركة مشروع تونس,877,,0.96,0.96,agree,91010,1,48 49
منوبة,22,22,agree,قائمة حركة الهضة بمنوبة,18866,,20.73,20.73,agree,91010,1,48 49
منوبة,23,23,agree,قائمة حزب حركة أوفياء للوطن,374,,0.41,0.41,agree,91010,1,48 49
منوبة,24,24,agree,قائمة غدوة خير,1179,,1.3,1.3,agree,91010,1,48 49
منوبة,25,25,agree,قائمة مواطنون ونشارك,593,,0.65,0.65,agree,91010,1,48 49
منوبة,26,26,agree,قائمة اتحاد القوى الشبابية,803,,0.88,0.88,agree,91010,1,48 49
منوبة,27,27,agree,قائمة الجهة الشعبية,664,,0.73,0.73,agree,91010,1,48 49
منوبة,28,28,agree,قائمة منوبة الجميلة,680,,0.75,0.75,agree,91010,1,48 49
منوبة,29,29,agree,حزب التكتل الديمقراطي من أجل العمل وال-,105,,0.12,0.12,agree,91010,1,48 49
منوبة,30,30,agree,قائمة من أجل غد أفضل,265,,0.29,0.29,agree,91010,1,48 49
منوبة,31,31,agree,قائمة الحزب الاشتراكي الدستوري,765,,0.84,0.84,agree,91010,1,48 49
منوبة,32,32,agree,قائمة البديل التونسي,581,,0.64,0.64,agree,91010,1,48 49
منوبة,33,33,agree,قائمة الاتحاد الديمقراطي الاجتماءعي,913,,1.0,1.0,agree,91010,1,48 49
منوبة,34,34,agree,قائمة حركة هلموا لتونس,252,,0.28,0.28,agree,91010,1,48 49
منوبة,35,35,agree,قائمة الاتحاد الوطني للمستقلين,664,,0.73,0.73,agree,91010,1,48 49
منوبة,36,36,agree,قائمة تونس العزيزة,156,,0.17,0.17,agree,91010,1,48 49
منوبة,37,37,agree,قائمة الحزب الاشتراي,177,,0.19,0.19,agree,91010,1,48 49
منوبة,38,38,agree,قائمة بني وطني,223,,0.25,0.25,agree,91010,1,48 49
منوبة,39,39,agree,قائمة كلنا للوطن,353,,0.39,0.39,agree,91010,1,48 49
منوبة,40,40,agree,قائمة نحن منوبة,529,,0.58,0.58,agree,91010,1,48 49
منوبة,41,41,agree,قائمة أنقذ تونس,151,,0.17,0.17,agree,91010,1,48 49
منوبة,42,42,agree,قائمة عيش تونبسي,1335,,1.47,1.47,agree,91010,1,48 49
منوبة,43,43,agree,قائمة تحرّك,174,,0.19,0.19,agree,91010,1,48 49
منوبة,44,44,agree,,263,,0.29,0.29,agree,91010,1,48 49
منوبة,45,45,agree,قائمة حزب الأمل,294,,0.32,0.32,agree,91010,1,48 49
منوبة,46,46,agree,قائمة حركة تحيا تونس,2678,,2.94,2.94,agree,91010,1,48 49
منوبة,47,47,agree,قائمة حزب أمل تونس,329,,0.36,0.36,agree,91010,1,48 49
منوبة,48,48,agree,قائمة سواعد المرناقية,181,,0.2,0.2,agree,91010,1,48 49
منوبة,49,49,agree,قائمة صوت منوبة في البرلمان,1168,,1.28,1.28,agree,91010,1,48 49
منوبة,50,50,agree,قائمة حزب حركة الشباب نحن لها,353,,0.39,0.39,agree,91010,1,48 49
منوبة,51,51,agree,قائمة حزب المؤتمر من أجل الجمهورية,217,,0.24,0.24,agree,91010,1,48 49
منوبة,52,52,agree,قائمة نبض منوبة,389,,0.43,0.43,agree,91010,1,48 49
منوبة,53,53,agree,قائمة السيدة المنوبية,105,,0.12,0.12,agree,91010,1,48 49
منوبة,54,54,agree,قائمة أحبك ياشعب,293,,0.32,0.32,agree,91010,1,48 49
منوبة,55,55,agree,قائمة آفاق تونس,1128,,1.24,1.24,agree,91010,1,48 49
منوبة,56,56,agree,قائمة حقي,309,,0.34,0.34,agree,91010,1,48 49
منوبة,57,57,agree,قائمة حزب المسؤولية الوطنية,68,,0.07,0.07,agree,91010,1,48 49
بن عروس,1,,unread,قائمة الجهة,1569,,0.95,0.95,agree,164823,1,50 51
بن عروس,2,2,agree,قائمة الشمعة 216,898,,0.54,0.54,agree,164823,1,50 51
بن عروس,3,3,agree,قائمة الحزب الدستوري الحر,13569,,8.23,8.23,agree,164823,1,50 51
بن عروس,4,4,agree,قائمة حزب الرحمة,0,,0.0,0.0,agree,164823,1,50 51
بن عروس,5,5,agree,قائمة حزب تيّار المحبة,643,,0.39,0.39,agree,164823,1,50 51
بن عروس,6,6,agree,قائمة أحبك يا شعب,1414,,0.86,0.86,agree,164823,1,50 51
بن عروس,7,7,agree,قائمة آفاق تونس,2417,,1.47,1.47,agree,164823,1,50 51
بن عروس,8,8,agree,قائمة حركة الشعب,4576,,2.78,2.78,agree,164823,1,50 51
بن عروس,9,9,agree,قائمة التيار الديمقراطي,18940,,11.49,11.49,agree,164823,1,50 51
بن عروس,10,10,agree,قائمة عين مستقبل بن عروس,1090,,0.66,0.66,agree,164823,1,50 51
بن عروس,11,11,agree,قائمة الرابطة الخضراء,379,,0.23,0.23,agree,164823,1,50 51
بن عروس,12,12,agree,قائمة الوطنيون الأحرار,230,,0.14,0.14,agree,164823,1,50 51
بن عروس,13,13,agree,قائمة الجهة الشعبية,1943,,1.18,1.18,agree,164823,1,50 51
بن عروس,14,14,agree,قائمة علي بن غذاهم,393,,0.24,0.24,agree,164823,1,50 51
بن عروس,15,15,agree,قائمة قلب تونس,26841,,16.28,16.28,agree,164823,1,50 51
بن عروس,16,16,agree,قائمة نسمة تونس,595,,0.36,0.36,agree,164823,1,50 51
بن عروس,17,17,agree,قائمة بني وطني,723,,0.44,0.44,agree,164823,1,50 51
بن عروس,18,18,agree,قائمة حركة مشروع تونس,1725,,1.05,1.05,agree,164823,1,50 51
بن عروس,19,19,agree,قائمة أمل وعمل المستقلة,2609,,1.58,1.58,agree,164823,1,50 51
بن عروس,20,20,agree,قائمة فجر البناء,560,,0.34,0.34,agree,164823,1,50 51
بن عروس,21,21,agree,قائمة حزب المؤتمرمن أجل الجمهورية,382,,0.23,0.23,agree,164823,1,50 51
بن عروس,22,22,agree,قائمة الاتحاد الشعبي الجمهوري,6689,,4.06,4.06,agree,164823,1,50 51
بن عروس,23,23,agree,قائمة النضال الوطني,238,,0.14,0.14,agree,164823,1,50 51
بن عروس,24,24,agree,قائمة خوذ حقك,827,,0.5,0.5,agree,164823,1,50 51
بن عروس,25,25,agree,,881,,0.53,0.53,agree,164823,1,50 51
بن عروس,26,26,agree,قائمة التكتل الديمقراطي من أجل العمل والحريات,252,,0.15,0.15,agree,164823,1,50 51
بن عروس,27,27,agree,قائمة عيش تونسي,2773,,1.68,1.68,agree,164823,1,50 51
بن عروس,28,28,agree,قائمة النملة,376,,0.23,0.23,agree,164823,1,50 51
بن عروس,29,29,agree,قائمة كلنا للوطن,532,,0.32,0.32,agree,164823,1,50 51
بن عروس,30,30,agree,قائمة إرادة شباب اليوم,498,,0.3,0.3,agree,164823,1,50 51
بن عروس,31,31,agree,قائمة حزب خحركة أوفياء للوطن,339,,0.21,0.21,agree,164823,1,50 51
بن عروس,32,32,agree,قائمة الاتحاد الديمقراطي الاجتماعي,747,,0.45,0.45,agree,164823,1,50 51
بن عروس,33,33,agree,قائمة حركة شباب تونس الوطني,1983,,1.2,1.2,agree,164823,1,50 51
بن عروس,34,34,agree,قائمة من أجل تأسيس جديد,1043,,0.63,0.63,agree,164823,1,50 51
بن عروس,35,35,agree,قائمة الوطن الجديد,693,,0.42,0.42,agree,164823,1,50 51
بن عروس,36,36,agree,قائمة التحدي,274,,0.17,0.17,agree,164823,1,50 51
بن عروس,37,37,agree,قائمة الاتحاد الوطني للمستقلين,265,,0.16,0.16,agree,164823,1,50 51
بن عروس,38,38,agree,قائمة الرجوع إلى الأصل,473,,0.29,0.29,agree,164823,1,50 51
بن عروس,39,39,agree,قائمة تحرّك,138,,0.08,0.08,agree,164823,1,50 51
بن عروس,40,40,agree,قائمة تونس أخرى,682,,0.41,0.41,agree,164823,1,50 51
بن عروس,41,41,agree,قائمة الحزب الاشتراكي,396,,0.24,0.24,agree,164823,1,50 51
بن عروس,42,42,agree,قائمة رسالتنا,443,,0.27,0.27,agree,164823,1,50 51
بن عروس,43,43,agree,قائمة حزب الأمل,637,,0.39,0.39,agree,164823,1,50 51
بن عروس,44,44,agree,قائمة المستقلون الديمقراطيون,226,,0.14,0.14,agree,164823,1,50 51
بن عروس,45,45,agree,قائمة شبابنا بن عروس,865,,0.52,0.52,agree,164823,1,50 51
بن عروس,46,46,agree,قائمة معا ننتصر,367,,0.22,0.22,agree,164823,1,50 51
بن عروس,47,47,agree,قائمة الحزب الاشتراكي الدستوري,1162,,0.7,0.7,agree,164823,1,50 51
بن عروس,48,48,agree,قائمة بن عروس للجميع,4270,,2.59,2.59,agree,164823,1,50 51
بن عروس,49,49,agree,قائمة البديل التونسي,682,,0.41,0.41,agree,164823,1,50 51
بن عروس,50,50,agree,قائمة حركة تحيا تونس,7914,,4.8,4.8,agree,164823,1,50 51
بن عروس,51,51,agree,,348,,0.21,0.21,agree,164823,1,50 51
بن عروس,52,52,agree,قائمة حركة الهضة بين عروس,33442,,20.29,20.29,agree,164823,1,50 51
بن عروس,53,53,agree,قائمة حزب المسؤولية الوطنية,153,,0.09,0.09,agree,164823,1,50 51
بن عروس,54,54,agree,قائمة حركة هلموا لتونس,237,,0.14,0.14,agree,164823,1,50 51
بن عروس,55,55,agree,قائمة ائتلاف الكرامة,12482,,7.57,7.57,agree,164823,1,50 51
أريانة,1,1,agree,قائمة الجهة,1417,,0.97,0.97,agree,146648,1,52 53
أريانة,2,2,agree,قائمة حزب تيّار المحبة,583,,0.4,0.4,agree,146648,1,52 53
أريانة,3,3,agree,قائمة قلب تونس,27431,,18.71,18.71,agree,146648,1,52 53
أريانة,4,4,agree,قائمة حركة الشعب,3866,,2.64,2.64,agree,146648,1,52 53
أريانة,5,5,agree,قائمة السنبلة,563,,0.38,0.38,agree,146648,1,52 53
أريانة,6,6,agree,قائمة ائتلاف الكرامة,8978,,6.12,6.12,agree,146648,1,52 53
أريانة,7,7,agree,قائمة حزب الرّحمة,6646,,4.53,4.53,agree,146648,1,52 53
أريانة,8,8,agree,قائمة حزب المؤتمرمن أجل الجمهورية,475,,0.32,0.32,agree,146648,1,52 53
أريانة,9,9,agree,قائمة آفاق تونس,4082,,2.78,2.78,agree,146648,1,52 53
أريانة,10,10,agree,قائمة أمل و عمل المستقلة,1993,,1.36,1.36,agree,146648,1,52 53
أريانة,11,11,agree,قائمة حزب التحالف من أجل تونس,507,,0.35,0.35,agree,146648,1,52 53
أريانة,12,12,agree,قائمة البديل التونسي,822,,0.56,0.56,agree,146648,1,52 53
أريانة,13,13,agree,قائمة حراس البلاد,351,,0.24,0.24,agree,146648,1,52 53
أريانة,14,14,agree,قائمة الحزب الدستوري الحر,16766,,11.43,11.43,agree,146648,1,52 53
أريانة,15,15,agree,قائمة حرّيات,440,,0.3,0.3,agree,146648,1,52 53
أريانة,16,16,agree,قائمة حزب حركة الشباب نحن لها,510,,0.35,0.35,agree,146648,1,52 53
أريانة,17,17,agree,قائمة أصواتكم أمانه,488,,0.33,0.33,agree,146648,1,52 53
أريانة,18,18,agree,قائمة حزب حركة شباب تونس الوطني,690,,0.47,0.47,agree,146648,1,52 53
أريانة,19,19,agree,قائمة حركة مشروع تونس,1016,,0.69,0.69,agree,146648,1,52 53
أريانة,20,20,agree,قائمة التيار الديمقراطي,14195,,9.68,9.68,agree,146648,1,52 53
أريانة,21,21,agree,,722,,0.49,0.49,agree,146648,1,52 53
أريانة,22,22,agree,,2525,,1.72,1.72,agree,146648,1,52 53
أريانة,23,23,agree,قائمة حزب صوت الفلاحين,440,,0.3,0.3,agree,146648,1,52 53
أريانة,24,24,agree,قائمة الامتياز,764,,0.52,0.52,agree,146648,1,52 53
أريانة,25,25,agree,قائمة أريانة تجمعنا,332,,0.23,0.23,agree,146648,1,52 53
أريانة,26,26,agree,قائمة حزب المحافظين التونسيين,178,,0.12,0.12,agree,146648,1,52 53
أريانة,27,27,agree,قائمة بني وطني,543,,0.37,0.37,agree,146648,1,52 53
أريانة,28,28,agree,قائمة أحبّك يا شعب,472,,0.32,0.32,agree,146648,1,52 53
أريانة,29,29,agree,قائمة عيش تونبسي,3422,,2.33,2.33,agree,146648,1,52 53
أريانة,30,30,agree,قائمة الاتحاد الديمقراطي الإجتماعي,913,,0.62,0.62,agree,146648,1,52 53
أريانة,31,31,agree,حزب التكتل الديمقراطي من أجل العمل و ال<,311,,0.21,0.21,agree,146648,1,52 53
أريانة,32,32,agree,قائمة تحرّك,203,,0.14,0.14,agree,146648,1,52 53
أريانة,33,33,agree,قائمة الجبهة الشعبية,1241,,0.85,0.85,agree,146648,1,52 53
أريانة,34,34,agree,قائمة حزب الاتحاد الشعبي الجمهوري,4402,,3.0,3.0,agree,146648,1,52 53
أريانة,35,35,agree,قائمة البيئة و التنمية أريانة,555,,0.38,0.38,agree,146648,1,52 53
أريانة,36,36,agree,قائمة حركة الهضة بأريانة,25356,,17.29,17.29,agree,146648,1,52 53
أريانة,37,37,agree,قائمة حركة تحيا تونس,6110,,4.17,4.17,agree,146648,1,52 53
أريانة,38,38,agree,قائمة إنقاذ أربانة,305,,0.21,0.21,agree,146648,1,52 53
أريانة,39,39,agree,قائمة حركة هلموا لتونس,143,,0.1,0.1,agree,146648,1,52 53
أريانة,40,40,agree,قائمة كلنا للوطن,468,,0.32,0.32,agree,146648,1,52 53
أريانة,41,41,agree,قائمة التحدّي بأربانة,375,,0.26,0.26,agree,146648,1,52 53
أريانة,42,42,agree,قائمة حزب أمل تونس,322,,0.22,0.22,agree,146648,1,52 53
أريانة,43,43,agree,قائمة الورد,645,,0.44,0.44,agree,146648,1,52 53
أريانة,44,44,agree,قائمة حزب الأمل,951,,0.65,0.65,agree,146648,1,52 53
أريانة,45,45,agree,قائمة مواطنون و نشارك,624,,0.43,0.43,agree,146648,1,52 53
أريانة,46,46,agree,قائمة الأفضل,584,,0.4,0.4,agree,146648,1,52 53
أريانة,47,47,agree,قائمة صوت الأحرار,156,,0.11,0.11,agree,146648,1,52 53
أريانة,48,48,agree,قائمة غدوة الخير,973,,0.66,0.66,agree,146648,1,52 53
أريانة,49,49,agree,قائمة ائتلاف المستقلون الديمقراطيون,161,,0.11,0.11,agree,146648,1,52 53
أريانة,50,50,agree,قائمة اتتلاف الرجوع إلى الأصل,246,,0.17,0.17,agree,146648,1,52 53
أريانة,51,51,agree,قائمة تاج أريانة,293,,0.2,0.2,agree,146648,1,52 53
أريانة,52,52,agree,قائمة ائتلاف تونس الرّقميّة,94,,0.06,0.06,agree,146648,1,52 53
تونس 2,1,1,agree,قائمة الجهية,966,,0.59,0.59,agree,164552,1,54 55
تونس 2,2,2,agree,قائمة حركة الشعب,1844,,,1.12,differ,164552,1,54 55
تونس 2,3,3,agree,قائمة فايقين,342,,0.21,0.21,agree,164552,1,54 55
تونس 2,4,4,agree,قائمة حركة مشروع تونس,1774,,1.08,1.08,agree,164552,1,54 55
تونس 2,5,5,agree,قائمة أمل وعمل المستقلة,1914,,,1.16,differ,164552,1,54 55
تونس 2,6,6,agree,قائمة حزب تيّار المحبة,653,,0.4,0.4,agree,164552,1,54 55
تونس 2,7,7,agree,قائمة الحزب الدستوري الحر,26064,,15.84,15.84,agree,164552,1,54 55
تونس 2,8,8,agree,قائمة التيار الديمقراطي,16038,,9.75,9.75,agree,164552,1,54 55
تونس 2,9,9,agree,قائمة البديل التونسي,1411,,0.86,0.86,agree,164552,1,54 55
تونس 2,10,10,agree,قاتمة المنقالة,247,,0.15,0.15,agree,164552,1,54 55
تونس 2,11,11,agree,قائمة قلب تونس,34108,,20.73,20.73,agree,164552,1,54 55
تونس 2,12,12,agree,قائمة حزب صوت الفلإحين,369,,0.22,0.22,agree,164552,1,54 55
تونس 2,13,13,agree,قائمة أجيال تونس,252,,0.15,0.15,agree,164552,1,54 55
تونس 2,14,14,agree,قائمة حزب المؤتمرمن أجل الجمهورية,412,,0.25,0.25,agree,164552,1,54 55
تونس 2,15,15,agree,قائمة بني وطني,730,,0.44,0.44,agree,164552,1,54 55
تونس 2,16,16,agree,قائمة ائتلاف الكرامة,7292,,4.43,4.43,agree,164552,1,54 55
تونس 2,17,17,agree,قائمة من أجل تأسيس جديد,1182,,0.72,0.72,agree,164552,1,54 55
تونس 2,18,18,agree,قائمة حزب الرحمة,5359,,3.26,3.26,agree,164552,1,54 55
تونس 2,19,19,agree,قائمة الجهة الشعبية,1215,,0.74,0.74,agree,164552,1,54 55
تونس 2,20,20,agree,قائمة حركة الهضة بتونس 2,22943,,13.94,13.94,agree,164552,1,54 55
تونس 2,21,21,agree,قائمة صوت أسود الوطن,196,,0.12,0.12,agree,164552,1,54 55
تونس 2,22,22,agree,قائمة حركة هلموا لتونس,466,,0.28,0.28,agree,164552,1,54 55
تونس 2,23,23,agree,قائمة حركة نداء تونس,1219,,0.74,0.74,agree,164552,1,54 55
تونس 2,24,24,agree,قائمة التحالف من أجل تونس,374,,0.23,0.23,agree,164552,1,54 55
تونس 2,25,25,agree,قائمة الاتحاد الشعبي الجمهوري,4362,,2.65,2.65,agree,164552,1,54 55
تونس 2,26,26,agree,قائمة حزب التكتل,470,,0.29,0.29,agree,164552,1,54 55
تونس 2,27,27,agree,القائمة المستقلة للمتقاعدين و العاطلين,405,,0.25,0.25,agree,164552,1,54 55
تونس 2,28,28,agree,قائمة كلنا قادرون,209,,0.13,0.13,agree,164552,1,54 55
تونس 2,29,29,agree,قائمة التعليم هو الحل,246,,0.15,0.15,agree,164552,1,54 55
تونس 2,30,30,agree,قائمة الحوار,228,,0.14,0.14,agree,164552,1,54 55
تونس 2,31,31,agree,قائمة نواب شباب,182,,0.11,0.11,agree,164552,1,54 55
تونس 2,32,32,agree,قائمة حزب الأمل,456,,0.28,0.28,agree,164552,1,54 55
تونس 2,33,33,agree,قائمة نحن هنا,7631,,4.64,4.64,agree,164552,1,54 55
تونس 2,34,34,agree,قائمة إنارة,183,,0.11,0.11,agree,164552,1,54 55
تونس 2,35,35,agree,قائمة حركة تحيا تونس,10187,,6.19,6.19,agree,164552,1,54 55
تونس 2,36,36,agree,قائمة كلنا للوطن,365,,0.22,0.22,agree,164552,1,54 55
تونس 2,37,37,agree,قائمة آفاق تونس,2620,,1.59,1.59,agree,164552,1,54 55
تونس 2,38,38,agree,قائمة الاتحاد الديمقراطي الاجتماعي,1357,,0.82,0.82,agree,164552,1,54 55
تونس 2,39,39,agree,قائمة تونس تتبدل,150,,0.09,0.09,agree,164552,1,54 55
تونس 2,40,40,agree,قائمة المستقلون الديمقراطيون,140,,0.09,0.09,agree,164552,1,54 55
تونس 2,41,41,agree,قائمة أحرار تونس,171,,0.1,0.1,agree,164552,1,54 55
تونس 2,42,42,agree,قائمة بيناتنا عبد,330,,0.2,0.2,agree,164552,1,54 55
تونس 2,43,43,agree,قائمة حزب القطب,346,,0.21,0.21,agree,164552,1,54 55
تونس 2,44,44,agree,قائمة مواطنون و نشارك,612,,0.37,0.37,agree,164552,1,54 55
تونس 2,45,45,agree,قائمة الحزب الاشتراكي,282,,0.17,0.17,agree,164552,1,54 55
تونس 2,46,46,agree,قائمة عيش تونبي,3721,,2.26,2.26,agree,164552,1,54 55
تونس 2,47,47,agree,قائمة المدنية,371,,0.23,0.23,agree,164552,1,54 55
تونس 2,48,48,agree,قائمة تونس أخرى,316,,0.19,0.19,agree,164552,1,54 55
