governorate_ar,constituency_ar,imada_ar,adm4_pcode,adm4_name_ar,adm4_name,adm3_pcode,delegation_name,governorate_name,lat,lon,area_sqkm,registry_voters,match_score,match_method,match_scope
صفاقس,جبنيانة - العامرة,العجانقة,TN345856,العجانقة,El Ajengna,TN3458,Jebeniana,Sfax,35.13467313,10.89366007,46.716823,5954,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,القلالجة,TN345855,القلالجة,El Kalelja,TN3458,Jebeniana,Sfax,35.07443686,10.90906101,40.910496,1575,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,اللوزة,TN345857,اللوزة,El Louza,TN3458,Jebeniana,Sfax,35.03979305,11.00176623,14.979855,3219,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,المساترية,TN345953,المسائرية,El Mesatria,TN3459,El Amra,Sfax,35.00786569,10.88566809,20.392928,4079,0.8889,scoped,constituency
صفاقس,جبنيانة - العامرة,بطرية,TN345852,بطرية,Batria,TN3458,Jebeniana,Sfax,35.08331820,10.99156239,26.947071,4055,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,بلتش,TN345853,بلتش,Baltech,TN3458,Jebeniana,Sfax,35.10882969,10.84195575,39.177875,2283,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,بليانة,TN345952,بليانة,Beliana,TN3459,El Amra,Sfax,34.99398967,10.93450093,16.334116,4863,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,بودربالة,TN345956,بودربالة,Bou Derbala,TN3459,El Amra,Sfax,34.89195403,10.85933440,49.631973,3514,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,جبنيانة,TN345851,جبنيانة,Djebeniana,TN3458,Jebeniana,Sfax,35.03391910,10.90314568,19.676105,12506,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,حزق,TN345854,حزق,Hazeg,TN3458,Jebeniana,Sfax,35.03100836,10.95779793,21.980347,7222,1.0000,scoped,constituency
صفاقس,جبنيانة - العامرة,ذراع بني زياد,TN345955,ذراع بن زياد,Dherra Beni Ziad,TN3459,El Amra,Sfax,34.91936844,10.88759098,49.540809,3249,0.9524,scoped,constituency
صفاقس,ساقية الدائر,البدارنة,TN345454,البدارنة,Bedarna,TN3454,Sakiet Eddaier,Sfax,34.85938164,10.81413364,76.305425,2761,1.0000,scoped,constituency
صفاقس,ساقية الدائر,الخيرية,TN345452,الخيرية,Khiria,TN3454,Sakiet Eddaier,Sfax,34.78357598,10.77812270,2.229919,5464,1.0000,scoped,constituency
صفاقس,ساقية الدائر,السلطنية,TN345457,السلطينة,Saltnia,TN3454,Sakiet Eddaier,Sfax,34.79265259,10.81171503,8.937874,15742,0.8750,scoped,constituency
صفاقس,ساقية الدائر,حي بورقيبة,TN345456,حي بورقيبة,Cite Bourguiba,TN3454,Sakiet Eddaier,Sfax,34.76702130,10.79460410,3.754310,16167,1.0000,scoped,constituency
صفاقس,ساقية الدائر,ساقية الداير,TN345451,ساقية الدائر,Sakiet Eddaier,TN3454,Sakiet Eddaier,Sfax,34.79306449,10.78560415,2.954770,14868,1.0000,scoped,constituency
صفاقس,ساقية الدائر,سيدي منصور,TN345455,سيدي منصور,Sidi Mansour,TN3454,Sakiet Eddaier,Sfax,34.79585745,10.84518788,8.123675,12715,1.0000,scoped,constituency
صفاقس,ساقية الدائر,مركز السبعي,TN345453,مركز السبعي,Merkez Es-Sebai,TN3454,Sakiet Eddaier,Sfax,34.81409962,10.79377379,8.598957,10777,1.0000,scoped,constituency
صفاقس,ساقية الدائر,مركز كعنيش,TN345458,مركز كعنيش,Merkez Kaaniche,TN3454,Sakiet Eddaier,Sfax,34.77098468,10.77787284,2.253651,10747,1.0000,scoped,constituency
صفاقس,ساقية الزيت,الأنس,TN345357,الأنس,El Ons,TN3453,Sakiet Ezzit,Sfax,34.83202921,10.75654773,2.097578,5308,1.0000,scoped,constituency
صفاقس,ساقية الزيت,السدرة,TN345353,السدرة,Es-Sedra,TN3453,Sakiet Ezzit,Sfax,34.82959525,10.77316503,11.941380,12255,1.0000,scoped,constituency
صفاقس,ساقية الزيت,الشيحية,TN345354,الشيحية,Chihia,TN3453,Sakiet Ezzit,Sfax,34.78324793,10.74771243,2.900653,13295,1.0000,scoped,constituency
صفاقس,ساقية الزيت,تنيور,TN345355,تنيور,Teniour,TN3453,Sakiet Ezzit,Sfax,34.80368790,10.73737165,4.630076,17653,1.0000,scoped,constituency
صفاقس,ساقية الزيت,ساقية الزيت,TN345351,ساقية الزيت,Sakiet Ezzit,TN3453,Sakiet Ezzit,Sfax,34.80527630,10.76591457,4.552941,23255,1.0000,scoped,constituency
صفاقس,ساقية الزيت,سيدي صالح,TN345356,سيدي صالح,Sidi Salah,TN3453,Sakiet Ezzit,Sfax,34.88630537,10.73808118,63.444739,2718,1.0000,scoped,constituency
صفاقس,ساقية الزيت,مركز بوعصيدة,TN345352,مركز بوعصيدة,Merkez Bouassida,TN3453,Sakiet Ezzit,Sfax,34.78376675,10.76301427,3.192844,9585,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,الأفران الشمالية,TN345554,الأفران الشمالية,El Afrane Nord,TN3455,Sfax Sud,Sfax,34.77988369,10.70352601,4.161725,18336,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,الخزانات,TN345555,الخزانات,Khazanet,TN3455,Sfax Sud,Sfax,34.79483826,10.64791064,72.694170,8146,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,العوابد,TN345556,العوابد,El Aouabed,TN3455,Sfax Sud,Sfax,34.84853920,10.63389577,33.062641,4623,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,العين,TN345551,العين,El Ain,TN3455,Sfax Sud,Sfax,34.76724655,10.69362290,10.760956,24622,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,بوزيان,TN345553,بوزيان,Bouzaiane,TN3455,Sfax Sud,Sfax,34.79121178,10.72632517,8.216053,16064,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,عيون المايل,TN345557,عيون المايل,Ayoun El Mayel,TN3455,Sfax Sud,Sfax,34.87247026,10.67368422,61.286031,8196,1.0000,scoped,constituency
صفاقس,صفاقس الجنوبية,قرمدة,TN345552,قرمدة,Gremda,TN3455,Sfax Sud,Sfax,34.78419120,10.71369993,5.906130,10382,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,العالية,TN345254,العالية,El Alia,TN3452,Sfax Ouest,Sfax,34.75211952,10.72190683,1.882984,8861,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,الهدى,TN345256,الهدى,El Houda,TN3452,Sfax Ouest,Sfax,34.74365390,10.71094133,4.103391,11072,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,حي البحري,TN345257,حي البحري,Cite El Bahri,TN3452,Sfax Ouest,Sfax,34.72753673,10.70721829,1.931125,14548,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,حي الحبيب,TN345252,حي الحبيب,Cite El Habib,TN3452,Sfax Ouest,Sfax,34.72150727,10.72188601,2.524887,20990,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,سكرة,TN345253,سكرة,Soukra,TN3452,Sfax Ouest,Sfax,34.72512339,10.73298647,2.112009,8954,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,مركز شاكر,TN345251,مركز شاكر,Merkez Chaker,TN3452,Sfax Ouest,Sfax,34.73981865,10.74139447,2.208691,15158,1.0000,scoped,constituency
صفاقس,صفاقس الغربية,وادي الرمل,TN345255,وادي الرمل,Oued Er-Rmel,TN3452,Sfax Ouest,Sfax,34.73934442,10.72552027,1.432702,7974,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,15نوفمبر,TN345156,15نوفمبر,15 Novembre,TN3451,Sfax Médina,Sfax,34.74698111,10.74602884,0.929251,8085,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,البساتين,TN345154,البساتين,El Bassatine,TN3451,Sfax Médina,Sfax,34.74883785,10.76840940,2.529568,14297,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,الحي التعويضي,TN345158,حي التعويضي,Cite Ettaouidhi,TN3451,Sfax Médina,Sfax,34.76124877,10.77694312,1.087359,2974,0.9091,scoped,constituency
صفاقس,صفاقس المدينة,الحي الخيري,TN345153,الحي الخيري,Cite El Khiari,TN3451,Sfax Médina,Sfax,34.71517280,10.74071212,9.631190,6999,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,الربض,TN345155,الربض,Er-Rbadh,TN3451,Sfax Médina,Sfax,34.74943400,10.75457157,0.835776,10155,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,المدينة,TN345151,المدينة,La Medina,TN3451,Sfax Médina,Sfax,34.73897355,10.75904532,0.830005,3881,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,باب البحر,TN345152,باب البحر,Bab El Bhar,TN3451,Sfax Médina,Sfax,34.73143363,10.76951278,3.608074,7126,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,سيدي عباس,TN345161,سيدي عباس,Sidi Abbes,TN3451,Sfax Médina,Sfax,34.76031972,10.72855415,2.203522,7606,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,عين شيخ روحو,TN345157,عين شيخ روحو,Ain Chaikh Rouhou,TN3451,Sfax Médina,Sfax,34.75674306,10.74368628,2.096404,5182,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,محمد علي,TN345162,محمد علي,Mohamed Ali,TN3451,Sfax Médina,Sfax,34.76640803,10.76697393,1.715653,11632,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,مركز الباشا,TN345160,مركز الباشا,Merkez El Pacha,TN3451,Sfax Médina,Sfax,34.76291717,10.75102072,1.188830,6017,1.0000,scoped,constituency
صفاقس,صفاقس المدينة,مركز قدور,TN345159,مركز قدور,Merkez Kaddour,TN3451,Sfax Médina,Sfax,34.76354435,10.75863335,1.170631,1142,1.0000,scoped,constituency
صفاقس,طينة,الحاجب,TN345653,الحاجب,El Hajeb,TN3456,Thyna,Sfax,34.69763892,10.63697906,46.432966,14092,1.0000,scoped,constituency
صفاقس,طينة,سيد عبيد,TN345652,سيد عبيد,Sidi Abid,TN3456,Thyna,Sfax,34.68014758,10.68098446,20.907109,6759,1.0000,scoped,constituency
صفاقس,طينة,طينة,TN345651,طينة,Tina,TN3456,Thyna,Sfax,34.66919238,10.71068662,35.030986,21447,1.0000,scoped,constituency
صفاقس,عقارب,التربة,TN345755,التربة,Ettorba,TN3457,Agareb,Sfax,34.80345867,10.45691875,134.075485,3713,1.0000,scoped,constituency
صفاقس,عقارب,الصغار,TN345758,الصغار,Es-Soghar,TN3457,Agareb,Sfax,34.76346885,10.57481440,74.984531,1839,1.0000,scoped,constituency
صفاقس,عقارب,المحروقة,TN345754,المحروقة,El Mahrouka,TN3457,Agareb,Sfax,34.77630411,10.36837390,115.104124,2217,1.0000,scoped,constituency
صفاقس,عقارب,بن سهلون,TN345756,بن سهلون,Ben Sahloun,TN3457,Agareb,Sfax,34.66397073,10.40387764,118.019224,2203,1.0000,scoped,constituency
صفاقس,عقارب,بولذياب,TN345753,بولذياب,Bouledhieb,TN3457,Agareb,Sfax,34.70876105,10.38577780,85.877515,2653,1.0000,scoped,constituency
صفاقس,عقارب,زليانة,TN345757,زلبانة,Zeliana,TN3457,Agareb,Sfax,34.84860768,10.35033968,76.223080,941,0.8333,near,constituency
صفاقس,عقارب,عقارب,TN345751,عقارب,Agareb,TN3457,Agareb,Sfax,34.72586614,10.54281560,40.033753,12529,1.0000,scoped,constituency
صفاقس,عقارب,قرقور,TN345752,قرقور,Gargour,TN3457,Agareb,Sfax,34.64891371,10.58752129,91.118147,6010,1.0000,scoped,constituency
صفاقس,قرقنة,أولاد قاسم,TN346660,أولاد قاسم,Ouled Kacem,TN3466,Kerkennah,Sfax,34.70650279,11.17939642,7.734984,1083,1.0000,scoped,constituency
صفاقس,قرقنة,الرملة,TN346652,الرملة,El Ramla,TN3466,Kerkennah,Sfax,34.73151699,11.19536243,15.486389,3448,1.0000,scoped,constituency
صفاقس,قرقنة,الشرقي,TN346657,الشرقي,El Chargui,TN3466,Kerkennah,Sfax,34.75558802,11.24276726,10.248927,619,1.0000,scoped,constituency
صفاقس,قرقنة,العطايا,TN346651,العطايا,El Ataya,TN3466,Kerkennah,Sfax,34.74032866,11.27987462,11.621091,3222,1.0000,scoped,constituency
صفاقس,قرقنة,القراطن,TN346659,القراطن,El Kraten,TN3466,Kerkennah,Sfax,34.81453556,11.25835733,9.458320,1175,1.0000,scoped,constituency
صفاقس,قرقنة,القنطرة,TN346658,القنطرة,El Kantra,TN3466,Kerkennah,Sfax,34.67458982,11.13684514,3.273404,611,1.0000,scoped,constituency
صفاقس,قرقنة,الكلابين,TN346655,الكلابين,El Kalabine,TN3466,Kerkennah,Sfax,34.72446113,11.23757569,13.345338,536,1.0000,scoped,constituency
صفاقس,قرقنة,النجاة,TN346656,النجا ة,En-Najet,TN3466,Kerkennah,Sfax,34.77939869,11.25047260,23.664589,1037,1.0000,scoped,constituency
صفاقس,قرقنة,سيدي فرج,TN346653,سيدي فرج,Sidi Frej,TN3466,Kerkennah,Sfax,34.69873837,11.15007138,9.218095,720,1.0000,scoped,constituency
صفاقس,قرقنة,مليتة,TN346654,مليتة,Melita,TN3466,Kerkennah,Sfax,34.64340700,11.03777065,48.115279,3506,1.0000,scoped,constituency
صفاقس,منزل شاكر,الاعشاش,TN346160,الأعشاش,El Achech,TN3461,Menzel Chaker,Sfax,35.17082322,10.59500958,63.556848,3893,1.0000,scoped,constituency
صفاقس,منزل شاكر,البقعة البيضاء,TN346157,البقعة البيضاء,El Bokaa El Bidha,TN3461,Menzel Chaker,Sfax,34.94918230,10.55389784,123.372292,1878,1.0000,scoped,constituency
صفاقس,منزل شاكر,الحاج قاسم,TN346161,الحاج قاسم,El Hadj Kacem,TN3461,Menzel Chaker,Sfax,34.91114739,10.20939412,256.818608,2372,1.0000,scoped,constituency
صفاقس,منزل شاكر,العوادنة,TN346158,العوادنة,El Aouadhna,TN3461,Menzel Chaker,Sfax,35.08973511,10.55323994,96.035453,3001,1.0000,scoped,constituency
صفاقس,منزل شاكر,بئر الملولي,TN346154,بئر الملولي,Bir Mellouli,TN3461,Menzel Chaker,Sfax,34.88507359,10.53307115,102.372804,750,1.0000,scoped,constituency
صفاقس,منزل شاكر,بشكة,TN346155,بشكة,Bechka,TN3461,Menzel Chaker,Sfax,34.91637918,10.38984756,146.717787,1328,1.0000,scoped,constituency
صفاقس,منزل شاكر,بوثدي,TN346156,بوثدي,Bou-Thadi,TN3461,Menzel Chaker,Sfax,35.08739398,10.24380377,173.189539,1242,1.0000,scoped,constituency
صفاقس,منزل شاكر,بوجربوع,TN346152,بوجوبوع,Bou Jarboue,TN3461,Menzel Chaker,Sfax,35.00953989,10.67743855,110.308496,3050,0.8571,scoped,constituency
صفاقس,منزل شاكر,تليل العجلة,TN346159,تليل العجلة,Telil El Ajla,TN3461,Menzel Chaker,Sfax,35.04847295,10.13914370,156.286526,1557,1.0000,scoped,constituency
صفاقس,منزل شاكر,شعلاب,TN346162,شعلاب,Chaleb,TN3461,Menzel Chaker,Sfax,35.05762196,10.39934465,171.776225,2772,1.0000,scoped,constituency
صفاقس,منزل شاكر,ماجل الدرج,TN346153,ماجل الدرج,Majel Edarj,TN3461,Menzel Chaker,Sfax,34.96175516,10.62986419,70.432014,2585,1.0000,scoped,constituency
صفاقس,منزل شاكر,منزل شاكر,TN346151,منزل شاكر,Menzel Chaker,TN3461,Menzel Chaker,Sfax,34.98431814,10.34191923,165.417285,5103,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,البحاير,TN515758,البحاير,El Behaier,TN5157,Hamma,Gabès,33.83974589,9.47392798,678.593914,1680,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,الحبيب ثامر,TN515762,الحبيب ثامر,Habib Thameur,TN5157,Hamma,Gabès,33.82967715,9.69939305,96.205456,4735,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,القصر,TN515752,القصر,El Ksar,TN5157,Hamma,Gabès,33.90735072,9.84388758,18.422661,7145,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,المنطقة الشرقية 1,TN515753,(1) المنطقة الشرقية,Secteur Est (1),TN5157,Hamma,Gabès,33.88093868,9.81581884,6.074997,15333,0.9375,scoped,constituency
قابس,الحامة - الحامة الغربية,المنطقة الشرقية 2,TN515754,(2) المنطقة الشرقية,Secteur Est (2),TN5157,Hamma,Gabès,33.85177956,9.80881795,18.358130,4450,0.9375,scoped,constituency
قابس,الحامة - الحامة الغربية,المنطقة الشمالية,TN515751,المنطقة الشمالية,Secteur Nord,TN5157,Hamma,Gabès,33.96806210,9.83796262,134.205449,3313,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,المنطقة الغربية,TN515763,المنطقة الغربية,Secteur Ouest,TN5157,Hamma,Gabès,33.81711245,9.76050559,44.230342,4584,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,المنطقة القبلية,TN515755,المنطقة القبلية,Secteur Sud,TN5157,Hamma,Gabès,33.85514929,9.78574564,3.960463,5475,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,بشيمة البرج,TN515759,بشيمة البرج,Bechima El Borj,TN5157,Hamma,Gabès,33.92948454,9.67655803,49.748419,1442,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,بشيمة القلب,TN515760,بشيمة القلب,Bechima El Kalb,TN5157,Hamma,Gabès,33.94393964,9.71507384,49.946298,2797,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,بوعطوش,TN515761,بوعطوش,Bou Attouch,TN5157,Hamma,Gabès,34.00358402,9.50164969,821.966037,4240,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,شانشو,TN515757,شانشو,Chanchou,TN5157,Hamma,Gabès,33.82255660,9.85833446,230.150821,596,1.0000,scoped,constituency
قابس,الحامة - الحامة الغربية,فرحات حشاد,TN515756,فرحات حشاد,Farhat Hached,TN5157,Hamma,Gabès,33.70928785,9.60443428,490.131599,300,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,السقي,TN515654,السقي,Es-Saki,TN5156,Menzel Habib,Gabès,34.16443065,9.33195933,117.256190,1410,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,العكاريت,TN515555,العكاريت,El Akarit,TN5155,Metouia,Gabès,34.07703903,9.97541884,34.147094,1578,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,الفجيج,TN515652,الفجيج,El Fejij,TN5156,Menzel Habib,Gabès,34.06983804,9.77655270,113.840947,583,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المطوية الجنوبية,TN515552,المطورية الجنوبية,El Metouia Sud,TN5155,Metouia,Gabès,33.94568506,9.97310739,41.044687,7526,0.9677,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المطوية الشمالية,TN515551,المطويةالشمالية,El Metouia Nord,TN5155,Metouia,Gabès,34.03040223,10.01519376,70.953455,1853,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,المهاملة,TN515653,المهاملة,El Mehemla,TN5156,Menzel Habib,Gabès,34.16999673,9.49965814,263.710093,1157,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,الميدة,TN515557,الميدة,El Mida,TN5155,Metouia,Gabès,34.05441369,9.87632164,55.888220,2080,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,الهيشة,TN515556,الهيشة,El Hicha,TN5155,Metouia,Gabès,34.15048583,9.96962532,106.730958,1700,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,ربيعة والي,TN515655,ربيعة والي,Rabiaa Ouali,TN5156,Menzel Habib,Gabès,34.17106149,9.84077264,103.494839,2114,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,زقراطة,TN515656,زقراطة,Zoughrata,TN5156,Menzel Habib,Gabès,34.13045549,9.81901943,75.889329,751,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الجنوبية,TN515453,غنوش الجنوبية,Ghanouche Sud,TN5154,Ghannouch,Gabès,33.92663716,10.05332678,5.378568,6856,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الشرقية,TN515451,غنوش الشرقية,Ghanouch Est,TN5154,Ghannouch,Gabès,33.93896165,10.07293355,1.657399,4786,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الشمالية,TN515454,غنوش الشمالية,Ghanouche Nord,TN5154,Ghannouch,Gabès,33.96168538,10.06080651,5.169042,2771,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,غنوش الغربية,TN515452,غنوش الغربية,Ghanouch Ouest,TN5154,Ghannouch,Gabès,33.95429391,10.04940341,7.852062,6884,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,منزل الحبيب,TN515657,منزل الحبيب,Menzel El Habib,TN5156,Menzel Habib,Gabès,34.23101203,9.67012026,109.325038,2584,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وادي الزيتون,TN515651,وادي الزيتون,Oued Ezzitoun,TN5156,Menzel Habib,Gabès,34.16217850,9.64536490,168.578932,901,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وذرف الجنوبية,TN515554,وذرف الجنوبية,Ouedhref Sud,TN5155,Metouia,Gabès,33.99004202,9.93027196,43.727333,3785,1.0000,scoped,constituency
قابس,غنوش - المطوية - وذرف - منزل الحبيب,وذرف الشمالية,TN515553,وذرف الشمالية,Ouedhref Nord,TN5155,Metouia,Gabès,34.04147224,9.94827048,59.842383,4100,1.0000,scoped,constituency
قابس,قابس الجنوبية,الأمازير,TN515357,الأمازير,El Amazir,TN5153,Gabès Sud,Gabès,33.75110848,9.97479417,42.089475,745,1.0000,scoped,constituency
قابس,قابس الجنوبية,المدو,TN515355,المدو,El Medou,TN5153,Gabès Sud,Gabès,33.80000525,10.01826786,117.992122,1894,1.0000,scoped,constituency
قابس,قابس الجنوبية,المنطقة الخامسة,TN515354,المنطقة الخامسة,Secteur (5),TN5153,Gabès Sud,Gabès,33.86791436,10.11667243,5.937846,15138,1.0000,scoped,constituency
قابس,قابس الجنوبية,تبلبو,TN515351,تبلبو,Teboulbou,TN5153,Gabès Sud,Gabès,33.81273557,10.13537208,67.573820,16033,1.0000,scoped,constituency
قابس,قابس الجنوبية,زريق الدخلانية,TN515353,زريق الدخلانية,Zrig Eddakhlania,TN5153,Gabès Sud,Gabès,33.85435162,10.10070598,1.947560,5102,1.0000,scoped,constituency
قابس,قابس الجنوبية,سيدي بولبابة,TN515352,سيدي بولبابة,Sidi Boulbaba,TN5153,Gabès Sud,Gabès,33.85653057,10.08811334,6.298073,20115,1.0000,scoped,constituency
قابس,قابس الجنوبية,ليماوة,TN515356,ليماوة,Limaoua,TN5153,Gabès Sud,Gabès,33.73030135,10.09482739,51.596432,515,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,الجواولة,TN515254,الجواولة,Jaouaoula,TN5152,Gabès Ouest,Gabès,33.88116907,10.05742373,1.615389,1055,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,الرماثي,TN515251,الرماثي,Er-Remathi,TN5152,Gabès Ouest,Gabès,33.87573951,9.94360646,74.551805,1719,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,المنطقة الأولى,TN515151,المنطقة الأولى,Secteur (1),TN5151,Gabès Médina,Gabès,33.88826801,10.08605076,1.473058,5163,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,المنطقة الثالثة,TN515153,المنطقة الثالثة,Secteur (3),TN5151,Gabès Médina,Gabès,33.89206874,10.09251933,3.084730,16930,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,المنطقة الثانية,TN515152,المنطقة الثانية,Secteur (2),TN5151,Gabès Médina,Gabès,33.87700267,10.09210079,1.306256,6923,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,المنطقة الرابعة,TN515154,المنطقة الرابعة,Secteur (4),TN5151,Gabès Médina,Gabès,33.88741328,10.10971128,2.881996,6283,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,النحال,TN515253,النحال,Nahal,TN5152,Gabès Ouest,Gabès,33.88116907,10.07681017,3.406143,2098,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,بوشمة,TN515252,بوشمة,Bou-Chemma,TN5152,Gabès Ouest,Gabès,33.90761255,10.02618102,50.075322,9660,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,شط سيدي عبد السلام,TN515155,شط سيدي عبد السلام,Chott Sidi Abdesselam,TN5151,Gabès Médina,Gabès,33.91485808,10.08989218,7.769398,6934,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,شنني الشرقية,TN515256,شنني الشرقية,Chenini Est,TN5152,Gabès Ouest,Gabès,33.86934850,10.05720677,0.852209,4097,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,شنني الشمالية,TN515255,شنني الشمالية,Chenini Nord,TN5152,Gabès Ouest,Gabès,33.86548125,10.01368107,13.641713,1987,1.0000,scoped,constituency
قابس,قابس المدينة - قابس الغربية,شنني الغربية,TN515257,شنني الغربية,Chenini Ouest,TN5152,Gabès Ouest,Gabès,33.85948882,10.06220040,10.228376,3198,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزارات,TN516057,الزارات,Ezzarat,TN5160,Mareth,Gabès,33.69521903,10.32552903,54.285294,6370,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزراوة,TN515953,الزراوة,Ez-Zeraoua,TN5159,Matmata Nouvelle,Gabès,33.61009580,9.69408493,244.288888,1848,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,الزركين,TN516054,الزركين,Ez-Zerkine,TN5160,Mareth,Gabès,33.71817727,10.26131914,42.016106,1669,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,العلاية,TN516058,العلاية,El Alaya,TN5160,Mareth,Gabès,33.63662918,10.38676382,63.842158,1794,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,بني زلطن,TN515955,بني زلطن,Beni Zalten,TN5159,Matmata Nouvelle,Gabès,33.55921428,10.10421649,88.878971,1341,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,بني عيسى,TN515954,بني عيسى,Beni Aissa,TN5159,Matmata Nouvelle,Gabès,33.66058324,9.88186450,132.920563,551,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,تشين,TN515852,تشين,Techine,TN5158,Matmata,Gabès,33.38674919,9.94065737,390.591912,954,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,تمزرط,TN515853,طمزرط,Tamazrat,TN5158,Matmata,Gabès,33.49901456,9.72605052,697.106036,778,0.8000,near,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,توجان,TN516061,توجان,Toujane,TN5160,Mareth,Gabès,33.45720445,10.12294784,56.101063,698,1.0000,scoped,constituency
قابس,مارث - دخيلة توجان - مطماطة - مطماطة الجديدة,دخيلة توجان,TN516065,دخيلة توجان,Dekhilet Toujane,TN5160,Mareth,Gabès,33.44632850,10.21300070,61.783185,4699,1.0000,scoped,constituency
