bureau_code,isie_code,governorate_ar,delegation_ar_published,delegation_ar,governorate_name,delegation_name,id_delegation,label_change
08040610203,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710201,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710202,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710203,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710204,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710205,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710206,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040710207,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810102,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810201,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810202,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810203,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040810301,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910102,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910103,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910104,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910201,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910202,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910203,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910204,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910205,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08040910206,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041010101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041010102,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041010103,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041010104,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041010105,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041110101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041110102,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041110103,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041110104,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210101,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210102,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210103,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210104,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210201,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210202,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210203,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08041210301,0804,بنزرت,بنزرت الشمالية,بنزرت الشمالية,Bizerte,Bizerte Nord,1751,
08050110101,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050110102,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050110201,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050210101,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050210102,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050210103,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050210104,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050210105,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050220101,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050220102,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050220103,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050220104,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050310101,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050310102,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050310103,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050320101,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08050320201,0805,بنزرت,تينجة,تينجة,Bizerte,Tinja,1759,
08060110101,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060110102,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060110103,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060110104,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060110105,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060110106,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060120101,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060120102,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060120103,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060120104,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060210101,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060210102,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060210103,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060210201,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060310101,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060310102,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060310103,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060410101,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060410102,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08060410103,0806,بنزرت,جرزونة,جرزونة,Bizerte,Zarzouna,1752,
08070110101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070110201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070110301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070110302,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070210101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070210201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070310101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070310201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070310301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070310302,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070310401,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070410101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070410201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070410301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510102,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510202,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510203,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070510204,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070610101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070610201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070610301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070710101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070710201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070710301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070810101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070810102,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070810201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070910101,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070910201,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08070910301,0807,بنزرت,جومين,جومين,Bizerte,Djoumine,1755,
08080110101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080110102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210201,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210202,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210203,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210204,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210205,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210301,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080210302,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080310101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080310102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080310103,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410103,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410104,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410105,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410201,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410301,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410302,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410303,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080410304,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510103,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510201,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510202,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510301,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510302,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510303,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510304,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510305,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510401,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510402,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510403,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510404,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080510405,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610103,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610201,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610202,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610203,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610204,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610301,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610401,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080610402,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080710101,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080710102,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08080710103,0808,بنزرت,رأس الجبل,رأس الجبل,Bizerte,Ras Djebel,1764,
08090110101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090110201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090110301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090110302,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090110401,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090110501,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210401,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210501,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090210601,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090310101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090310201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090310301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090410101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090410102,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090410201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090410301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090510101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090510201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090510202,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090510301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090510401,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090610101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090610201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090610202,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090610301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710102,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710103,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710104,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710105,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710401,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090710501,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090810101,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090810201,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08090810301,0809,بنزرت,سجنان,سجنان,Bizerte,Sedjnane,1754,
08100110101,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100110102,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100110201,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100210101,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100210102,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100210103,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100310101,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100310102,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100310103,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100310201,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100320101,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100320102,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100320103,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100410101,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100410102,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100410201,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100410202,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
08100410203,0810,بنزرت,غار الملح,غار الملح,Bizerte,Ghar El Meleh,1761,
0810510201,0810,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110110101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
0811011021,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110110301,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110110401,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110210101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110210201,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110210202,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110310101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110410101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110410102,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110510101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110510102,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110510103,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110610101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110610102,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110610201,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110710101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110710201,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110710202,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110710301,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110810101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110810102,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910101,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910201,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910301,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910302,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910303,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08110910304,0811,بنزرت,غزالة,غزالة,Bizerte,Ghezala,1757,
08120110101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120110102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120110201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120210101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120210201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120310101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120310201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120310202,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120410101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120410201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120410301,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120510101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120510102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120510103,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120610101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120610102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120610103,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120710101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120710102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120710201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810103,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810104,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810105,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810106,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810107,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810202,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810203,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120810204,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120910101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120910102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120910103,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08120910104,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08121010101,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08121010102,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08121010201,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08121010301,0812,بنزرت,ماطر,ماطر,Bizerte,Mateur,1756,
08130110101,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130110102,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130110103,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130110104,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210101,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210102,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210103,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210104,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210105,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210106,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210107,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210108,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210201,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210202,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210203,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210204,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210205,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210206,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210207,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210208,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130210209,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130310101,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
08130310102,0813,بنزرت,منزل بورقيبة,منزل بورقيبة,Bizerte,Menzel Bourguiba,1758,
