pdf_path,filename,governorate,constituency,imada,pages,official_count,extracted_count,completeness_pct,is_diaspora
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الريحان.pdf,الريحان.pdf,جندوبة,طبرقة - عين دراهم,الريحان,158,6866,6866,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/العطاطفة.pdf,العطاطفة.pdf,جندوبة,طبرقة - عين دراهم,العطاطفة,53,2285,2285,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الناظور.pdf,الناظور.pdf,جندوبة,طبرقة - عين دراهم,الناظور,79,3399,3399,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/تاقمة.pdf,تاقمة.pdf,جندوبة,طبرقة - عين دراهم,تاقمة,45,1935,1935,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/سلول.pdf,سلول.pdf,جندوبة,طبرقة - عين دراهم,سلول,53,2254,2254,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/طبرقة.pdf,طبرقة.pdf,جندوبة,طبرقة - عين دراهم,طبرقة,340,14888,14888,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/عين السنوسي.pdf,عين السنوسي.pdf,جندوبة,طبرقة - عين دراهم,عين السنوسي,37,1574,1574,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/عين الصبح.pdf,عين الصبح.pdf,جندوبة,طبرقة - عين دراهم,عين الصبح,129,5615,5615,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/عين دراهم الأحواز.pdf,عين دراهم الأحواز.pdf,جندوبة,طبرقة - عين دراهم,عين دراهم الأحواز,48,2028,2028,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/عين دراهم المدينة.pdf,عين دراهم المدينة.pdf,جندوبة,طبرقة - عين دراهم,عين دراهم المدينة,206,8981,8981,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/عين سلام.pdf,عين سلام.pdf,جندوبة,طبرقة - عين دراهم,عين سلام,24,1007,1007,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/ملولة.pdf,ملولة.pdf,جندوبة,طبرقة - عين دراهم,ملولة,24,1001,1001,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/وادي الزان.pdf,وادي الزان.pdf,جندوبة,طبرقة - عين دراهم,وادي الزان,20,825,825,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/الدخايلية.pdf,الدخايلية.pdf,جندوبة,غار الدماء - وادي مليز,الدخايلية,86,3707,3707,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/الدورة.pdf,الدورة.pdf,جندوبة,غار الدماء - وادي مليز,الدورة,121,5275,5275,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/الرخاء.pdf,الرخاء.pdf,جندوبة,غار الدماء - وادي مليز,الرخاء,65,2776,2776,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/الصرية.pdf,الصرية.pdf,جندوبة,غار الدماء - وادي مليز,الصرية,107,4660,4660,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/القلعة.pdf,القلعة.pdf,جندوبة,غار الدماء - وادي مليز,القلعة,138,5986,5986,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/المراسن.pdf,المراسن.pdf,جندوبة,غار الدماء - وادي مليز,المراسن,93,4038,4038,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/المعدن.pdf,المعدن.pdf,جندوبة,غار الدماء - وادي مليز,المعدن,76,3257,3257,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/حكيم الجنوبية.pdf,حكيم الجنوبية.pdf,جندوبة,غار الدماء - وادي مليز,حكيم الجنوبية,83,3581,3581,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/حكيم الشمالية.pdf,حكيم الشمالية.pdf,جندوبة,غار الدماء - وادي مليز,حكيم الشمالية,17,674,674,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/عين سلطان.pdf,عين سلطان.pdf,جندوبة,غار الدماء - وادي مليز,عين سلطان,66,2845,2845,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/غار الدماء.pdf,غار الدماء.pdf,جندوبة,غار الدماء - وادي مليز,غار الدماء,437,19151,19151,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/غار الدماء الشمالية.pdf,غار الدماء الشمالية.pdf,جندوبة,غار الدماء - وادي مليز,غار الدماء الشمالية,44,1870,1870,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/فج حسين.pdf,فج حسين.pdf,جندوبة,غار الدماء - وادي مليز,فج حسين,32,1355,1355,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/فرقصان.pdf,فرقصان.pdf,جندوبة,غار الدماء - وادي مليز,فرقصان,61,2624,2624,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/وادي مليز الشرقية.pdf,وادي مليز الشرقية.pdf,جندوبة,غار الدماء - وادي مليز,وادي مليز الشرقية,144,6249,6249,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/وادي مليز الغربية.pdf,وادي مليز الغربية.pdf,جندوبة,غار الدماء - وادي مليز,وادي مليز الغربية,34,1444,1444,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0605_غار الدماء - وادي مليز/وشتاتة.pdf,وشتاتة.pdf,جندوبة,غار الدماء - وادي مليز,وشتاتة,71,3050,3050,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/الحميرة.pdf,الحميرة.pdf,زغوان,الناظور - صواف,الحميرة,34,1429,1429,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/الدغافلة الشرقية.pdf,الدغافلة الشرقية.pdf,زغوان,الناظور - صواف,الدغافلة الشرقية,49,2092,2092,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/الدغافلة الغربية.pdf,الدغافلة الغربية.pdf,زغوان,الناظور - صواف,الدغافلة الغربية,25,1043,1043,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/الناظور.pdf,الناظور.pdf,زغوان,الناظور - صواف,الناظور,239,10429,10429,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/بئر الشاوش.pdf,بئر الشاوش.pdf,زغوان,الناظور - صواف,بئر الشاوش,112,4863,4863,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/سوغاس.pdf,سوغاس.pdf,زغوان,الناظور - صواف,سوغاس,91,3917,3917,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/صوار.pdf,صوار.pdf,زغوان,الناظور - صواف,صوار,37,1561,1561,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/صواف الشرقية.pdf,صواف الشرقية.pdf,زغوان,الناظور - صواف,صواف الشرقية,70,3036,3036,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/صواف الغربية.pdf,صواف الغربية.pdf,زغوان,الناظور - صواف,صواف الغربية,59,2510,2510,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1301_الناظور - صواف/عين البطوم.pdf,عين البطوم.pdf,زغوان,الناظور - صواف,عين البطوم,118,5128,5128,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/أحواز الفحص.pdf,أحواز الفحص.pdf,زغوان,بئر مشارقة - الفحص,أحواز الفحص,302,13201,13201,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/أم الأبواب.pdf,أم الأبواب.pdf,زغوان,بئر مشارقة - الفحص,أم الأبواب,33,1385,1385,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/أولاد الزوابي.pdf,أولاد الزوابي.pdf,زغوان,بئر مشارقة - الفحص,أولاد الزوابي,9,317,317,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/الدروع.pdf,الدروع.pdf,زغوان,بئر مشارقة - الفحص,الدروع,41,1725,1725,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/العمايم الجنوبية.pdf,العمايم الجنوبية.pdf,زغوان,بئر مشارقة - الفحص,العمايم الجنوبية,60,2568,2568,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/العمايم الشمالية.pdf,العمايم الشمالية.pdf,زغوان,بئر مشارقة - الفحص,العمايم الشمالية,54,2301,2301,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/الغريفات.pdf,الغريفات.pdf,زغوان,بئر مشارقة - الفحص,الغريفات,62,2664,2664,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/الفحص.pdf,الفحص.pdf,زغوان,بئر مشارقة - الفحص,الفحص,212,9269,9269,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/بئر مشارقة.pdf,بئر مشارقة.pdf,زغوان,بئر مشارقة - الفحص,بئر مشارقة,129,5629,5629,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/بئر مشارقة المحطة.pdf,بئر مشارقة المحطة.pdf,زغوان,بئر مشارقة - الفحص,بئر مشارقة المحطة,43,1846,1846,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/بئر مقرة.pdf,بئر مقرة.pdf,زغوان,بئر مشارقة - الفحص,بئر مقرة,24,972,972,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/بنت سعيدان.pdf,بنت سعيدان.pdf,زغوان,بئر مشارقة - الفحص,بنت سعيدان,38,1601,1601,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/بوشة.pdf,بوشة.pdf,زغوان,بئر مشارقة - الفحص,بوشة,20,794,794,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/تليل الصالحي.pdf,تليل الصالحي.pdf,زغوان,بئر مشارقة - الفحص,تليل الصالحي,23,930,930,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/زغوان/1302_بئر مشارقة - الفحص/جبل الوسط.pdf,جبل الوسط.pdf,زغوان,بئر مشارقة - الفحص,جبل الوسط,106,4596,4596,100.0,0
